city,barangay,city_norm,barangay_norm,barangay_slug,bir_zonal_rr_median,bir_zonal_cr_median,bir_zonal_rc_median
ALCANTARA,CABADIANGAN,ALCANTARA,CABADIANGAN,CABADIANGAN,650.0,845.0,
ALCANTARA,CABIL-ISAN,ALCANTARA,CABILISAN,CABILISAN,650.0,845.0,
ALCANTARA,CANDABONG,ALCANTARA,CANDABONG,CANDABONG,650.0,845.0,
ALCANTARA,LAWAAN,ALCANTARA,LAWAAN,LAWAAN,650.0,845.0,
ALCANTARA,MANGA,ALCANTARA,MANGA,MANGA,650.0,845.0,
ALCANTARA,PALANAS,ALCANTARA,PALANAS,PALANAS,351.25,494.0,
ALCANTARA,POBLACION,ALCANTARA,POBLACION,POBLACION,950.0,1500.0,
ALCANTARA,POLO,ALCANTARA,POLO,POLO,351.5,494.0,
ALCANTARA,SALAGMAYA,ALCANTARA,SALAGMAYA,SALAGMAYA,288.0,438.0,
ALCOY,ATABAY,ALCOY,ATABAY,ATABAY,687.5,,
ALCOY,DAAN LUNGSOD,ALCOY,DAANLUNGSOD,DAANLUNGSOD,550.0,,
ALCOY,GUIWANG,ALCOY,GUIWANG,GUIWANG,737.5,,
ALCOY,NUG-AS,ALCOY,NUGAS,NUGAS,267.5,,
ALCOY,PASOL,ALCOY,PASOL,PASOL,750.0,,
ALCOY,POBLACION,ALCOY,POBLACION,POBLACION,1550.0,2050.0,
ALCOY,PUGALO,ALCOY,PUGALO,PUGALO,812.5,,
ALCOY,SAN AGUSTIN,ALCOY,SANAGUSTIN,SANAGUSTIN,267.5,,
ALEGRIA,COMPOSTELA,ALEGRIA,COMPOSTELA,COMPOSTELA,800.0,,
ALEGRIA,GUADALUPE,ALEGRIA,GUADALUPE,GUADALUPE,800.0,,
ALEGRIA,LEGASPI,ALEGRIA,LEGASPI,LEGASPI,950.0,1300.0,
ALEGRIA,LEPANTO,ALEGRIA,LEPANTO,LEPANTO,800.0,,
ALEGRIA,MADRIDEJOS,ALEGRIA,MADRIDEJOS,MADRIDEJOS,1100.0,1500.0,
ALEGRIA,MONTPELLER,ALEGRIA,MONTPELLER,MONTPELLER,800.0,,
ALEGRIA,POBLACION,ALEGRIA,POBLACION,POBLACION,1150.0,1450.0,
ALEGRIA,STA. FILOMENA,ALEGRIA,STAFILOMENA,STAFILOMENA,850.0,1200.0,
ALEGRIA,VALENCIA,ALEGRIA,VALENCIA,VALENCIA,800.0,,
ALOGUINSAN,ANGILAN,ALOGUINSAN,ANGILAN,ANGILAN,590.0,,
ALOGUINSAN,BOJO/BOHO,ALOGUINSAN,BOJOBOHO,BOJOBOHO,600.0,,
ALOGUINSAN,BONBON,ALOGUINSAN,BONBON,BONBON,600.0,,
ALOGUINSAN,ESPERANZA,ALOGUINSAN,ESPERANZA,ESPERANZA,250.0,,
ALOGUINSAN,KANDINGAN,ALOGUINSAN,KANDINGAN,KANDINGAN,250.0,,
ALOGUINSAN,KANTABUGON,ALOGUINSAN,KANTABUGON,KANTABUGON,500.0,,
ALOGUINSAN,KAWASAN,ALOGUINSAN,KAWASAN,KAWASAN,500.0,,
ALOGUINSAN,OLANGO,ALOGUINSAN,OLANGO,OLANGO,500.0,,
ALOGUINSAN,POBLACION,ALOGUINSAN,POBLACION,POBLACION,760.0,1000.0,
ALOGUINSAN,PUNAY,ALOGUINSAN,PUNAY,PUNAY,250.0,,
ALOGUINSAN,ROSARIO/STO. ROSARIO,ALOGUINSAN,ROSARIOSTOROSARIO,ROSARIOSTOROSARIO,350.0,,
ALOGUINSAN,SACSAC,ALOGUINSAN,SACSAC,SACSAC,250.0,,
ALOGUINSAN,TAMPAAN,ALOGUINSAN,TAMPAAN,TAMPAAN,400.0,,
ALOGUINSAN,TOYOKON,ALOGUINSAN,TOYOKON,TOYOKON,250.0,,
ALOGUINSAN,ZARAGOSA,ALOGUINSAN,ZARAGOSA,ZARAGOSA,500.0,,
ARGAO,ALAMBIJOD,ARGAO,ALAMBIJOD,ALAMBIJOD,325.0,,
ARGAO,ANAJAO,ARGAO,ANAJAO,ANAJAO,350.0,,
ARGAO,APO,ARGAO,APO,APO,300.0,,
ARGAO,BALAAS,ARGAO,BALAAS,BALAAS,225.0,,
ARGAO,BALISONG,ARGAO,BALISONG,BALISONG,712.5,800.0,
ARGAO,BINLOD,ARGAO,BINLOD,BINLOD,950.0,1100.0,
ARGAO,BOGO,ARGAO,BOGO,BOGO,1000.0,1375.0,
ARGAO,BUG-OT,ARGAO,BUGOT,BUGOT,550.0,,
ARGAO,BULASA,ARGAO,BULASA,BULASA,1025.0,1500.0,
ARGAO,BUTONG,ARGAO,BUTONG,BUTONG,287.5,,
ARGAO,CALAGASAN,ARGAO,CALAGASAN,CALAGASAN,350.0,,
ARGAO,CANBANTUG,ARGAO,CANBANTUG,CANBANTUG,250.0,,
ARGAO,CANBANUA,ARGAO,CANBANUA,CANBANUA,1200.0,1500.0,
ARGAO,CANSUJE,ARGAO,CANSUJE,CANSUJE,350.0,,
ARGAO,CAPIO-AN,ARGAO,CAPIOAN,CAPIOAN,312.5,,
ARGAO,CASAY,ARGAO,CASAY,CASAY,1100.0,1412.5,
ARGAO,CATANG,ARGAO,CATANG,CATANG,400.0,,
ARGAO,COLAWIN,ARGAO,COLAWIN,COLAWIN,475.0,,
ARGAO,CONALUM,ARGAO,CONALUM,CONALUM,350.0,,
ARGAO,GUIWANON,ARGAO,GUIWANON,GUIWANON,1075.0,1250.0,
ARGAO,GUTLANG,ARGAO,GUTLANG,GUTLANG,375.0,,
ARGAO,JAMPANG,ARGAO,JAMPANG,JAMPANG,400.0,,
ARGAO,JOMGAO,ARGAO,JOMGAO,JOMGAO,475.0,,
ARGAO,LAMACAN,ARGAO,LAMACAN,LAMACAN,850.0,,
ARGAO,LANGTAD,ARGAO,LANGTAD,LANGTAD,1325.0,1450.0,
ARGAO,LANGUB,ARGAO,LANGUB,LANGUB,300.0,,
ARGAO,LAPAY,ARGAO,LAPAY,LAPAY,525.0,,
ARGAO,LENGIGON,ARGAO,LENGIGON,LENGIGON,500.0,,
ARGAO,LINUT-OD,ARGAO,LINUTOD,LINUTOD,325.0,,
ARGAO,MABASA,ARGAO,MABASA,MABASA,312.5,,
ARGAO,MANDILIKIT,ARGAO,MANDILIKIT,MANDILIKIT,300.0,,
ARGAO,MOMPELLER,ARGAO,MOMPELLER,MOMPELLER,250.0,350.0,
ARGAO,PANADTARAN,ARGAO,PANADTARAN,PANADTARAN,325.0,,
ARGAO,POBLACION,ARGAO,POBLACION,POBLACION,2400.0,3000.0,
ARGAO,SUA,ARGAO,SUA,SUA,300.0,,
ARGAO,SUMAGUAN,ARGAO,SUMAGUAN,SUMAGUAN,400.0,,
ARGAO,TABAYAG,ARGAO,TABAYAG,TABAYAG,400.0,,
ARGAO,TALAGA,ARGAO,TALAGA,TALAGA,1150.0,1500.0,
ARGAO,TALAYTAY,ARGAO,TALAYTAY,TALAYTAY,850.0,,
ARGAO,TALOOT,ARGAO,TALOOT,TALOOT,1200.0,1500.0,
ARGAO,TIGUIB,ARGAO,TIGUIB,TIGUIB,350.0,,
ARGAO,TULANG,ARGAO,TULANG,TULANG,312.5,,
ARGAO,TULIC,ARGAO,TULIC,TULIC,650.0,1500.0,
ARGAO,UBAUB,ARGAO,UBAUB,UBAUB,312.5,,
ARGAO,USMAD,ARGAO,USMAD,USMAD,325.0,,
ASTURIAS,AGBANGA,ASTURIAS,AGBANGA,AGBANGA,825.0,1500.0,
ASTURIAS,AGTUGOP,ASTURIAS,AGTUGOP,AGTUGOP,825.0,1500.0,
ASTURIAS,BAGO,ASTURIAS,BAGO,BAGO,825.0,1500.0,
ASTURIAS,BAIRAN,ASTURIAS,BAIRAN,BAIRAN,2250.0,3500.0,
ASTURIAS,BANBAN,ASTURIAS,BANBAN,BANBAN,2250.0,3500.0,
ASTURIAS,BAYE,ASTURIAS,BAYE,BAYE,2250.0,3500.0,
ASTURIAS,BOG-O,ASTURIAS,BOGO,BOGO,2250.0,3500.0,
ASTURIAS,KALUANGAN,ASTURIAS,KALUANGAN,KALUANGAN,2250.0,3500.0,
ASTURIAS,LANAO,ASTURIAS,LANAO,LANAO,1625.0,3500.0,
ASTURIAS,LANGUB,ASTURIAS,LANGUB,LANGUB,1750.0,3500.0,
ASTURIAS,LOOC NORTE,ASTURIAS,LOOCNORTE,LOOCNORTE,2250.0,3500.0,
ASTURIAS,LUNAS,ASTURIAS,LUNAS,LUNAS,825.0,1500.0,
ASTURIAS,MAGCALAPE,ASTURIAS,MAGCALAPE,MAGCALAPE,2250.0,3500.0,
ASTURIAS,MANGUIAO,ASTURIAS,MANGUIAO,MANGUIAO,825.0,1500.0,
ASTURIAS,NEW BAGO,ASTURIAS,NEWBAGO,NEWBAGO,1100.0,1750.0,
ASTURIAS,OWAK,ASTURIAS,OWAK,OWAK,2750.0,3500.0,
ASTURIAS,POBLACION,ASTURIAS,POBLACION,POBLACION,2250.0,3500.0,
ASTURIAS,SAKSAK,ASTURIAS,SAKSAK,SAKSAK,2250.0,3500.0,
ASTURIAS,SAN ISIDRO,ASTURIAS,SANISIDRO,SANISIDRO,825.0,1500.0,
ASTURIAS,SAN ROQUE,ASTURIAS,SANROQUE,SANROQUE,2250.0,3500.0,
ASTURIAS,SANTA LUCIA,ASTURIAS,SANTALUCIA,SANTALUCIA,2250.0,3500.0,
ASTURIAS,SANTA RITA,ASTURIAS,SANTARITA,SANTARITA,2250.0,3500.0,
ASTURIAS,TAG-AMAKAN,ASTURIAS,TAGAMAKAN,TAGAMAKAN,2250.0,3500.0,
ASTURIAS,TAGBUBONGA,ASTURIAS,TAGBUBONGA,TAGBUBONGA,2250.0,3500.0,
ASTURIAS,TUBIGAGMANOK,ASTURIAS,TUBIGAGMANOK,TUBIGAGMANOK,2750.0,3500.0,
ASTURIAS,TUBOD,ASTURIAS,TUBOD,TUBOD,825.0,1500.0,
ASTURIAS,UBOGON,ASTURIAS,UBOGON,UBOGON,825.0,1500.0,
BADIAN,*ALAWIJAO,BADIAN,ALAWIJAO,ALAWIJAO,77.5,,
BADIAN,BALHAAN,BADIAN,BALHAAN,BALHAAN,425.0,,
BADIAN,BANHIGAN,BADIAN,BANHIGAN,BANHIGAN,375.0,450.0,
BADIAN,BASAK,BADIAN,BASAK,BASAK,135.0,,
BADIAN,BASIAO,BADIAN,BASIAO,BASIAO,107.5,,
BADIAN,BATO,BADIAN,BATO,BATO,330.0,,
BADIAN,BUGAS,BADIAN,BUGAS,BUGAS,330.0,400.0,
BADIAN,CALANGCANG,BADIAN,CALANGCANG,CALANGCANG,175.0,,
BADIAN,CANDIIS,BADIAN,CANDIIS,CANDIIS,65.0,,
BADIAN,DAGATAN,BADIAN,DAGATAN,DAGATAN,240.0,,
BADIAN,DOBDOB,BADIAN,DOBDOB,DOBDOB,240.0,,
BADIAN,GINABLAN,BADIAN,GINABLAN,GINABLAN,150.0,350.0,
BADIAN,LAMBUG,BADIAN,LAMBUG,LAMBUG,330.0,400.0,
BADIAN,MALABAGO,BADIAN,MALABAGO,MALABAGO,300.0,400.0,
BADIAN,MALHIAO,BADIAN,MALHIAO,MALHIAO,300.0,400.0,
BADIAN,MANDUYONG,BADIAN,MANDUYONG,MANDUYONG,300.0,400.0,
BADIAN,MATUTINAO,BADIAN,MATUTINAO,MATUTINAO,330.0,750.0,
BADIAN,PATONG,BADIAN,PATONG,PATONG,60.0,,
BADIAN,POBLACION,BADIAN,POBLACION,POBLACION,1200.0,1350.0,
BADIAN,SANLAGAN,BADIAN,SANLAGAN,SANLAGAN,120.0,,
BADIAN,SANTICON,BADIAN,SANTICON,SANTICON,120.0,,
BADIAN,SOHOTON,BADIAN,SOHOTON,SOHOTON,120.0,,
BADIAN,SULSOGAN,BADIAN,SULSOGAN,SULSOGAN,120.0,,
BADIAN,TALAYONG,BADIAN,TALAYONG,TALAYONG,182.5,,
BADIAN,TAYTAY,BADIAN,TAYTAY,TAYTAY,275.0,750.0,
BADIAN,TIGBAO,BADIAN,TIGBAO,TIGBAO,120.0,,
BADIAN,*TIGUIB,BADIAN,TIGUIB,TIGUIB,122.5,,
BADIAN,TUBOD,BADIAN,TUBOD,TUBOD,200.0,400.0,
BADIAN,ZARAGOSA,BADIAN,ZARAGOSA,ZARAGOSA,700.0,950.0,
BALAMBAN,ABUCAYAN,BALAMBAN,ABUCAYAN,ABUCAYAN,2250.0,1500.0,
BALAMBAN,ALIWANAY,BALAMBAN,ALIWANAY,ALIWANAY,2500.0,4000.0,
BALAMBAN,ARPILI,BALAMBAN,ARPILI,ARPILI,1000.0,1500.0,
BALAMBAN,BALIWAGAN,BALAMBAN,BALIWAGAN,BALIWAGAN,2500.0,4000.0,
BALAMBAN,BAYONG,BALAMBAN,BAYONG,BAYONG,1000.0,1500.0,
BALAMBAN,BIASONG,BALAMBAN,BIASONG,BIASONG,2500.0,4000.0,
BALAMBAN,BUANOY,BALAMBAN,BUANOY,BUANOY,2500.0,4000.0,
BALAMBAN,CABAGDALANG,BALAMBAN,CABAGDALANG,CABAGDALANG,1000.0,1500.0,
BALAMBAN,CABASIANGAN,BALAMBAN,CABASIANGAN,CABASIANGAN,1000.0,1500.0,
BALAMBAN,CAMBUHAWE,BALAMBAN,CAMBUHAWE,CAMBUHAWE,1000.0,1500.0,
BALAMBAN,CANSOMOROY,BALAMBAN,CANSOMOROY,CANSOMOROY,2250.0,1500.0,
BALAMBAN,CANTIBAS,BALAMBAN,CANTIBAS,CANTIBAS,1000.0,1500.0,
BALAMBAN,CANTUCO / CANTUOD*,BALAMBAN,CANTUCOCANTUOD,CANTUCOCANTUOD,1000.0,1500.0,
BALAMBAN,DUANGAN,BALAMBAN,DUANGAN,DUANGAN,1000.0,1500.0,
BALAMBAN,GA-AS,BALAMBAN,GAAS,GAAS,1000.0,1500.0,
BALAMBAN,GINATILAN,BALAMBAN,GINATILAN,GINATILAN,1000.0,1500.0,
BALAMBAN,HINGATMONAN,BALAMBAN,HINGATMONAN,HINGATMONAN,1000.0,1500.0,
BALAMBAN,LAMESA,BALAMBAN,LAMESA,LAMESA,1000.0,1500.0,
BALAMBAN,LIKI,BALAMBAN,LIKI,LIKI,1000.0,1500.0,
BALAMBAN,LUCA,BALAMBAN,LUCA,LUCA,1000.0,1500.0,
BALAMBAN,MATUN-OG,BALAMBAN,MATUNOG,MATUNOG,1000.0,1500.0,
BALAMBAN,NANGKA,BALAMBAN,NANGKA,NANGKA,2500.0,4000.0,
BALAMBAN,PONDOL,BALAMBAN,PONDOL,PONDOL,1000.0,1500.0,
BALAMBAN,PRENZA,BALAMBAN,PRENZA,PRENZA,2500.0,4000.0,
BALAMBAN,SINGSING,BALAMBAN,SINGSING,SINGSING,1000.0,1500.0,
BALAMBAN,STA.CRUZ - STO. NIÑO,BALAMBAN,STACRUZSTONINO,STACRUZSTONINO,2500.0,4000.0,
BALAMBAN,VITO,BALAMBAN,VITO,VITO,1000.0,1500.0,
BANTAYAN,ATOP-ATOP,BANTAYAN,ATOPATOP,ATOPATOP,450.0,500.0,
BANTAYAN,BAIGAD,BANTAYAN,BAIGAD,BAIGAD,450.0,500.0,
BANTAYAN,BANTIGUE,BANTAYAN,BANTIGUE,BANTIGUE,450.0,500.0,
BANTAYAN,BAOD,BANTAYAN,BAOD,BAOD,450.0,500.0,
BANTAYAN,BINAOBAO,BANTAYAN,BINAOBAO,BINAOBAO,500.0,650.0,
BANTAYAN,BOTIGUES,BANTAYAN,BOTIGUES,BOTIGUES,200.0,300.0,
BANTAYAN,DOONG,BANTAYAN,DOONG,DOONG,200.0,300.0,
BANTAYAN,GUIWANON,BANTAYAN,GUIWANON,GUIWANON,400.0,450.0,
BANTAYAN,HILOTONGAN,BANTAYAN,HILOTONGAN,HILOTONGAN,200.0,300.0,
BANTAYAN,KABAC,BANTAYAN,KABAC,KABAC,400.0,450.0,
BANTAYAN,KABANGBANG,BANTAYAN,KABANGBANG,KABANGBANG,300.0,400.0,
BANTAYAN,KAMPINGANON,BANTAYAN,KAMPINGANON,KAMPINGANON,300.0,400.0,
BANTAYAN,KANGKAIBE,BANTAYAN,KANGKAIBE,KANGKAIBE,300.0,400.0,
BANTAYAN,LIPAYRAN,BANTAYAN,LIPAYRAN,LIPAYRAN,200.0,300.0,
BANTAYAN,LUYONGBAYBAY,BANTAYAN,LUYONGBAYBAY,LUYONGBAYBAY,200.0,300.0,
BANTAYAN,MOJON,BANTAYAN,MOJON,MOJON,300.0,400.0,
BANTAYAN,OBO-OB,BANTAYAN,OBOOB,OBOOB,400.0,450.0,
BANTAYAN,PATAO,BANTAYAN,PATAO,PATAO,400.0,450.0,
BANTAYAN,POBLACION,BANTAYAN,POBLACION,POBLACION,700.0,1100.0,
BANTAYAN,PUTIAN,BANTAYAN,PUTIAN,PUTIAN,400.0,450.0,
BANTAYAN,SILLON,BANTAYAN,SILLON,SILLON,400.0,450.0,
BANTAYAN,SUBA,BANTAYAN,SUBA,SUBA,350.0,450.0,
BANTAYAN,SULANGAN,BANTAYAN,SULANGAN,SULANGAN,400.0,450.0,
BANTAYAN,SUNGKO,BANTAYAN,SUNGKO,SUNGKO,400.0,450.0,
BANTAYAN,TAMIAO,BANTAYAN,TAMIAO,TAMIAO,400.0,450.0,
BANTAYAN,TICAD,BANTAYAN,TICAD,TICAD,500.0,650.0,
BARILI,AZUCENA,BARILI,AZUCENA,AZUCENA,750.0,,
BARILI,BAGAKAY,BARILI,BAGAKAY,BAGAKAY,240.0,,
BARILI,BALAO,BARILI,BALAO,BALAO,500.0,,
BARILI,BOLOC-BOLOC,BARILI,BOLOCBOLOC,BOLOCBOLOC,650.0,,
BARILI,BUDBUD,BARILI,BUDBUD,BUDBUD,375.0,,
BARILI,BUGTONG KAWAYAN,BARILI,BUGTONGKAWAYAN,BUGTONGKAWAYAN,187.5,,
BARILI,CABCABAN,BARILI,CABCABAN,CABCABAN,350.0,,
BARILI,CAGAY,BARILI,CAGAY,CAGAY,325.0,,
BARILI,CAMPANGA,BARILI,CAMPANGA,CAMPANGA,1000.0,,
BARILI,CANDUGAY,BARILI,CANDUGAY,CANDUGAY,400.0,,
BARILI,DAKIT,BARILI,DAKIT,DAKIT,850.0,,
BARILI,GILOCTOG,BARILI,GILOCTOG,GILOCTOG,700.0,,
BARILI,GUIBUANGAN,BARILI,GUIBUANGAN,GUIBUANGAN,800.0,,
BARILI,GUIWANON,BARILI,GUIWANON,GUIWANON,500.0,,
BARILI,GUNTING,BARILI,GUNTING,GUNTING,400.0,,
BARILI,HILASGASAN,BARILI,HILASGASAN,HILASGASAN,450.0,,
BARILI,JAPITAN,BARILI,JAPITAN,JAPITAN,750.0,,
BARILI,KALUBIHAN,BARILI,KALUBIHAN,KALUBIHAN,500.0,,
BARILI,KANDAMPAS,BARILI,KANDAMPAS,KANDAMPAS,187.5,,
BARILI,LUHOD,BARILI,LUHOD,LUHOD,187.5,,
BARILI,LUPO,BARILI,LUPO,LUPO,187.5,,
BARILI,LUYO,BARILI,LUYO,LUYO,187.5,,
BARILI,MAGHANOY,BARILI,MAGHANOY,MAGHANOY,400.0,,
BARILI,MAIGANG,BARILI,MAIGANG,MAIGANG,400.0,,
BARILI,MALOLOS,BARILI,MALOLOS,MALOLOS,650.0,,
BARILI,MANTALONGON,BARILI,MANTALONGON,MANTALONGON,800.0,2000.0,
BARILI,MANTUPAYAN,BARILI,MANTUPAYAN,MANTUPAYAN,190.0,,
BARILI,MAYANA,BARILI,MAYANA,MAYANA,200.0,,
BARILI,MINOLOS,BARILI,MINOLOS,MINOLOS,750.0,,
BARILI,NABUNTURAN,BARILI,NABUNTURAN,NABUNTURAN,200.0,,
BARILI,NASIPIT,BARILI,NASIPIT,NASIPIT,250.0,,
BARILI,PANCIL,BARILI,PANCIL,PANCIL,175.0,,
BARILI,PANGPANG,BARILI,PANGPANG,PANGPANG,175.0,,
BARILI,PARIL,BARILI,PARIL,PARIL,250.0,,
BARILI,PATUPAT,BARILI,PATUPAT,PATUPAT,650.0,,
BARILI,POBLACION,BARILI,POBLACION,POBLACION,3000.0,4000.0,
BARILI,SAN RAFAEL,BARILI,SANRAFAEL,SANRAFAEL,500.0,,
BARILI,SANTA ANA,BARILI,SANTAANA,SANTAANA,500.0,,
BARILI,SAYAW,BARILI,SAYAW,SAYAW,500.0,,
BARILI,TAL-OT,BARILI,TALOT,TALOT,650.0,,
BARILI,TUBOD,BARILI,TUBOD,TUBOD,750.0,,
BARILI,VITO,BARILI,VITO,VITO,500.0,,
BOGO CITY,ANONANG NORTE,BOGO CITY,ANONANGNORTE,ANONANGNORTE,2125.0,2750.0,
BOGO CITY,ANONANG SUR,BOGO CITY,ANONANGSUR,ANONANGSUR,2125.0,2750.0,
BOGO CITY,BANBAN,BOGO CITY,BANBAN,BANBAN,2125.0,2750.0,
BOGO CITY,BINABAG,BOGO CITY,BINABAG,BINABAG,2125.0,2750.0,
BOGO CITY,BUNGTOD,BOGO CITY,BUNGTOD,BUNGTOD,4000.0,5000.0,
BOGO CITY,CARBON,BOGO CITY,CARBON,CARBON,4000.0,5000.0,
BOGO CITY,CAYANG,BOGO CITY,CAYANG,CAYANG,2125.0,2750.0,
BOGO CITY,COGON,BOGO CITY,COGON,COGON,4000.0,5000.0,
BOGO CITY,DAKIT,BOGO CITY,DAKIT,DAKIT,2125.0,2750.0,
BOGO CITY,DON PEDRO RODRIGUEZ,BOGO CITY,DONPEDRORODRIGUEZ,DONPEDRORODRIGUEZ,2125.0,2750.0,
BOGO CITY,GAIRAN,BOGO CITY,GAIRAN,GAIRAN,3000.0,4000.0,
BOGO CITY,GUADALUPE,BOGO CITY,GUADALUPE,GUADALUPE,2125.0,2750.0,
BOGO CITY,LA PAZ,BOGO CITY,LAPAZ,LAPAZ,2125.0,2750.0,
BOGO CITY,LA PURISIMA,BOGO CITY,LAPURISIMA,LAPURISIMA,4000.0,5000.0,
BOGO CITY,LIBERTAD,BOGO CITY,LIBERTAD,LIBERTAD,2125.0,2750.0,
BOGO CITY,LOURDES,BOGO CITY,LOURDES,LOURDES,4000.0,5000.0,
BOGO CITY,MALINGIN,BOGO CITY,MALINGIN,MALINGIN,2125.0,2750.0,
BOGO CITY,MARANGOG,BOGO CITY,MARANGOG,MARANGOG,2125.0,2750.0,
BOGO CITY,NAILON,BOGO CITY,NAILON,NAILON,2125.0,2750.0,
BOGO CITY,ODLOT,BOGO CITY,ODLOT,ODLOT,2125.0,2750.0,
BOGO CITY,PANDAN,BOGO CITY,PANDAN,PANDAN,4000.0,5000.0,
BOGO CITY,POLAMBATO,BOGO CITY,POLAMBATO,POLAMBATO,2125.0,2750.0,
BOGO CITY,SAMBAG,BOGO CITY,SAMBAG,SAMBAG,4000.0,5000.0,
BOGO CITY,SAN VICENTE,BOGO CITY,SANVICENTE,SANVICENTE,4000.0,5000.0,
BOGO CITY,SIOCON,BOGO CITY,SIOCON,SIOCON,2625.0,3900.0,
BOGO CITY,STO. NIÑO,BOGO CITY,STONINO,STONINO,3500.0,5000.0,
BOGO CITY,STO. ROSARIO,BOGO CITY,STOROSARIO,STOROSARIO,4000.0,5000.0,
BOGO CITY,SUDLONON,BOGO CITY,SUDLONON,SUDLONON,4000.0,5000.0,
BOGO CITY,TAYTAYAN,BOGO CITY,TAYTAYAN,TAYTAYAN,4500.0,5250.0,
BOLJOON,ARBOR,BOLJOON,ARBOR,ARBOR,700.0,,
BOLJOON,BACLAYAN,BOLJOON,BACLAYAN,BACLAYAN,800.0,,
BOLJOON,EL PARDO,BOLJOON,ELPARDO,ELPARDO,800.0,,
BOLJOON,LOWER BECERIL,BOLJOON,LOWERBECERIL,LOWERBECERIL,400.0,,
BOLJOON,LUNOP,BOLJOON,LUNOP,LUNOP,100.0,,
BOLJOON,NANGKA,BOLJOON,NANGKA,NANGKA,115.0,,
BOLJOON,POBLACION,BOLJOON,POBLACION,POBLACION,600.0,800.0,
BOLJOON,SAN ANTONIO,BOLJOON,SANANTONIO,SANANTONIO,100.0,,
BOLJOON,UPPER BECERRIL,BOLJOON,UPPERBECERRIL,UPPERBECERRIL,70.0,,
BOLJOON CEBU,NORTH GRANADA,BOLJOON CEBU,NORTHGRANADA,NORTHGRANADA,800.0,,
BOLJOON CEBU,SOUTH GRANADA,BOLJOON CEBU,SOUTHGRANADA,SOUTHGRANADA,800.0,,
BORBON,BAGACAY,BORBON,BAGACAY,BAGACAY,987.5,,
BORBON,BILI,BORBON,BILI,BILI,987.5,,
BORBON,BINGAY,BORBON,BINGAY,BINGAY,987.5,,
BORBON,BONGDO,BORBON,BONGDO,BONGDO,987.5,,
BORBON,BONGDO GUA,BORBON,BONGDOGUA,BONGDOGUA,987.5,,
BORBON,CADAPUHAN,BORBON,CADAPUHAN,CADAPUHAN,987.5,,
BORBON,CAJEL,BORBON,CAJEL,CAJEL,987.5,,
BORBON,CAMPUSONG,BORBON,CAMPUSONG,CAMPUSONG,987.5,,
BORBON,CLAVERIA,BORBON,CLAVERIA,CLAVERIA,987.5,,
BORBON,DON PEDRO ANTIGUA,BORBON,DONPEDROANTIGUA,DONPEDROANTIGUA,987.5,,
BORBON,LAAW,BORBON,LAAW,LAAW,987.5,,
BORBON,LUGO,BORBON,LUGO,LUGO,987.5,,
BORBON,MANAGASE,BORBON,MANAGASE,MANAGASE,987.5,,
BORBON,MANGUBAT,BORBON,MANGUBAT,MANGUBAT,987.5,,
BORBON,PEDRO BANDALA,BORBON,PEDROBANDALA,PEDROBANDALA,987.5,,
BORBON,POBLACION,BORBON,POBLACION,POBLACION,987.5,1750.0,
BORBON,SAGAY,BORBON,SAGAY,SAGAY,987.5,,
BORBON,SAN JOSE,BORBON,SANJOSE,SANJOSE,987.5,,
BORBON,TABUNAN,BORBON,TABUNAN,TABUNAN,987.5,,
BORBON,TAGNUCAN,BORBON,TAGNUCAN,TAGNUCAN,987.5,,
CARCAR CITY,BOLINAWAN,CARCAR CITY,BOLINAWAN,BOLINAWAN,4000.0,7500.0,
CARCAR CITY,BUENAVISTA,CARCAR CITY,BUENAVISTA,BUENAVISTA,1500.0,,
CARCAR CITY,CALIDNGAN,CARCAR CITY,CALIDNGAN,CALIDNGAN,1100.0,1500.0,
CARCAR CITY,CAN-ASUJAN,CARCAR CITY,CANASUJAN,CANASUJAN,4000.0,2000.0,
CARCAR CITY,GUADALUPE,CARCAR CITY,GUADALUPE,GUADALUPE,1950.0,3700.0,
CARCAR CITY,LIBURON,CARCAR CITY,LIBURON,LIBURON,1950.0,,
CARCAR CITY,NAPO,CARCAR CITY,NAPO,NAPO,1500.0,2000.0,
CARCAR CITY,OCAÑA,CARCAR CITY,OCANA,OCANA,3000.0,8000.0,
CARCAR CITY,PERRELOS,CARCAR CITY,PERRELOS,PERRELOS,2700.0,10000.0,
CARCAR CITY,POBLACION I,CARCAR CITY,POBLACIONI,POBLACIONI,10500.0,15000.0,
CARCAR CITY,POBLACION II,CARCAR CITY,POBLACIONII,POBLACIONII,9000.0,16000.0,
CARCAR CITY,POBLACION III,CARCAR CITY,POBLACIONIII,POBLACIONIII,7500.0,15000.0,
CARCAR CITY,TUYOM,CARCAR CITY,TUYOM,TUYOM,2600.0,,
CARCAR CITY,VALENCIA,CARCAR CITY,VALENCIA,VALENCIA,1200.0,3000.0,
CARCAR CITY,VALLADOLID,CARCAR CITY,VALLADOLID,VALLADOLID,6000.0,10700.0,
CARMEN,BARING,CARMEN,BARING,BARING,1675.0,2900.0,
CARMEN,CANTIPAY,CARMEN,CANTIPAY,CANTIPAY,1675.0,2900.0,
CARMEN,CANTUCONG,CARMEN,CANTUCONG,CANTUCONG,1675.0,2900.0,
CARMEN,CANTUMAG,CARMEN,CANTUMAG,CANTUMAG,1675.0,2900.0,
