city,barangay,city_norm,barangay_norm,barangay_slug,bir_zonal_rr_median,bir_zonal_cr_median,bir_zonal_rc_median
TUBURAN,BAKYAWAN,TUBURAN,BAKYAWAN,BAKYAWAN,2025.0,,
TUBURAN,BANGKITO,TUBURAN,BANGKITO,BANGKITO,2025.0,,
TUBURAN,BULWANG,TUBURAN,BULWANG,BULWANG,2025.0,,
TUBURAN,CARIDAD,TUBURAN,CARIDAD,CARIDAD,2025.0,,
TUBURAN,CARMELO,TUBURAN,CARMELO,CARMELO,2025.0,,
TUBURAN,COGON,TUBURAN,COGON,COGON,2025.0,,
TUBURAN,COLONIA,TUBURAN,COLONIA,COLONIA,2025.0,,
TUBURAN,DAAN LUNGSOD,TUBURAN,DAANLUNGSOD,DAANLUNGSOD,2025.0,,
TUBURAN,FORTALIZA,TUBURAN,FORTALIZA,FORTALIZA,2025.0,,
TUBURAN,GA-ANG,TUBURAN,GAANG,GAANG,2025.0,,
TUBURAN,GIMAMA-A,TUBURAN,GIMAMAA,GIMAMAA,2025.0,,
TUBURAN,JAGBUAYA,TUBURAN,JAGBUAYA,JAGBUAYA,2025.0,,
TUBURAN,KABANGKALAN,TUBURAN,KABANGKALAN,KABANGKALAN,2025.0,,
TUBURAN,KABKABAN,TUBURAN,KABKABAN,KABKABAN,2025.0,,
TUBURAN,KALANGAHAN,TUBURAN,KALANGAHAN,KALANGAHAN,2025.0,,
TUBURAN,KALUNSING,TUBURAN,KALUNSING,KALUNSING,2025.0,,
TUBURAN,KAMANSI,TUBURAN,KAMANSI,KAMANSI,2025.0,,
TUBURAN,KAMPOOT,TUBURAN,KAMPOOT,KAMPOOT,2025.0,,
TUBURAN,KAN-AN,TUBURAN,KANAN,KANAN,2025.0,,
TUBURAN,KANSI,TUBURAN,KANSI,KANSI,2025.0,,
TUBURAN,KAORASAN,TUBURAN,KAORASAN,KAORASAN,2025.0,,
TUBURAN,LIBO,TUBURAN,LIBO,LIBO,2025.0,,
TUBURAN,LUSONG,TUBURAN,LUSONG,LUSONG,2025.0,,
TUBURAN,MACUPA,TUBURAN,MACUPA,MACUPA,2025.0,,
TUBURAN,MAG-ALWA,TUBURAN,MAGALWA,MAGALWA,2025.0,,
TUBURAN,MAG-ANTOY,TUBURAN,MAGANTOY,MAGANTOY,2025.0,,
TUBURAN,MAG-ATUBANG,TUBURAN,MAGATUBANG,MAGATUBANG,2025.0,,
TUBURAN,MAGHAN-AY,TUBURAN,MAGHANAY,MAGHANAY,2025.0,,
TUBURAN,MANGGA,TUBURAN,MANGGA,MANGGA,2025.0,,
TUBURAN,MARMOL,TUBURAN,MARMOL,MARMOL,2025.0,,
TUBURAN,MOLOBOLO,TUBURAN,MOLOBOLO,MOLOBOLO,2025.0,,
TUBURAN,MONTEALEGRE,TUBURAN,MONTEALEGRE,MONTEALEGRE,2025.0,,
TUBURAN,PUTAT,TUBURAN,PUTAT,PUTAT,2025.0,,
TUBURAN,SANDAYONG,TUBURAN,SANDAYONG,SANDAYONG,2025.0,,
TUBURAN,SAN JUAN,TUBURAN,SANJUAN,SANJUAN,2025.0,,
TUBURAN,SIOTES,TUBURAN,SIOTES,SIOTES,2025.0,,
TUBURAN,STO. NIÑO,TUBURAN,STONINO,STONINO,2025.0,,
TUBURAN,SUMON,TUBURAN,SUMON,SUMON,2025.0,,
TUBURAN,TOMINJAO,TUBURAN,TOMINJAO,TOMINJAO,2025.0,,
TUBURAN,TOMUGPA,TUBURAN,TOMUGPA,TOMUGPA,2025.0,,
TUDELA,SANTANDER,TUDELA,SANTANDER,SANTANDER,875.0,1550.0,
TUDELA,VILLAHERMOSA,TUDELA,VILLAHERMOSA,VILLAHERMOSA,987.5,1500.0,
