rdo,city_municipality,barangay,street_subdivision,vicinity,classification,zonal_value
80,MANDAUE CITY,CANDUMAN,ARCADIO BORBAJO ST.,INTERIOR,RR,3680.0
80,MANDAUE CITY,CANDUMAN,ARCADIO BORBAJO EXT.,STREET CROSSING PARISH CHURCH,CR,17640.0
80,MANDAUE CITY,CANDUMAN,ARCADIO BORBAJO EXT.,,RR,11130.0
80,MANDAUE CITY,CANDUMAN,ARCADIO BORBAJO EXT.,,I,17850.0
80,MANDAUE CITY,CANDUMAN,ARCADIO BORBAJO EXT.,,GP,5040.0
80,MANDAUE CITY,CANDUMAN,ARCADIO BORBAJO EXT.,INTERIOR,RR,3680.0
80,MANDAUE CITY,CANDUMAN,GERVACIO SENO ST.,H. ABELLANA TO TAWASON,CR,14390.0
80,MANDAUE CITY,CANDUMAN,GERVACIO SENO ST.,,RR,8090.0
80,MANDAUE CITY,CANDUMAN,GERVACIO SENO ST.,,I,12390.0
80,MANDAUE CITY,CANDUMAN,GERVACIO SENO ST.,,RR,3780.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL ST.,H. ABELLANA ST. TO CANDUMAN  ELEMENTARY SCHOOL,CR,14910.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL ST.,,RR,10080.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL ST.,,I,13970.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL ST.,,GP,5250.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL ST.,INTERIOR,RR,3780.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL EXTENSION,CAMINO VICINAL;  H. ABELLANA ST.  TO DON SERGIO SUICO ST.,CR,14600.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL EXTENSION,,RR,9770.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL EXTENSION,,I,13650.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL EXTENSION,,RR,3780.0
80,MANDAUE CITY,CANDUMAN,JACINTO MAYOL EXTENSION,INTERIOR,GP,5250.0
80,MANDAUE CITY,CANDUMAN,PEDRO SANCHEZ ST.,DON SERGIO SUICO ST. CROSSING  PAGSABUNGAN-TINGUB,CR,15750.0
80,MANDAUE CITY,CANDUMAN,PEDRO SANCHEZ ST.,,RR,13020.0
80,MANDAUE CITY,CANDUMAN,PEDRO SANCHEZ ST.,,I,20480.0
80,MANDAUE CITY,CANDUMAN,PEDRO SANCHEZ ST.,,GP,5250.0
80,MANDAUE CITY,CANDUMAN,PEDRO SANCHEZ ST.,INTERIOR,RR,8720.0
80,MANDAUE CITY,CANDUMAN,DON SERGIO SUICO ST.,H. ABELLANA TO BUTUANON RIVER,CR,15960.0
80,MANDAUE CITY,CANDUMAN,DON SERGIO SUICO ST.,,RR,13340.0
80,MANDAUE CITY,CANDUMAN,DON SERGIO SUICO ST.,,I,17640.0
80,MANDAUE CITY,CANDUMAN,DON SERGIO SUICO ST.,INTERIOR,RR,3680.0
80,MANDAUE CITY,CANDUMAN,V. VEGA ST.,H. ABELLANA ST. TO BOUNDARY   OF BRGY. CUBACUB,CR,8400.0
80,MANDAUE CITY,CANDUMAN,V. VEGA ST.,,RR,6300.0
80,MANDAUE CITY,CANDUMAN,V. VEGA ST.,,I,7350.0
80,MANDAUE CITY,CANDUMAN,V. VEGA ST.,INTERIOR,RR,3680.0
80,MANDAUE CITY,CANDUMAN,ALIVIO ST.,JACINTO MAYOL ST. TO V. VEGA ST.,CR,7880.0
80,MANDAUE CITY,CANDUMAN,ALIVIO ST.,,RR,5780.0
80,MANDAUE CITY,CANDUMAN,ALIVIO ST.,,I,6300.0
80,MANDAUE CITY,CANDUMAN,ALIVIO ST.,INTERIOR,RR,4730.0
80,MANDAUE CITY,CANDUMAN,CANDUMAN RESETTLEMENT,,RR,7460.0
80,MANDAUE CITY,CANDUMAN,CHARLES PEAK SUBDIVISION,,RR,13340.0
80,MANDAUE CITY,CANDUMAN,CODINERA SUBDIVISION,,RR,8400.0
80,MANDAUE CITY,CANDUMAN,COUNTRY VILLE SUBDIVISION,,RR,10500.0
80,MANDAUE CITY,CANDUMAN,MAHOGANY GROOVE SUBDIVISION,,RR,15750.0
80,MANDAUE CITY,CANDUMAN,FLORENTINA TOWNHOUSES,,RR,11550.0
80,MANDAUE CITY,CANDUMAN,NORTHWOODS RESIDENCES,,RR,43370.0
80,MANDAUE CITY,CANDUMAN,UNA SPAZIO APARTMENT,,RR,17960.0
80,MANDAUE CITY,CANDUMAN,88 CANDUMAN PLACE SUBDIVISION,,RR,17960.0
80,MANDAUE CITY,CANDUMAN,NORTHFIELD RESIDENCES,,RR,20160.0
80,MANDAUE CITY,CANDUMAN,"77 LIVING SPACE, INC.",,RR,18900.0
80,MANDAUE CITY,CANDUMAN,ALMIYA SUBDIVISION,,RR,29090.0
80,MANDAUE CITY,CANDUMAN,J. NITTON SUBDIVISION,,RR,21000.0
80,MANDAUE CITY,CANDUMAN (continuation),EAGLE'S NEST CONDOMINIUM,,CC,117080.0
80,MANDAUE CITY,CANDUMAN (continuation),EAGLE'S NEST CONDOMINIUM,,RC,100490.0
80,MANDAUE CITY,CANDUMAN (continuation),EAGLE'S NEST CONDOMINIUM,,PS,32550.0
80,MANDAUE CITY,CANDUMAN (continuation),ALL OTHER CONDOMINIUMS,,CC,89250.0
80,MANDAUE CITY,CANDUMAN (continuation),ALL OTHER CONDOMINIUMS,,RC,74340.0
80,MANDAUE CITY,CANDUMAN (continuation),ALL OTHER CONDOMINIUMS,,PS,24780.0
80,MANDAUE CITY,CASILI,V. VEGA ST.,CASILI-KAPASANAN (UPPER CASILI ROAD),CR,6550.0
80,MANDAUE CITY,CASILI,V. VEGA ST.,,RR,4325.0
80,MANDAUE CITY,CASILI,V. VEGA ST.,,I,5650.0
80,MANDAUE CITY,CASILI,V. VEGA ST.,CUBACUB-CASILI ROAD (LOWER CASILI),CR,6300.0
80,MANDAUE CITY,CASILI,V. VEGA ST.,,RR,4200.0
80,MANDAUE CITY,CASILI,V. VEGA ST.,,I,5500.0
80,MANDAUE CITY,CASILI,V. VEGA ST.,,GP,4975.0
80,MANDAUE CITY,CASILI,V. VEGA ST.,INTERIOR,RR,3780.0
80,MANDAUE CITY,CASILI,D. L. BIHAG ST. (SITIO CASILI),,CR,6300.0
80,MANDAUE CITY,CASILI,D. L. BIHAG ST. (SITIO CASILI),V. VEGA ST TO BOUNDARY OF CONSOLACION,RR,4200.0
80,MANDAUE CITY,CASILI,D. L. BIHAG ST. (SITIO CASILI),,I,5350.0
80,MANDAUE CITY,CASILI,D. L. BIHAG ST. (SITIO CASILI),,GP,4725.0
80,MANDAUE CITY,CASILI,D. L. BIHAG ST. (SITIO CASILI),INTERIOR,RR,3750.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,,CR,6580.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,,RR,4150.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,,I,5650.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,,GP,4200.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,INTERIOR,RR,3675.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,ROAD TO DECA,CR,6550.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,,RR,4025.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,,I,5525.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,,GP,4200.0
80,MANDAUE CITY,CASILI,TAWASON-CASILI ROAD,INTERIOR,RR,3675.0
80,MANDAUE CITY,CASILI,ALL OTHER STREETS,,CR,5250.0
80,MANDAUE CITY,CASILI,ALL OTHER STREETS,,RR,3675.0
80,MANDAUE CITY,CASILI,ALL OTHER STREETS,,I,4200.0
80,MANDAUE CITY,CASILI,ALL OTHER STREETS,INTERIOR,RR,3150.0
80,MANDAUE CITY,CASILI,CASILI SUBDIVISION,,RR,12600.0
80,MANDAUE CITY,CASILI,VISTA MONTANA (STA. LUCIA),CLASSIFICATION A - SUPREME,CR,17950.0
80,MANDAUE CITY,CASILI,VISTA MONTANA (STA. LUCIA),CLASSIFICATION B - PREMIUM,CR,17200.0
80,MANDAUE CITY,CASILI,VISTA MONTANA (STA. LUCIA),CLASSIFICATION A - SUPREME,RR,16900.0
80,MANDAUE CITY,CASILI,VISTA MONTANA (STA. LUCIA),CLASSIFICATION B - PREMIUM,RR,17745.0
80,MANDAUE CITY,CASILI,VISTA MONTANA (STA. LUCIA),CLASSIFICATION C - DELUXE,RR,17745.0
80,MANDAUE CITY,CASILI,VILLA VANESSA,,RR,10550.0
80,MANDAUE CITY,CASILI,GRAND TERRACE,,RR,12300.0
80,MANDAUE CITY,CASILI,CASILI HILLS,,RR,12600.0
80,MANDAUE CITY,CASILI,ANANDA,,RR,12600.0
80,MANDAUE CITY,CASILI,PRIVEYA HILLS,,RR,20200.0
80,MANDAUE CITY,CASILI,DECA HOMES (URBAN BASIC),,RR,12600.0
80,MANDAUE CITY,CASILI,ALL OTHER SUBDIVISIONS,,RR,10250.0
80,MANDAUE CITY,CASUNTINGAN,M L QUEZON STREET,MAGUIKAY-CABANCALAN,CR,50000.0
80,MANDAUE CITY,CASUNTINGAN,M L QUEZON STREET,,RR,30000.0
80,MANDAUE CITY,CASUNTINGAN,M L QUEZON STREET,,I,40000.0
80,MANDAUE CITY,CASUNTINGAN,M L QUEZON STREET,INTERIOR-with car access,RR,10000.0
80,MANDAUE CITY,CASUNTINGAN,M CENIZA STREET,MAGUIKAY-TABOK-TINGUB,CR,32500.0
80,MANDAUE CITY,CASUNTINGAN,M CENIZA STREET,,RR,22500.0
80,MANDAUE CITY,CASUNTINGAN,M CENIZA STREET,,I,29000.0
80,MANDAUE CITY,CASUNTINGAN,M CENIZA STREET,INTERIOR,RR,9000.0
80,MANDAUE CITY,CASUNTINGAN,"TINGUB-MAGUIKAY (Asahi Road, back of Gaisano)",QUEZON-BUTUANON RIVER,CR,22500.0
80,MANDAUE CITY,CASUNTINGAN,"TINGUB-MAGUIKAY (Asahi Road, back of Gaisano)",,RR,15000.0
80,MANDAUE CITY,CASUNTINGAN,"TINGUB-MAGUIKAY (Asahi Road, back of Gaisano)",,I,18750.0
80,MANDAUE CITY,CASUNTINGAN,"TINGUB-MAGUIKAY (Asahi Road, back of Gaisano)",INTERIOR,RR,7000.0
80,MANDAUE CITY,CASUNTINGAN,ALL OTHER STREETS,,CR,14000.0
80,MANDAUE CITY,CASUNTINGAN,ALL OTHER STREETS,,RR,10500.0
80,MANDAUE CITY,CASUNTINGAN,ALL OTHER STREETS,,I,12100.0
80,MANDAUE CITY,CASUNTINGAN,ALL OTHER STREETS,INTERIOR,RR,6400.0
80,MANDAUE CITY,CASUNTINGAN,FELIZA VILLAGE,,RR,15000.0
80,MANDAUE CITY,CASUNTINGAN,GREENHILLS SUBD,,RR,19000.0
80,MANDAUE CITY,CASUNTINGAN,HOLY TRINITY VILLAGE,,RR,12600.0
80,MANDAUE CITY,CASUNTINGAN,INOCENCIA VILLAGE,,RR,12600.0
80,MANDAUE CITY,CASUNTINGAN,OSMEÑA VILLA,,RR,12000.0
80,MANDAUE CITY,CASUNTINGAN,VILLA TERRACE SUBD,,RR,20000.0
80,MANDAUE CITY,CASUNTINGAN,AGRO-MACRO SUBD.,,RR,19000.0
80,MANDAUE CITY,CASUNTINGAN,KENRICH SUBD.,,RR,17500.0
80,MANDAUE CITY,CASUNTINGAN,MARIA CRISTINA TOWNHOUSE,NEAR L.C. CABRERA ST.,RR,15000.0
80,MANDAUE CITY,CASUNTINGAN,LYNNVILLE TOWNHOMES,NEAR L.C. CABRERA ST.,RR,15000.0
80,MANDAUE CITY,CASUNTINGAN,ZEN RESIDENCES,,RR,15000.0
80,MANDAUE CITY,CASUNTINGAN,CHURCHVIEW RESIDENCES,NEAR L.C. CABRERA ST.,RR,15000.0
80,MANDAUE CITY,CASUNTINGAN,BLESSED HOMES,NEAR L.C. CABRERA ST.,RR,15000.0
80,MANDAUE CITY,CASUNTINGAN,VILLA LINA GETHSEMANE,,RR,16500.0
80,MANDAUE CITY,CASUNTINGAN,CRESCENT SUBDIVISION,,RR,19000.0
80,MANDAUE CITY,CASUNTINGAN,ALL OTHER SUBDIVISIONS,,RR,10000.0
80,MANDAUE CITY,CENTRO,A DEL ROSARIO AVENUE,CENIZA-RIZAL,CR,45000.0
80,MANDAUE CITY,CENTRO,A DEL ROSARIO AVENUE,,RR,30000.0
80,MANDAUE CITY,CENTRO,A DEL ROSARIO AVENUE,,I,40000.0
80,MANDAUE CITY,CENTRO,A DEL ROSARIO AVENUE,INTERIOR,RR,13750.0
80,MANDAUE CITY,CENTRO,A SORIANO AVENUE ***,"FROM S.B. CABAHUG ST., TO J. BRIONES ST.",CR,50000.0
80,MANDAUE CITY,CENTRO,A SORIANO AVENUE ***,,RR,25000.0
80,MANDAUE CITY,CENTRO,A SORIANO AVENUE ***,,I,35000.0
80,MANDAUE CITY,CENTRO,A SORIANO AVENUE ***,INTERIOR,RR,15000.0
80,MANDAUE CITY,CENTRO,A SUSON STREET,ZAMORA-END,CR,22850.0
80,MANDAUE CITY,CENTRO,A SUSON STREET,,RR,15000.0
80,MANDAUE CITY,CENTRO,A SUSON STREET,,I,18200.0
80,MANDAUE CITY,CENTRO,A SUSON STREET,INTERIOR,RR,10200.0
80,MANDAUE CITY,CENTRO,"AVACINA ST.,","FROM S.B. CABAHUG ST., TO P. BURGOS ST.,",CR,13425.0
80,MANDAUE CITY,CENTRO,"AVACINA ST.,",,RR,10125.0
80,MANDAUE CITY,CENTRO,"AVACINA ST.,",,I,11600.0
80,MANDAUE CITY,CENTRO,"AVACINA ST.,",INTERIOR,RR,7250.0
80,MANDAUE CITY,CENTRO,B CENIZA STREET (Public Market),A. Del Rosario to Reclamation Area,CR,50000.0
80,MANDAUE CITY,CENTRO,B CENIZA STREET (Public Market),,RR,35000.0
80,MANDAUE CITY,CENTRO,B CENIZA STREET (Public Market),,I,40000.0
80,MANDAUE CITY,CENTRO,B CENIZA STREET (Public Market),INTERIOR,RR,20000.0
80,MANDAUE CITY,CENTRO,P. BURGOS STREET,A. Soriano Avenue to U.M. Seno,CR,22500.0
80,MANDAUE CITY,CENTRO,P. BURGOS STREET,,RR,13000.0
80,MANDAUE CITY,CENTRO,P. BURGOS STREET,,I,18000.0
80,MANDAUE CITY,CENTRO,P. BURGOS STREET,INTERIOR,RR,10000.0
80,MANDAUE CITY,CENTRO,F. CABAHUG ST. (formerly Gen. Luna St.),"FROM SUSON ST., TO S.B. CABAHUG ST.",CR,21900.0
80,MANDAUE CITY,CENTRO,F. CABAHUG ST. (formerly Gen. Luna St.),,RR,15000.0
80,MANDAUE CITY,CENTRO,F. CABAHUG ST. (formerly Gen. Luna St.),,I,18000.0
80,MANDAUE CITY,CENTRO,F. CABAHUG ST. (formerly Gen. Luna St.),INTERIOR,RR,11000.0
80,MANDAUE CITY,CENTRO,F.E. ZUELIG ST. (RECLAMATION AREA),"FROM S.B. CABAHUG ST., TO CABAHUG TO BOUNDARY OF BARANGAY SUBANGDAKU",CR,100000.0
80,MANDAUE CITY,CENTRO,F.E. ZUELIG ST. (RECLAMATION AREA),,I,56000.0
80,MANDAUE CITY,CENTRO,"F. MENDOZA ST., (EXT)","FROM O, BURGOS ST., TO J. BRIONES ST.,",CR,20000.0
80,MANDAUE CITY,CENTRO,"F. MENDOZA ST., (EXT)",,RR,15000.0
80,MANDAUE CITY,CENTRO,"F. MENDOZA ST., (EXT)",,I,17000.0
80,MANDAUE CITY,CENTRO,"F. MENDOZA ST., (EXT)",INTERIOR,RR,11000.0
80,MANDAUE CITY,CENTRO,GOMEZ STREET,CENIZA-BURGOS,CR,22000.0
80,MANDAUE CITY,CENTRO,GOMEZ STREET,,RR,15000.0
80,MANDAUE CITY,CENTRO,GOMEZ STREET,,I,18000.0
80,MANDAUE CITY,CENTRO,GOMEZ STREET,INTERIOR,RR,11000.0
80,MANDAUE CITY,CENTRO,J. BRIONES ST.,"ANDRES SORIANO AVE., TO F. MENDOZA ST.",CR,40500.0
80,MANDAUE CITY,CENTRO,J. BRIONES ST.,,RR,25000.0
80,MANDAUE CITY,CENTRO,J. BRIONES ST.,,I,35000.0
80,MANDAUE CITY,CENTRO,J. BRIONES ST.,INTERIOR,RR,12000.0
80,MANDAUE CITY,CENTRO,MABINI STREET,PLARIDEL-RIZAL,CR,30000.0
80,MANDAUE CITY,CENTRO,MABINI STREET,,RR,17500.0
80,MANDAUE CITY,CENTRO,MABINI STREET,,I,25000.0
80,MANDAUE CITY,CENTRO,MABINI STREET,INTERIOR,RR,12000.0
80,MANDAUE CITY,CENTRO,PESON ST.,"FROM S.B. CABAHUG ST., TO END OF STREET",CR,15000.0
80,MANDAUE CITY,CENTRO,PESON ST.,,RR,10200.0
80,MANDAUE CITY,CENTRO,PESON ST.,,I,12500.0
80,MANDAUE CITY,CENTRO,PESON ST.,INTERIOR,RR,8000.0
80,MANDAUE CITY,CENTRO,PLARIDEL STREET,SEAWALL-SAN ANTONIO,CR,35000.0
80,MANDAUE CITY,CENTRO,PLARIDEL STREET,,I,30000.0
80,MANDAUE CITY,CENTRO,PLARIDEL STREET,INTERIOR,RR,15000.0
80,MANDAUE CITY,CENTRO,RIZAL STREET,ZAMORA-SANCHEZ,CR,60000.0
80,MANDAUE CITY,CENTRO,S.B CABAHUG ST.,F. CABAHUG ST. TO ANDRES SORIANO AVE.,CR,50000.0
80,MANDAUE CITY,CENTRO,S.B CABAHUG ST.,,RR,22850.0
80,MANDAUE CITY,CENTRO,S.B CABAHUG ST.,,I,30000.0
80,MANDAUE CITY,CENTRO,S.B CABAHUG ST.,INTERIOR -CAR ACCESS,RR,18000.0
80,MANDAUE CITY,CENTRO,U.M. SENO STREET,RIZAL ST-BURGOS ST,CR,25000.0
80,MANDAUE CITY,CENTRO,U.M. SENO STREET,,RR,16500.0
80,MANDAUE CITY,CENTRO,U.M. SENO STREET,,I,20000.0
80,MANDAUE CITY,CENTRO,U.M. SENO STREET,INTERIOR,RR,15000.0
80,MANDAUE CITY,CENTRO (continuation),ZAMORA STREET,CENIZA-BURGOS,CR,25000.0
80,MANDAUE CITY,CENTRO (continuation),ZAMORA STREET,,RR,15000.0
80,MANDAUE CITY,CENTRO (continuation),ZAMORA STREET,,I,18250.0
80,MANDAUE CITY,CENTRO (continuation),ZAMORA STREET,INTERIOR,RR,12000.0
80,MANDAUE CITY,CENTRO (continuation),ALL OTHER CONDOMINIUM,,CC,135000.0
80,MANDAUE CITY,CENTRO (continuation),ALL OTHER CONDOMINIUM,,RC,124125.0
80,MANDAUE CITY,CENTRO (continuation),ALL OTHER CONDOMINIUM,,PS,75000.0
80,MANDAUE CITY,CUBACUB,A. ALIVIO STREET,ALONG THE ROAD,CR,7750.0
80,MANDAUE CITY,CUBACUB,A. ALIVIO STREET,,RR,5775.0
80,MANDAUE CITY,CUBACUB,A. ALIVIO STREET,,I,6250.0
80,MANDAUE CITY,CUBACUB,A. ALIVIO STREET,INTERIOR,RR,4750.0
80,MANDAUE CITY,CUBACUB,BAAS JAGOBIAO ROAD (C. CONGSON ST.),,RR,6300.0
80,MANDAUE CITY,CUBACUB,BAAS JAGOBIAO ROAD (C. CONGSON ST.),,I,7350.0
80,MANDAUE CITY,CUBACUB,BAAS JAGOBIAO ROAD (C. CONGSON ST.),,GP,5250.0
80,MANDAUE CITY,CUBACUB,BAAS JAGOBIAO ROAD (C. CONGSON ST.),INTERIOR,RR,4200.0
80,MANDAUE CITY,CUBACUB,H. ABELLANA STREET,ALONG THE ROAD,CR,21000.0
80,MANDAUE CITY,CUBACUB,H. ABELLANA STREET,,RR,15750.0
80,MANDAUE CITY,CUBACUB,H. ABELLANA STREET,,I,18900.0
80,MANDAUE CITY,CUBACUB,H. ABELLANA STREET,INTERIOR,RR,6300.0
80,MANDAUE CITY,CUBACUB,P OUANO STREET,ALONG THE ROAD,CR,8650.0
80,MANDAUE CITY,CUBACUB,P OUANO STREET,,RR,6300.0
80,MANDAUE CITY,CUBACUB,P OUANO STREET,,I,7350.0
80,MANDAUE CITY,CUBACUB,P OUANO STREET,INTERIOR,RR,4200.0
80,MANDAUE CITY,CUBACUB,V. SENO STREET,ALONG THE ROAD,CR,8925.0
80,MANDAUE CITY,CUBACUB,V. SENO STREET,,RR,5775.0
80,MANDAUE CITY,CUBACUB,V. SENO STREET,,I,6825.0
80,MANDAUE CITY,CUBACUB,V. SENO STREET,INTERIOR,RR,5250.0
80,MANDAUE CITY,CUBACUB,VICTOR VEGA STREET (formerly CUBACUB-CASILI ROAD),CUBACUB-CASILI (ALONG THE ROAD),CR,7025.0
80,MANDAUE CITY,CUBACUB,VICTOR VEGA STREET (formerly CUBACUB-CASILI ROAD),,RR,5250.0
80,MANDAUE CITY,CUBACUB,VICTOR VEGA STREET (formerly CUBACUB-CASILI ROAD),,I,6300.0
80,MANDAUE CITY,CUBACUB,VICTOR VEGA STREET (formerly CUBACUB-CASILI ROAD),INTERIOR,RR,4200.0
80,MANDAUE CITY,CUBACUB,BAAS JAGOBIAO ROAD,ALONG THE ROAD,RR,8925.0
80,MANDAUE CITY,CUBACUB,BAAS JAGOBIAO ROAD,,I,9975.0
80,MANDAUE CITY,CUBACUB,BAAS JAGOBIAO ROAD,INTERIOR,RR,5250.0
80,MANDAUE CITY,CUBACUB,ALL OTHER STREETS,ALONG THE ROAD,CR,6000.0
80,MANDAUE CITY,CUBACUB,ALL OTHER STREETS,,RR,4150.0
80,MANDAUE CITY,CUBACUB,ALL OTHER STREETS,,I,5050.0
80,MANDAUE CITY,CUBACUB,ALL OTHER STREETS,,GP,3150.0
80,MANDAUE CITY,CUBACUB,ALL OTHER STREETS,INTERIOR,RR,3675.0
80,MANDAUE CITY,CUBACUB,BAMBOO GREEN SUBD,,RR,8400.0
80,MANDAUE CITY,CUBACUB,DECA HOMES SUBD,,RR,10550.0
80,MANDAUE CITY,CUBACUB,SAN MIGUEL VILLAGE PHASE I,,RR,8400.0
80,MANDAUE CITY,CUBACUB,SAN MIGUEL VILLAGE PHASE II,,RR,8400.0
80,MANDAUE CITY,CUBACUB,SAN MIGUEL VILLAGE PHASE III,,RR,8400.0
80,MANDAUE CITY,CUBACUB,ALL OTHER SUBDIVISIONS,,RR,10250.0
80,MANDAUE CITY,GUIZO,A CORTES AVENUE,CEBU NORTH RD-BOUNDARY,CR,42500.0
80,MANDAUE CITY,GUIZO,A CORTES AVENUE,,RR,30000.0
80,MANDAUE CITY,GUIZO,A CORTES AVENUE,,I,35500.0
80,MANDAUE CITY,GUIZO,A CORTES AVENUE,INTERIOR,RR,13450.0
80,MANDAUE CITY,GUIZO,A DEL ROSARIO AVENUE,TIPOLO  TO F. ROSAL ST.,CR,42500.0
80,MANDAUE CITY,GUIZO,A DEL ROSARIO AVENUE,,RR,32500.0
80,MANDAUE CITY,GUIZO,A DEL ROSARIO AVENUE,,I,39000.0
80,MANDAUE CITY,GUIZO,A DEL ROSARIO AVENUE,INTERIOR,RR,15000.0
80,MANDAUE CITY,GUIZO,A S FORTUNA STREET,SEAWALL-DEL ROSARIO-M.C.,CR,30000.0
80,MANDAUE CITY,GUIZO,A S FORTUNA STREET,,RR,14500.0
80,MANDAUE CITY,GUIZO,A S FORTUNA STREET,,I,21000.0
80,MANDAUE CITY,GUIZO,A S FORTUNA STREET,INTERIOR,RR,12500.0
80,MANDAUE CITY,GUIZO,A S FORTUNA EXTENSION,A DEL ROSARIO-A CORTES AVE TO RECLAMATION AREA,CR,18500.0
80,MANDAUE CITY,GUIZO,A S FORTUNA EXTENSION,,RR,14000.0
80,MANDAUE CITY,GUIZO,A S FORTUNA EXTENSION,,I,16250.0
80,MANDAUE CITY,GUIZO,A S FORTUNA EXTENSION,INTERIOR,RR,7500.0
80,MANDAUE CITY,GUIZO,B.B. CABAHUG STREET,A DEL ROSARIO-A CORTES AVE,CR,20000.0
80,MANDAUE CITY,GUIZO,B.B. CABAHUG STREET,,RR,10600.0
80,MANDAUE CITY,GUIZO,B.B. CABAHUG STREET,,I,16000.0
80,MANDAUE CITY,GUIZO,B.B. CABAHUG STREET,INTERIOR,RR,7100.0
80,MANDAUE CITY,GUIZO,BALINTAWAK (G.O. Batiller St.),BB CABAHUG-D.B. NERI,CR,17150.0
80,MANDAUE CITY,GUIZO,BALINTAWAK (G.O. Batiller St.),,RR,10550.0
80,MANDAUE CITY,GUIZO,BALINTAWAK (G.O. Batiller St.),,I,14200.0
80,MANDAUE CITY,GUIZO,BALINTAWAK (G.O. Batiller St.),INTERIOR,RR,8400.0
80,MANDAUE CITY,GUIZO,CEBU NORTH ROAD (M.C. BRIONES ST.),A CORTES-MAGALLANES,CR,63000.0
80,MANDAUE CITY,GUIZO,CEBU NORTH ROAD (M.C. BRIONES ST.),,RR,31500.0
80,MANDAUE CITY,GUIZO,CEBU NORTH ROAD (M.C. BRIONES ST.),,I,44000.0
80,MANDAUE CITY,GUIZO,CEBU NORTH ROAD (M.C. BRIONES ST.),INTERIOR,RR,20000.0
80,MANDAUE CITY,GUIZO,D.B. NERI ST,"F. CABAHUG ST., TI BALINTAWAK ST.",CR,17000.0
80,MANDAUE CITY,GUIZO,D.B. NERI ST,,RR,10000.0
80,MANDAUE CITY,GUIZO,D.B. NERI ST,,I,14500.0
80,MANDAUE CITY,GUIZO,D.B. NERI ST,INTERIOR,RR,6750.0
80,MANDAUE CITY,GUIZO,F. ROSAL ST. (formerly Urdaneta St.),"FROM A DEL ROSARIO AVE., TO BALINTAWAK ST.",CR,20500.0
80,MANDAUE CITY,GUIZO,F. ROSAL ST. (formerly Urdaneta St.),,RR,13000.0
80,MANDAUE CITY,GUIZO,F. ROSAL ST. (formerly Urdaneta St.),,I,17000.0
80,MANDAUE CITY,GUIZO,F. ROSAL ST. (formerly Urdaneta St.),INTERIOR,RR,7750.0
80,MANDAUE CITY,GUIZO,F CABAHUG STREET,BB CABAHUG-CREEK,CR,25000.0
80,MANDAUE CITY,GUIZO,F CABAHUG STREET,,RR,14000.0
80,MANDAUE CITY,GUIZO,F CABAHUG STREET,,I,19000.0
80,MANDAUE CITY,GUIZO,F CABAHUG STREET,INTERIOR,RR,9000.0
80,MANDAUE CITY,GUIZO,L. JAYME STREET,HIGHWAY-BB CABAHUG,CR,26500.0
80,MANDAUE CITY,GUIZO,L. JAYME STREET,,RR,13250.0
80,MANDAUE CITY,GUIZO,L. JAYME STREET,,I,22000.0
80,MANDAUE CITY,GUIZO,L. JAYME STREET,INTERIOR,RR,9000.0
80,MANDAUE CITY,GUIZO,LUIS ESPINA STREET,SEAWALL-DEL ROSARIO,CR,18500.0
80,MANDAUE CITY,GUIZO,LUIS ESPINA STREET,,RR,11500.0
80,MANDAUE CITY,GUIZO,LUIS ESPINA STREET,,I,16000.0
80,MANDAUE CITY,GUIZO,LUIS ESPINA STREET,INTERIOR,RR,8000.0
80,MANDAUE CITY,GUIZO,M.C. BRIONES ST. (National Highway),FROM BOUNDARY OF BGRY. TIPOLO TO AC CORTES,CR,52500.0
80,MANDAUE CITY,GUIZO,M.C. BRIONES ST. (National Highway),,RR,31500.0
80,MANDAUE CITY,GUIZO,M.C. BRIONES ST. (National Highway),,I,42000.0
80,MANDAUE CITY,GUIZO,M.C. BRIONES ST. (National Highway),INTERIOR,RR,15750.0
80,MANDAUE CITY,GUIZO,MAGALLANES (E. ROSAL ST.),DEL ROSARIO-CEBU NORTH RD,CR,26250.0
80,MANDAUE CITY,GUIZO,MAGALLANES (E. ROSAL ST.),,RR,15750.0
80,MANDAUE CITY,GUIZO,MAGALLANES (E. ROSAL ST.),,I,23100.0
