property_id,price_type,property_name,address,city,property_type,latitude,longitude,price_php,price_per_sqm,log_price,valuation_gap,area_sqm,bedrooms,bathrooms,bedrooms_imputed,bathrooms_imputed,dist_cebu_business_park_m,dist_mandaue_cbd_m,dist_mactan_cbd_m,dist_srp_m,dist_talisay_tabunok_m,dist_consolacion_m,dist_naga_city_m,dist_airport_m,dist_to_trunk_road_m,dist_to_primary_road_m,mcrai_education,mcrai_grocery,mcrai_health,mcrai_hospitals,mcrai_recreation,mcrai_security,mcrai_tourism,mcrai_retail_density,mcrai_composite,bir_zonal_rr_median,bir_zonal_rr_log,bir_zonal_cr_median,is_mactan_island,spatial_lag_price
144,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,10.28410958,123.97552209,5460112.0,218404.48,12.294104035463015,208404.48,25.0,1.0,1.0,0,0,8653.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,2594.3,6452,705,3.271,9.5659,11.8561,0.9657,20.3147,0.6611,5.5018,7.06,9.2722,10000.0,9.210440366976515,15000.0,1,5042108.0
146,ceiling,Condo For Sale in Cebu,"7V9G+93V, Cebu City, 6000 Cebu, Philippines",Cebu City,Condominium,10.27000631,123.87247402,5500000.0,183333.33333333337,12.119061268540545,165833.33333333337,30.0,2.0,1.0,0,0,6357.1,9553.5,9901.9,1500.9,4658.4,15493.2,14282.8,12365.3,806,3213,3.6018,3.7824,1.4169,0.4113,13.2763,0.0,10.2806,4.9865,5.8623,17500.0,9.770013301136158,21500.0,0,6565439.0
149,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,10.28410958,123.97552209,4353696.0,174147.84,12.067659872616453,164147.84,25.0,1.0,1.0,0,0,8653.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,2594.3,6452,705,3.271,9.5659,11.8561,0.9657,20.3147,0.6611,5.5018,7.06,9.2722,10000.0,9.210440366976515,15000.0,1,5058378.0
152,ceiling,Condo For Sale in Lapu-Lapu,"Tambuli Residences, Buyong Road, Lungsod ng Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,10.2909978,124.0070746,17510000.0,243194.44444444444,12.401616585245979,238194.44444444444,72.0,2.0,2.0,0,0,11638.8,10974.9,6595.1,16352.1,19128.6,10622.5,28754.4,3561.2,10595,1007,2.7564,1.3889,1.4592,0.1922,13.7288,0.7081,10.2137,0.0,4.759,5000.0,8.517393171418904,10500.0,1,10730032.0
153,ceiling,Studio For Sale in Cebu Business Park,"Cardinal Rosales Avenue, Hippodromo, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,10.31557373,123.9053366,6500000.0,260000.0,12.468436909997665,208750.0,25.0,1.0,1.0,0,0,281.3,3348.4,5039.7,7031.9,10755.0,9316.4,20061.8,8111.4,1824,834,31.7264,115.2915,67.3005,5.9606,149.4775,11.2489,91.2019,236.3932,87.1413,51250.0,10.844490409005417,206750.0,0,19190444.0
154,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,10.28410958,123.97552209,4419051.0,176762.04,12.08255970025072,166762.04,25.0,1.0,1.0,0,0,8653.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,2594.3,6452,705,3.271,9.5659,11.8561,0.9657,20.3147,0.6611,5.5018,7.06,9.2722,10000.0,9.210440366976515,15000.0,1,5057417.0
159,ceiling,Condo For Sale in Maribago,"Buyong Road, Maribago, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,10.28986648,124.00575829,5986176.0,193102.4516129032,12.170976164415261,188102.4516129032,31.0,1.0,1.0,1,0,11533.0,10917.1,6512.3,16193.3,18956.0,10672.6,28577.8,3505.3,10486,898,2.7037,1.5869,1.7218,0.1928,15.9049,0.8589,14.0955,1.0654,5.2869,5000.0,8.517393171418904,10500.0,1,11074171.0
160,ceiling,Studio For Sale in Mactan,"Mactan, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,10.29519186758621,124.0144034475088,9000000.0,200000.0,12.206072645530174,195000.0,45.0,1.0,1.0,0,0,12311.4,11453.7,7195.8,17211.4,20028.0,10602.9,29664.1,4097.6,11516,1828,0.7948,0.0,0.0,0.2088,0.4813,0.0,1.5949,0.0,0.4621,5000.0,8.517393171418904,10500.0,1,13954400.0
161,ceiling,Condo For Sale in Cebu Business Park,"Cebu Business Park, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Condominium,10.3173504,123.9059978,46000000.0,177606.1776061776,12.087323892753831,126356.1776061776,259.0,3.0,4.0,0,0,199.3,3141.7,4979.8,7221.3,10949.7,9123.5,20238.1,8064.8,1927,731,29.8278,121.2768,67.5109,5.2726,155.8438,11.0295,93.4868,253.8045,89.7709,51250.0,10.844490409005417,206750.0,0,18694221.0
162,ceiling,Condo For Sale in Maribago,"Buyong Road, Maribago, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,10.28986648,124.00575829,15000000.0,200000.0,12.206072645530174,195000.0,75.0,1.0,1.0,0,0,11533.0,10917.1,6512.3,16193.3,18956.0,10672.6,28577.8,3505.3,10486,898,2.7037,1.5869,1.7218,0.1928,15.9049,0.8589,14.0955,1.0654,5.2869,5000.0,8.517393171418904,10500.0,1,10859556.0
163,ceiling,Condo For Sale in Cebu Business Park,"Cebu Business Park, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Condominium,10.3173504,123.9059978,30162154.0,279279.2037037037,12.53996729052773,228029.2037037037,108.0,2.0,2.0,0,0,199.3,3141.7,4979.8,7221.3,10949.7,9123.5,20238.1,8064.8,1927,731,29.8278,121.2768,67.5109,5.2726,155.8438,11.0295,93.4868,253.8045,89.7709,51250.0,10.844490409005417,206750.0,0,18816051.0
164,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,10.28410958,123.97552209,4518498.0,180739.92,12.104814370831084,170739.92,25.0,1.0,1.0,0,0,8653.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,2594.3,6452,705,3.271,9.5659,11.8561,0.9657,20.3147,0.6611,5.5018,7.06,9.2722,10000.0,9.210440366976515,15000.0,1,5055955.0
165,ceiling,Condo For Sale in Lahug,"Lahug, Cebu City, Cebu, Pilipinas",Cebu City,Condominium,10.3338299,123.8941434,13445760.0,240102.85714285713,12.388822681942196,210102.85714285713,56.0,1.0,1.0,0,0,2091.3,3047.6,6649.4,7896.4,11644.4,8975.4,20427.4,9743.1,4038,568,14.4663,21.7852,14.935,1.048,9.7169,4.5425,20.4276,28.1567,16.1395,30000.0,10.308985993422082,57000.0,0,11081905.0
166,ceiling,Condo For Sale in Mactan,"2 Casanta Soong, Lapu-Lapu City, 6015 Cebu, Philippines",Lapu-Lapu City,Condominium,10.30416,124.007026,5998000.0,117607.8431372549,11.675111005566766,112607.8431372549,51.0,1.0,1.0,0,0,11346.0,10297.9,6180.4,16600.6,19570.5,9332.5,29252.2,3085.6,9486,0,5.642,20.3955,9.7031,0.3855,13.4799,2.3018,9.9078,26.7356,12.5509,5000.0,8.517393171418904,10500.0,1,20804299.0
167,ceiling,Condo For Sale in Punta Engaño,"Punta Engaño, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,10.3231321,124.0349024,49214802.0,291211.8461538461,12.581806274950612,284211.8461538461,169.0,2.0,2.0,0,0,14304.4,12638.7,9199.5,20082.9,23174.5,9784.8,32873.0,6368.4,11822,3214,10.5894,4.0,0.0,0.0635,11.5502,0.0,2.6502,4.0,8.6776,7000.0,8.853808274977197,13500.0,1,32416366.0
168,ceiling,Condo For Sale in Cebu Business Park,"Ayala Center Cebu, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Condominium,10.318237,123.9052295,46748000.0,365218.75,12.808251768115568,313968.75,128.0,3.0,2.0,0,0,114.3,3103.4,5072.6,7231.5,10967.0,9111.5,20230.6,8162.3,1952,948,34.5452,127.2653,84.0133,6.4388,164.9677,11.2454,103.6899,293.3383,95.971,51250.0,10.844490409005417,206750.0,0,17485060.0
