property_id,city,stratum,latitude,longitude,area_sqm,price_per_sqm,pred_price_per_sqm,bir_zonal_rr_median,listing_gap,model_gap,listing_gap_pct,model_gap_pct
436,Cebu City,Condominium,10.330683,123.899028,36.0,126090.5,165444.8952435963,30000.0,96090.5,135444.8952435963,320.3016666666667,451.4829841453209
437,Cebu City,Condominium,10.3173504,123.9059978,46.0,228260.86956521735,238156.01346105084,51250.0,177010.86956521735,186906.01346105084,345.38706256627773,364.6946604118065
444,Lapu-Lapu City,Condominium,10.2849182,123.9978258,422.0,30094.78672985782,88743.35873427935,4125.0,25969.78672985782,84618.35873427935,629.5705873904926,2051.354151134045
448,Cebu City,Condominium,10.3196098,123.9113617,104.0,274891.3461538461,176537.3281838176,40600.0,234291.34615384613,135937.3281838176,577.0722811671087,334.82100537886106
451,Lapu-Lapu City,Condominium,10.28986648,124.00575829,37.0,129729.72972972972,159076.99962079347,5000.0,124729.72972972972,154076.99962079347,2494.5945945945946,3081.539992415869
453,Cebu City,Condominium,10.3173504,123.9059978,259.0,169884.16988416988,279875.2647105256,51250.0,118634.16988416988,228625.26471052557,231.4813070910632,446.09807748395235
456,Cebu City,Condominium,10.336205,123.910597,12.0,83333.33333333333,141736.37742693097,28800.0,54533.33333333333,112936.37742693097,189.35185185185185,392.14019939906586
458,Cebu City,Condominium,10.3329596,123.8948853,134.0,208955.223880597,244616.91826450542,30000.0,178955.223880597,214616.91826450542,596.5174129353234,715.3897275483514
464,Lapu-Lapu City,Condominium,10.2987618,124.0157325,40.0,300000.0,174409.1520361522,5000.0,295000.0,169409.1520361522,5900.0,3388.1830407230436
469,Cebu City,Condominium,10.3173504,123.9059978,123.0,178740.86178861788,272546.751676919,51250.0,127490.86178861788,221296.751676919,248.7626571485227,431.7985398574029
476,Cebu City,Condominium,10.33293,123.8949,97.0,369685.05154639174,252301.51750748584,30000.0,339685.05154639174,222301.51750748584,1132.2835051546392,741.0050583582861
477,Lapu-Lapu City,Condominium,10.3231321,124.0349024,99.0,373268.0101010101,383525.975606518,7000.0,366268.0101010101,376525.975606518,5232.400144300144,5378.942508664542
480,Lapu-Lapu City,Condominium,10.28998447,124.0068697,34.0,161764.70588235295,189644.16749925382,5000.0,156764.70588235295,184644.16749925382,3135.294117647059,3692.883349985076
482,Cebu City,Condominium,10.3173365,123.9063138,123.0,186991.86991869917,250935.71486800487,51250.0,135741.86991869917,199685.71486800487,264.8621852072179,389.63066315708267
489,Cebu City,Condominium,10.3194109,123.913047,23.0,130434.78260869563,197207.17921859602,40600.0,89834.78260869563,156607.17921859602,221.26793745984145,385.73196851870944
490,Cebu City,Condominium,10.3194766,123.9018707,79.0,152412.06329113923,220849.16499823105,63000.0,89412.06329113923,157849.16499823105,141.9239099859353,250.5542301559223
494,Lapu-Lapu City,Condominium,10.33005475,124.04013073,62.0,169354.83870967742,232373.24716347887,7000.0,162354.83870967742,225373.24716347887,2319.3548387096776,3219.6178166211266
495,Lapu-Lapu City,Condominium,10.28986648,124.00575829,37.0,140540.54054054053,159906.71425540996,5000.0,135540.54054054053,154906.71425540996,2710.8108108108104,3098.134285108199
500,Lapu-Lapu City,Condominium,10.28410958,123.97552209,25.0,160901.8,103265.24865803578,10000.0,150901.8,93265.24865803578,1509.0179999999998,932.6524865803577
502,Cebu City,Condominium,10.33194,123.900217,52.0,211500.0,175368.99635956605,30000.0,181500.0,145368.99635956605,605.0,484.5633211985535
503,Cebu City,Condominium,10.31575942,123.905961,108.0,287037.037037037,207554.63090816428,195250.0,91787.03703703702,12304.630908164283,47.01000616493574,6.301987661031642
504,Cebu City,Condominium,10.3196098,123.9113617,154.0,313363.3831168831,198038.60240339919,40600.0,272763.3831168831,157438.60240339919,671.8309928987269,387.77980887536745
506,Cebu City,Condominium,10.342605,123.896352,36.0,152777.77777777778,163507.53911259997,30000.0,122777.77777777778,133507.53911259997,409.25925925925924,445.0251303753332
