hub_id,place_id,name,types,lat,lon,rating,vicinity
cebu_business_park,ChIJCwJTKUWZqTMRCkS8Gvnw7D8,Biometric Appointment,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.318229,123.9084001,5.0,"Unit 905 9th Floor Keppel Center, Samar Loop, cor Cardinal Rosales Avenue, Cebu City"
cebu_business_park,ChIJc1rr6lCZqTMRzC7PPMjMFhk,Smartway Travel and Tours Services - KepWealth Office ( Visa Assistance),"[""embassy"", ""travel_agency"", ""insurance_agency"", ""local_government_office"", ""point_of_interest"", ""establishment""]",10.3183804,123.9084265,4.8,"5th Floor Unit # 508C KepWealth Building, Cardinal Rosales Avenue, Corner Samar Loop, Cebu City"
cebu_business_park,ChIJDQO3VACZqTMRtsqcI7KTgOY,Ludings Home,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3208026,123.9073923,,"8WC4+8XC, Luz, Cebu City"
cebu_business_park,ChIJozcJYkGZqTMRLSeT9Gl-1Qw,Overseas Workers Welfare Administration - Region 7,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3130038,123.9026188,4.2,"Machay Building, Machay Building, 30 Gorordo Avenue, Cebu City"
cebu_business_park,ChIJiaDcEFiZqTMRATNYmJ-zuQk,BIGStart Education and Visa Corporation - Cebu Main Office,"[""travel_agency"", ""embassy"", ""local_government_office"", ""point_of_interest"", ""establishment""]",10.325082,123.9067194,4.7,"Unit 10B Avenir Condominium, 21e Archbishop Reyes Avenue, Cebu City"
cebu_business_park,ChIJJc7jpVuZqTMRjUMJ-NjURqk,Cedeño Law Office,"[""lawyer"", ""travel_agency"", ""local_government_office"", ""point_of_interest"", ""establishment""]",10.3246472,123.9065129,,"9E Avenir Condo, Archbishop Reyes Avenue, Cebu City"
cebu_business_park,ChIJx7QgzRaZqTMRkcD0Kqpcah8,Elnar Lape Lastimoso & Associates - Law Firm in Cebu City Philippines | Cebu Lawyers I Cebu Attorneys | Cebu Legal Services,"[""accounting"", ""lawyer"", ""finance"", ""local_government_office"", ""point_of_interest"", ""establishment""]",10.3115817,123.9027995,3.7,"Unit 9, Albulario Building II, General Maxilom Avenue, Cebu City"
cebu_business_park,ChIJLYgKYkGZqTMRM93UeEhXWrg,Regional Tripartite Wages and Productivity Board - Region VII,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3108406,123.9042753,5.0,"6th Floor, DOLE VII Building General Maxilom Avenue, Corner Gorordo Avenue, Cebu City"
cebu_business_park,ChIJXeYT30OZqTMRFypnC0SKt0w,Department of Migrant Workers (DMW) - Regional Center for Visayas VII,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3107971,123.9042288,4.1,"G/F, DOLE Bldg. (Old Insular Bldg.), Gorordo, cor General Maxilom Avenue, Cebu City"
cebu_business_park,ChIJY9I5gBeZqTMRw9PV2AIv7Lc,Kasambagan Health Center,"[""health"", ""local_government_office"", ""point_of_interest"", ""establishment""]",10.3245011,123.9107985,2.3,"Barangay Hall, Villa Aurora St, Kasambangan, Cebu City"
cebu_business_park,ChIJ75LG9xOZqTMR_GW6vFpFTlc,Russian Visa,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3187437,123.9137301,,"Entrinsic Technology, Building, Level 1, 2778 Rufo Colina Street, Cebu City"
cebu_business_park,ChIJf2iF1RmZqTMRcYASZGC9544,Barangay Kasambagan,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3246343,123.9111441,,"8WF6+VF2, Cebu City"
cebu_business_park,ChIJd9M61XmZqTMRLCKTeEPaYfY,"silver herstal security agency, inc","[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3199649,123.9150416,1.0,"Centennial Homes, F. Gochan St Unit C-2 3rd Floor, Cebu City"
cebu_business_park,ChIJQT0wY0KZqTMRQGvaltA3Atc,Department of Social Welfare and Development Regional Office 7,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3087956,123.9076137,3.9,"8W55+G29, General Maxilom Avenue, Extension, Cebu City"
cebu_business_park,ChIJFUC-y2mZqTMR7hFuft95XeY,Cebu City Health Department,"[""health"", ""local_government_office"", ""point_of_interest"", ""establishment""]",10.3078513,123.9090935,2.8,"8W55+4JW, General Maxilom Avenue, Extension, Cebu City"
cebu_business_park,ChIJ9bJ1vG-ZqTMRf2f6w0w62cA,TASK FORCE - REDI,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3081949,123.9044883,,"8W53+7QH, Cebu City"
cebu_business_park,ChIJ7-1NukWZqTMR-oFMbVSPeB8,Society Of The Divine Word,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3099402,123.8988404,,"8V5X+XGG, Singson Street, Cebu City"
cebu_business_park,ChIJkVvBsQWZqTMRzpX6Pq42yno,Land Transportation Franchising and Regulatory Board (LTFRB) - Regional Office No. VII,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3072967,123.9028407,4.0,"103 General Echavez Street, Cebu City"
cebu_business_park,ChIJQUnQnBiZqTMR-tT2W7rQiV4,Department of Science and Technology (DOST) - Central Visayas Region,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3260479,123.8966767,4.1,"S&T Complex, Government Center, Sudlon, Cebu City"
cebu_business_park,ChIJG2y2I4mZqTMRzU4wVMoEjgA,KaLe Inc.,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3133532,123.8948114,5.0,"Barangay, 5th Floor, Cityscapes Tower II, Juana Osmeña Street, Cebu City"
cebu_business_park,ChIJa4g0v82eqTMRw9jODpeUTEw,FYI Design Studio,"[""real_estate_agency"", ""local_government_office"", ""point_of_interest"", ""establishment""]",10.3139966,123.8942368,4.7,"Room 302, Sonrisa Suites, Juana Osmeña Street, Cebu City"
cebu_business_park,ChIJY6dPYKCZqTMRhVJXxmNVYEY,Mendel Surveying Solutions Co.,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3130483,123.894382,,"Unit 7-I, Base Line HQ, Juana Osmeña Street, Capitol Site, Cebu City"
cebu_business_park,ChIJoaRI9y-ZqTMR1w3A56Zsm_k,Department of the Interior and Local Government - Region 7,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3269622,123.8966253,5.0,"8VGW+QMJ, Cebu City"
cebu_business_park,ChIJmSAPTBmZqTMRHRqERcPBo-M,Tayaban Consultancy Services,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3115724,123.9162072,,"Crown Building, North 6 rd, J. De Veyra Street, Cebu City"
cebu_business_park,ChIJfWqaCQCZqTMRgE85U5Xd5G4,Capitol,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3167646,123.8924366,,"Escario East Capitol Road, Cebu City"
cebu_business_park,ChIJHwnP4S-ZqTMR4jomlStNwuA,Commission on Higher Education Region 7,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3271288,123.8957402,4.1,"8VGW+V75, Cebu City"
cebu_business_park,ChIJL9pXcUmZqTMR2C91vi-Gyok,Nationwide Health Systems Inc. Cebu,"[""health"", ""local_government_office"", ""point_of_interest"", ""establishment""]",10.3143699,123.8924125,1.3,"8V7R+PXV, Gov. M. Roa Street, Cebu City"
