property_id,source,price_type,property_name,address,city,property_type,lot_area_sqm,floor_area_sqm,bedrooms,bathrooms,price_php,latitude,longitude,geocode_source,price_outlier_flag,price_per_sqm,log_price,dist_cbd_m,dist_airport_m,dist_cbrt_nearest_m,amenity_score_education,amenity_score_health,amenity_score_finance,amenity_score_grocery,amenity_score_transport,amenity_score_security,amenity_score_composite,spatial_lag_price,bir_zonal_value,valuation_gap,dist_cebu_business_park_m,dist_it_park_m,dist_mandaue_cbd_m,dist_mactan_cbd_m,dist_srp_m,dist_talisay_tabunok_m,dist_consolacion_m,dist_naga_city_m,dist_minglanilla_poblacion_m,dist_minglanilla_lipata_m,barangay_geocoded,bir_zonal_rr_median,bir_zonal_cr_median,bir_zonal_rc_median,bir_zonal_rr_log
633,Lamudi,ceiling,Land For Sale in Talamban,"Talamban, Cebu City, Cebu, Philippines",Cebu City,Residential,,486.0,,,14645000.0,10.3670682,123.9173923,Lamudi scraper,False,30133.744855967077,16.49960953824397,,9472.8,1615.2,6,0,7,16,1,2,0.118,26814710.0,,,5656.4,4663.7,2867.4,7006.1,12370.6,16125.7,5182.2,24830.5,18809.3,17033.8,Talamban,26375.0,68100.0,117500.0,10.180209784751566
634,Lamudi,ceiling,Land For Sale in Maribago,"La Fermin Place, Maribago, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Residential,,241.0,,,4338000.0,10.28881307,124.00380072,Lamudi scraper,False,18000.0,15.282923970368955,,3397.6,11932.7,2,0,0,0,0,1,0.0177,17896490.0,,,11359.7,11523.5,10798.7,6367.2,15966.6,18718.5,10689.0,28337.5,23102.5,21446.4,Maribago,4125.0,9750.0,112500.0,8.325063693631197
635,Lamudi,ceiling,House For Sale in Yati,"Yati, Liloan, Lalawigan ng Cebu, Pilipinas",Liloan,Single Detached,,83.0,3.0,2.0,6376400.0,10.3914167,123.9777887,Lamudi scraper,False,76824.09638554217,15.668114232741628,,9366.5,8262.9,4,1,0,2,0,0,0.0385,250617500.0,,,11470.9,10668.8,8338.5,9117.2,18598.4,22327.5,2256.5,31519.5,25522.1,23717.0,Yati,3000.0,3500.0,,8.006700845440367
636,Lamudi,ceiling,Townhouse For Sale in Carcar,"Liburon, Carcar, Cebu, Central Visayas, PHL",Carcar City,Single Detached,,,2.0,1.0,2350000.0,10.11474452,123.6429778,Lamudi scraper,False,,14.669925886120344,,42544.4,27173.3,0,0,0,0,0,0,0.0,,,,36436.8,37182.1,39504.9,40349.5,29386.5,25827.7,45601.5,16321.0,22321.4,24123.1,Poblacion III,7500.0,15000.0,,8.922791623969637
637,Lamudi,ceiling,Condo For Sale in Kasambagan,"The Academy for International Culinary Arts, Kasambagan, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,104.0,2.0,3.0,31498000.0,10.32436564,123.9093657,Lamudi scraper,False,302865.3846153846,17.265434609716664,,7852.5,1064.8,10,9,48,44,4,2,0.4249,28965079.0,,,913.6,472.7,2285.4,4746.2,8036.2,11777.7,8310.2,21005.3,15044.9,13234.0,Kasambagan,30000.0,34500.0,115000.0,10.308985993422082
638,Lamudi,ceiling,House For Sale in Pooc,"Corona Del Mar Subdivision Clubhouse, Talisay, Lalawigan ng Cebu, Pilipinas",Minglanilla,Single Detached,,123.0,4.0,3.0,14322000.0,10.2383121,123.8167307,Lamudi scraper,False,116439.0243902439,16.47730737454902,,19334.8,3717.5,6,1,0,4,0,0,0.0549,19030731.0,,,13036.7,13839.1,16172.0,16946.0,5932.6,2506.3,22248.1,7241.0,2313.4,2016.2,Tungkil,7000.0,8000.0,,8.853808274977197
639,Lamudi,ceiling,Land For Sale in Banilad,"Banilad, Cebu City, Cebu, Pilipinas",Cebu City,Residential,,316.0,,,20540000.0,10.3506292,123.9135389,Lamudi scraper,False,65000.0,16.837884762464686,,8636.8,291.9,15,8,14,34,0,0,0.2606,82233098.0,,,3781.8,2791.7,1293.9,5833.0,10604.5,14368.0,6204.2,23252.8,17235.9,15442.5,Talamban,26375.0,68100.0,117500.0,10.180209784751566
640,Lamudi,ceiling,Condo For Sale in Mandaue,"F.E. Zuellig Avenue, Mandaue City, 6014 Cebu, Philippines",Mandaue City,Condominium,,,1.0,1.0,13500000.0,10.317525,123.9319452,Lamudi scraper,False,,16.41820024340866,,5273.4,3493.9,4,2,8,13,6,1,0.254,156431173.0,,,3029.6,3040.9,2928.6,2167.4,9469.2,13039.3,7426.6,22581.3,16747.1,14949.2,Subangdaku,23575.0,68750.0,132500.0,10.06798452441753
641,Lamudi,ceiling,Condo For Sale in Tangke,"Tangke Barangay Hall, Talisay, Lalawigan ng Cebu, Pilipinas",Talisay City,Condominium,,53.0,2.0,1.0,6430058.0,10.2508661,123.8611512,Lamudi scraper,False,121321.84905660378,15.676494116390849,,14333.5,1920.4,8,2,2,9,0,0,0.0902,11600000.0,,,8817.3,9744.7,12012.6,12089.7,2348.0,2550.9,17924.0,12234.7,7022.5,5539.5,Tangke,7500.0,11750.0,15000.0,8.922791623969637
642,Lamudi,ceiling,House For Sale in Cebu,"Arcenas Estate R. Arcenas Street, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,202.0,4.0,3.0,34828866.0,10.3097523,123.874393,Lamudi scraper,False,172420.1287128713,17.365957083672622,,11446.5,1097.0,4,0,3,9,0,0,0.0471,15232985.0,,,3389.1,3916.2,6191.9,8431.6,4541.7,8246.4,12277.2,17025.5,11019.1,9216.7,Guadalupe,23700.0,29550.0,84000.0,10.073272520325904
643,Lamudi,ceiling,Condo For Sale in Kasambagan,"MLD Building, Governor Mariano Cuenco Avenue corner Paseo Saturnino Street, Kasambagan, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,35.0,1.0,1.0,7985419.0,10.32962093,123.90970479,Lamudi scraper,False,228154.82857142857,15.893127811642172,,7979.4,749.5,14,7,22,37,2,3,0.3329,25326333.0,,,1436.5,538.6,1801.2,4890.9,8494.4,12248.4,7885.7,21399.2,15419.6,13610.1,Kasambagan,30000.0,34500.0,115000.0,10.308985993422082
644,Lamudi,ceiling,Offices For Sale in Kasambagan,"Meridian by AVENIR, Golam Drive, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Residential,,29.0,,,4800000.0,10.3241324,123.9098848,Lamudi scraper,False,165517.24137931035,15.38412647587812,,7791.1,1126.9,8,9,47,41,4,2,0.4052,32424803.0,,,929.9,534.5,2276.6,4684.8,8056.6,11795.5,8287.9,21034.1,15076.4,13265.4,Kasambagan,30000.0,34500.0,115000.0,10.308985993422082
645,Lamudi,ceiling,Condo For Sale in Mactan,"The Reef Island Resort Mactan, Cebu, Dapdap, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,,67.0,1.0,1.0,18000000.0,10.2987618,124.0157325,Lamudi scraper,False,268656.7164179105,16.70588231586044,,4127.5,12619.6,1,0,1,0,1,0,0.035,13132114.0,,,12379.4,12425.4,11412.8,7234.2,17418.9,20282.2,10345.6,29933.1,24620.4,22939.5,Mactan,5000.0,10500.0,107500.0,8.517393171418904
646,Lamudi,ceiling,Condo For Sale in Maribago,"Buyong Road, Maribago, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,60.0,1.0,1.0,10000000.0,10.28979303,124.00498185,Lamudi scraper,False,166666.66666666666,16.11809565095832,,3439.2,12003.9,2,0,0,0,0,1,0.0177,17751310.0,,,11453.5,11604.9,10849.3,6438.2,16108.0,18872.0,10643.7,28494.6,23251.4,21592.7,Maribago,4125.0,9750.0,112500.0,8.325063693631197
647,Lamudi,ceiling,Townhouse For Sale in Sacsac,"Cabangahan, Consolacion, Cebu, Central Visayas, PHL",Consolacion,Single Detached,,71.0,3.0,2.0,3020000.0,10.39946697,123.9250001,Lamudi scraper,False,42535.211267605635,14.920767389351052,,11838.9,5309.4,5,0,0,1,0,0,0.0324,12414745.0,,,9352.9,8358.7,6460.1,9968.2,15925.6,19654.6,4951.0,28048.5,22050.1,20313.7,Cabangahan,1700.0,,,7.438971592395862
648,Lamudi,ceiling,House For Sale in Babag,"7W9G+PW Lapu-Lapu City, Cebu, Philippines",Lapu-Lapu City,Single Detached,,1600.0,8.0,6.0,25000000.0,10.26931,123.927355,Lamudi scraper,False,15625.0,17.034386382832476,,7046.7,6252.3,0,0,0,0,0,0,0.0,,,,5961.6,6806.3,8059.5,5586.8,7496.7,10079.4,12569.0,19726.7,14477.3,12852.2,Calawisan,3350.0,9000.0,,8.11701408773731
649,Lamudi,ceiling,Condo For Sale in Punta Engaño,"Punta Engano, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,65.0,2.0,2.0,5900000.0,10.33005475,124.04013073,Lamudi scraper,False,90769.23076923077,15.590462908875947,,7155.5,14142.8,3,0,0,1,0,0,0.0203,31667499.0,,,14925.8,14703.4,13106.2,9880.5,20857.6,23999.9,9819.4,33703.0,28173.0,26431.8,Punta Engaño,7000.0,13500.0,95000.0,8.853808274977197
650,Lamudi,ceiling,Condo For Sale in Cebu,"Le Menda Residences Showroom, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Condominium,,,1.0,1.0,5850785.0,10.3483415,123.8889389,Lamudi scraper,False,,15.582086398239818,,10861.9,2326.2,1,0,0,1,0,0,0.0082,15919196.0,,,3780.0,3028.2,3576.3,7842.7,9117.3,12795.2,8765.9,21176.8,15163.6,13411.2,Busay,8500.0,5500.0,120000.0,9.04793908261736
651,Lamudi,ceiling,Studio For Sale in Camputhaw,"The Trillium Residences, Molave Street, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Residential,,27.0,1.0,1.0,3000000.0,10.320252,123.9015679,Lamudi scraper,False,111111.11111111112,14.914122846632385,,8593.5,800.0,21,16,54,43,2,5,0.5278,27987787.0,,,395.8,852.9,3170.8,5496.6,7124.2,10878.5,9244.3,20052.4,14084.9,12274.2,Camputhaw,63000.0,74000.0,120000.0,11.050905878263567
652,Lamudi,ceiling,House For Sale in Talamban,"Talamban, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,184.0,,3.0,13237000.0,10.3693292,123.9169018,Lamudi scraper,False,71940.21739130435,16.398526496695908,,9688.7,1843.6,5,0,5,9,1,2,0.0945,18695043.0,,,5887.1,4892.5,3123.8,7248.2,12559.2,16310.8,5190.1,24973.0,18952.6,17181.5,Talamban,26375.0,68100.0,117500.0,10.180209784751566
653,Lamudi,ceiling,Condo For Sale in Cebu,"Balamban Liempo Cebu Guadalupe Branch II, V. Rama Avenue, Guadalupe, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,20.0,,1.0,3200000.0,10.32288701,123.8835775,Lamudi scraper,False,160000.0,14.978661367769956,,10582.8,1128.1,10,4,6,9,0,3,0.1438,48581003.0,,,2329.8,2464.2,4576.7,7486.2,6283.7,10010.2,10608.3,18752.0,12735.7,10941.6,Guadalupe,23700.0,29550.0,84000.0,10.073272520325904
654,Lamudi,ceiling,Offices For Sale in Kasambagan,"Cebu Exchange Tower, Salinas Drive, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Residential,,170.0,,,33000000.0,10.3274961,123.9051344,Lamudi scraper,False,194117.64705882352,17.312018119430753,,8389.2,551.2,21,6,35,42,4,4,0.4528,27497590.0,,,1074.9,110.8,2323.4,5286.3,7991.6,11751.2,8418.4,20863.0,14878.5,13069.7,Lahug,30000.0,57000.0,115000.0,10.308985993422082
655,Lamudi,ceiling,House For Sale in Casili,"GREENVILLE HEIGHTS SUBDIVISION, Upper Casili, Consolacion, Lalawigan ng Cebu, Pilipinas",Consolacion,Single Detached,,,,,49000000.0,10.37149136,123.95105578,Lamudi scraper,False,,17.7073308560749,,7775.6,4632.9,10,5,5,7,0,2,0.1427,18828571.0,,,7858.9,7023.7,4690.7,6431.3,14979.6,18724.4,1500.3,27857.4,21856.5,20052.4,Poblacion Occidental,4500.0,4000.0,,8.412054873292933
656,Lamudi,ceiling,Condo For Sale in Cebu Business Park,"Cebu Business Park, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Condominium,,70.0,1.0,1.0,17000000.0,10.3173504,123.9059978,Lamudi scraper,False,242857.14285714287,16.64872390202049,,8064.8,1280.7,16,17,48,44,2,5,0.5024,26823490.0,,,199.3,1041.7,3141.7,4979.8,7221.3,10949.7,9123.5,20238.1,14299.7,12489.2,Luz,51250.0,206750.0,164500.0,10.844490409005417
657,Lamudi,ceiling,Commercial For Sale in Cebu,"South Road Properties, Antuwanga, Lungsod ng Cebu, Cebu, Pilipinas",Cebu City,Residential,,2193.0,,,690547584.0,10.2700647,123.8742644,Lamudi scraper,False,314887.17920656636,20.352995440821605,,12178.7,1578.0,1,0,0,3,1,0,0.0403,383665537.0,,,6246.6,7180.4,9440.9,9728.4,1694.3,4818.8,15362.7,14457.7,8846.3,7137.8,Cogon Pardo,17500.0,21500.0,92500.0,9.770013301136158
658,Lamudi,ceiling,Land For Sale in San Roque,"Cebu South Road Properties, Antuwanga, Cebu City, Cebu, Philippines",Cebu City,Residential,,2547.0,,,798484500.0,10.29118002,123.90269678,Lamudi scraper,True,313500.0,20.49822611403457,,8534.5,2663.1,15,8,60,36,6,5,0.5148,183627628.0,,,2972.5,3965.7,5939.8,5881.5,5252.4,8716.0,11605.7,18321.4,12586.5,10816.9,San Roque (Ciudad),28125.0,90642.5,,10.244449694430193
659,Lamudi,ceiling,House For Sale in Alegria,"7X53+3W Cordova, Cebu, Philippines",Cordova,Single Detached,,120.0,4.0,3.0,7000000.0,10.25771865,123.95486458,Lamudi scraper,False,58333.333333333336,15.761420707019589,,6101.5,9470.3,8,2,4,3,1,2,0.1186,8500000.0,,,8682.9,9365.8,10031.4,6231.5,10618.5,12787.4,13245.2,22219.1,17304.8,15771.8,Gabi,10000.0,3875.0,,9.210440366976517
660,Lamudi,ceiling,Land For Sale in Talamban,"Talamban, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Residential,,321.0,,,18060000.0,10.3693292,123.9169018,Lamudi scraper,False,56261.68224299065,16.70921010595311,,9688.7,1843.6,5,0,5,9,1,2,0.0945,18494084.0,,,5887.1,4892.5,3123.8,7248.2,12559.2,16310.8,5190.1,24973.0,18952.6,17181.5,Talamban,26375.0,68100.0,117500.0,10.180209784751566
661,Lamudi,ceiling,Condo For Sale in Cebu Business Park,"Archbishop Reyes Avenue, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Condominium,,65.0,2.0,2.0,15726000.0,10.3208657,123.9041927,Lamudi scraper,False,241938.46153846153,16.5708259515336,,8322.8,844.0,23,15,59,47,2,7,0.5556,26547095.0,,,333.4,672.9,2933.4,5222.2,7365.9,11114.2,8987.9,20319.9,14358.2,12547.2,Lahug,30000.0,57000.0,115000.0,10.308985993422082
662,Lamudi,ceiling,Condo For Sale in Mabolo,"Pope John Paul II Avenue, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Condominium,,104.0,2.0,2.0,34532974.0,10.3196098,123.9113617,Lamudi scraper,False,332047.82692307694,17.357425193662007,,7526.2,1499.7,13,7,45,43,2,5,0.3785,30813081.0,,,801.3,999.6,2648.9,4425.9,7819.5,11533.0,8539.4,20858.6,14928.0,13117.8,Mabolo,40600.0,98860.0,112500.0,10.611547975828369
663,Lamudi,ceiling,Penthouse For Sale in Apas,"India Street, Cebu City, Cebu, Pilipinas",Cebu City,Single Detached,,431.0,4.0,4.0,146466900.0,10.3325804,123.9067979,Lamudi scraper,False,339830.39443155454,18.80231002232688,,8387.0,293.4,15,4,22,34,2,4,0.3081,23167814.0,,,1659.4,661.8,1833.4,5310.0,8547.2,12310.0,7919.8,21365.9,15370.3,13564.0,Apas,28800.0,37300.0,125550.0,10.268165387743457
664,Lamudi,ceiling,Penthouse For Sale in Cebu Business Park,"Avalon, Luzon Avenue, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,259.0,3.0,4.0,43000000.0,10.3161902,123.9047197,Lamudi scraper,False,166023.16602316604,17.576710673657836,,8186.5,1307.5,19,16,51,46,2,5,0.5185,26282144.0,,,193.4,1176.0,3324.9,5110.5,7031.1,10760.2,9313.4,20048.8,14111.9,12301.4,Luz,51250.0,206750.0,164500.0,10.844490409005417
665,Lamudi,ceiling,Condo For Sale in Mactan,"The Mactan Newtown, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,,70.0,2.0,3.0,8500000.0,10.3082854,124.0174755,Lamudi scraper,False,121428.57142857143,15.955576721460544,,4212.1,12426.6,1,1,4,8,5,1,0.1825,15068800.0,,,12432.0,12391.4,11193.5,7257.2,17817.0,20801.6,9593.9,30484.0,25076.2,23369.1,Mactan,5000.0,10500.0,107500.0,8.517393171418904
666,Lamudi,ceiling,House For Sale in Cebu,"16-965 Julio Diaz St, Guadalupe, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,,250.0,5.0,4.0,28000000.0,10.31795066,123.88567485,Lamudi scraper,False,112000.0,17.14771506813948,,10278.4,558.8,13,5,21,15,0,4,0.2085,45128215.0,,,2032.5,2404.2,4658.4,7202.0,5903.4,9655.3,10743.0,18553.9,12551.0,10747.1,Guadalupe,23700.0,29550.0,84000.0,10.073272520325904
667,Lamudi,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,25.0,1.0,1.0,5486084.0,10.28410958,123.97552209,Lamudi scraper,False,219443.36,15.517725262064978,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11726720.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
668,Lamudi,ceiling,Condo For Sale in Punta Engaño,"Punta Engano, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,83.0,2.0,2.0,11000000.0,10.33005475,124.04013073,Lamudi scraper,False,132530.1204819277,16.213405830762646,,7155.5,14142.8,3,0,0,1,0,0,0.0203,31551590.0,,,14925.8,14703.4,13106.2,9880.5,20857.6,23999.9,9819.4,33703.0,28173.0,26431.8,Punta Engaño,7000.0,13500.0,95000.0,8.853808274977197
669,Lamudi,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,45.0,2.0,1.0,10388374.0,10.28410958,123.97552209,Lamudi scraper,False,230852.75555555552,16.15619785419716,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11662216.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
670,Lamudi,ceiling,Condo For Sale in Canduman,"Canduman, Lalawigan ng Cebu, Pilipinas",Mandaue City,Condominium,,34.0,1.0,1.0,4031857.0,10.3677899,123.9331874,Lamudi scraper,False,118584.0294117647,15.209737621834558,,8397.0,2740.0,4,0,0,6,0,0,0.0371,4359511.0,,,6389.9,5464.2,3217.0,6339.5,13410.5,17173.8,3484.7,26126.1,20109.7,18315.5,Canduman,9770.0,15750.0,87415.0,9.187174093944343
671,Lamudi,ceiling,Condo For Sale in Cebu IT Park,"Cebu IT Park, Cebu City, Cebu, Pilipinas",Cebu City,Condominium,,42.0,1.0,1.0,8845000.0,10.3304499,123.9073923,Lamudi scraper,False,210595.2380952381,15.995362885576023,,8248.5,530.0,17,5,21,34,2,3,0.3234,24157640.0,,,1440.6,451.7,1921.4,5160.0,8402.3,12162.1,8018.0,21262.8,15274.7,13466.6,Lahug,30000.0,57000.0,115000.0,10.308985993422082
672,Lamudi,ceiling,House For Sale in Danao,"Aduna Beach Villas, Danao City, Lalawigan ng Cebu, Pilipinas",Danao City,Single Detached,,89.0,1.0,2.0,11564827.0,10.5392272,124.0303586,Lamudi scraper,False,129941.87640449438,16.263478894607992,,26405.8,24342.9,2,0,0,0,0,0,0.0121,8298932.0,,,28214.0,27276.9,25033.0,26528.6,35150.0,38908.0,19502.5,47364.8,41382.4,39655.6,Guinsay,2000.0,3000.0,,7.601402334583733
673,Lamudi,ceiling,Condo For Sale in Mactan,"The Reef Island Resort Mactan, Cebu, Dapdap, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,,45.0,1.0,1.0,11800000.0,10.2987618,124.0157325,Lamudi scraper,False,262222.22222222225,16.283610089435893,,4127.5,12619.6,1,0,1,0,1,0,0.035,13574971.0,,,12379.4,12425.4,11412.8,7234.2,17418.9,20282.2,10345.6,29933.1,24620.4,22939.5,Mactan,5000.0,10500.0,107500.0,8.517393171418904
674,Lamudi,ceiling,Beach House For Sale in Poblacion,"Liloan, Lalawigan ng Cebu, Pilipinas",Liloan,Single Detached,,3227.0,3.0,3.0,68000000.0,10.39926,124.0000198,Lamudi scraper,False,21072.20328478463,18.03501826314038,,10493.0,10808.4,5,4,5,5,2,1,0.1482,,,,13843.3,13090.4,10777.3,10905.8,20952.8,24650.9,4701.2,33949.6,27970.2,26161.3,Poblacion,3125.0,4000.0,,8.047509510981422
675,Lamudi,ceiling,Townhouse For Sale in San Isidro,"Cansojong, Talisay, Lalawigan ng Cebu, Pilipinas",Talisay City,Single Detached,,175.0,3.0,2.0,11100000.0,10.2548959,123.8458525,Lamudi scraper,False,63428.57142857143,16.222455666282563,,15684.3,581.9,7,1,2,10,0,0,0.0763,65997484.0,,,9479.3,10331.6,12654.9,13264.5,2365.1,1401.0,18690.4,10920.8,5416.7,3842.5,Cansojong,9500.0,17500.0,,9.15915233520675
676,Lamudi,ceiling,Land For Sale in Agus,"7XPJ+9P9, Fuentes Rd, Lapu-Lapu City, Cebu, Philippines",Lapu-Lapu City,Residential,,21525.0,,,473550000.0,10.28498488,123.98194609,Lamudi scraper,False,22000.0,19.975768061636384,,2490.2,10052.5,1,0,0,0,0,0,0.0061,4546968.0,,,9252.8,9539.0,9172.0,4621.4,13542.8,16301.3,10369.4,25937.3,20675.1,19017.8,Agus,8000.0,9781.25,,8.987321812850125
677,Lamudi,ceiling,House For Sale in Pooc,"6RR9+CP Talisay, Cebu, Philippines",Talisay City,Single Detached,,335.0,5.0,5.0,16000000.0,10.241117,123.819307,Lamudi scraper,False,47761.19402985075,16.588099280204055,,18953.2,3302.7,5,1,0,6,0,0,0.0532,19831882.0,,,12618.0,13419.1,15752.1,16547.2,5517.7,2162.4,21828.8,7637.3,2488.4,1849.9,Pooc,11800.0,14000.0,,9.375939552625749
678,Lamudi,ceiling,Studio For Sale in Cordova,"Subabasbas, Lapu-Lapu City, Cebu, Central Visayas, PHL",Cordova,Residential,,,,,1500000.0,10.191971655569056,123.9367303624749,Lamudi scraper,False,,14.22097566607244,,13620.6,12375.7,0,0,0,0,0,0,0.0,,,,14443.0,15361.2,16718.1,13624.9,12307.6,12200.3,20732.4,19614.5,16419.9,15489.3,,10000.0,3875.0,,9.210440366976517
679,Lamudi,ceiling,House For Sale in Talisay,"Bulacao Pardo, Cebu City, Cebu, Central Visayas, PHL",Talisay City,Single Detached,,280.0,4.0,4.0,30000000.0,10.2848599,123.83005686,Lamudi scraper,False,107142.85714285714,17.216707939626428,,16482.0,3172.8,1,0,0,0,0,0,0.0061,,,,8908.6,9500.6,11765.2,13652.0,3469.6,4600.5,17829.0,11620.7,5610.7,3892.9,Lagtang,8000.0,16000.0,,8.987321812850125
680,Lamudi,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,25.0,1.0,1.0,4518498.0,10.28410958,123.97552209,Lamudi scraper,False,180739.92,15.323690195699283,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11739451.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
681,Lamudi,ceiling,Condo For Sale in Luz,"Tres Borces, Mabolo, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,47.0,1.0,1.0,8500000.0,10.319411,123.913047,Lamudi scraper,False,180851.0638297872,15.955576721460544,,7340.9,1666.0,13,8,40,36,1,5,0.3397,30129198.0,,,977.1,1137.7,2602.8,4240.3,7941.2,11644.9,8433.3,20993.9,15070.7,13261.0,Mabolo,40600.0,98860.0,112500.0,10.611547975828369
682,Lamudi,ceiling,Condo For Sale in Mactan,"Mactan newtown Residences, Newtown Boulevard, The Mactan Newtown, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,,179.0,6.0,3.0,31000000.0,10.3077641,124.0135564,Lamudi scraper,False,173184.35754189943,17.24949776244942,,3782.1,12038.6,2,1,4,9,2,1,0.1073,18103388.0,,,12010.2,11978.9,10809.7,6835.4,17386.3,20379.0,9384.8,30063.9,24648.1,22939.6,Mactan,5000.0,10500.0,107500.0,8.517393171418904
683,Lamudi,ceiling,Condo For Sale in Punta Engaño,"Sheraton Cebu Mactan Resort, Punta Engaño Road, Mactan Island, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,,52.0,1.0,1.0,23900000.0,10.3232174,124.0351927,Lamudi scraper,False,459615.3846153846,16.98938901690174,,6401.5,13776.1,3,0,0,1,0,0,0.0203,32349685.0,,,14336.5,14164.0,12668.5,9232.1,20116.0,23207.5,9804.3,32905.9,27417.0,25686.5,Punta Engaño,7000.0,13500.0,95000.0,8.853808274977197
684,Lamudi,ceiling,Land For Sale in Tawason,"Tawason, Mandaue City, Cebu, Central Visayas, PHL",Mandaue City,Residential,,486.0,,,21870000.0,10.39255749,123.92449144,Lamudi scraper,False,45000.0,16.90062639265295,,11209.1,4553.3,5,0,0,3,0,0,0.0367,13211614.0,,,8595.0,7602.4,5689.8,9252.9,15218.8,18956.6,4653.6,27432.7,21425.5,19678.6,Sacsac,2400.0,,,7.783640596221253
685,Lamudi,ceiling,House For Sale in Minglanilla,"Aryz Beauty Salon, Linao Lipata, Minglanilla, Cebu, Central Visayas, PHL",Minglanilla,Single Detached,,1120.0,6.0,5.0,25000000.0,10.25451388,123.80936426,Lamudi scraper,False,22321.428571428572,17.034386382832476,,19461.1,3731.8,3,0,4,4,0,0,0.0316,4165160.0,,,12546.2,13254.9,15570.6,16870.3,5751.8,3410.7,21666.1,7628.8,1627.4,183.6,Linao,7000.0,20000.0,,8.853808274977197
686,Lamudi,ceiling,Townhouse For Sale in Tamiao,"Tamiao, Compostela, Cebu, Central Visayas, PHL",Compostela,Single Detached,,53.0,2.0,2.0,5049000.0,10.44724499,123.98910129,Lamudi scraper,False,95264.15094339622,15.434700761841052,,15612.6,13365.2,0,0,0,0,0,0,0.0,4977571.0,,,17119.6,16207.9,13924.4,15417.4,24149.0,27913.4,8338.1,36691.6,30672.7,28903.7,Cabadiangan,750.0,,,6.621405651764134
687,Lamudi,ceiling,House For Sale in Banilad,"Paseo Sally, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,550.0,6.0,5.0,48000000.0,10.3551008,123.8972819,Lamudi scraper,False,87272.72727272728,17.686711568872166,,10405.5,1732.3,0,0,0,0,0,0,0.0,59280000.0,,,4209.8,3289.8,2991.8,7499.3,10164.0,13874.7,7654.1,22348.1,16332.2,14573.9,Busay,8500.0,5500.0,120000.0,9.04793908261736
