property_id,source,price_type,property_name,address,city,property_type,lot_area_sqm,floor_area_sqm,bedrooms,bathrooms,price_php,latitude,longitude,geocode_source,price_outlier_flag,price_per_sqm,log_price,dist_cbd_m,dist_airport_m,dist_cbrt_nearest_m,amenity_score_education,amenity_score_health,amenity_score_finance,amenity_score_grocery,amenity_score_transport,amenity_score_security,amenity_score_composite,spatial_lag_price,bir_zonal_value,valuation_gap,dist_cebu_business_park_m,dist_it_park_m,dist_mandaue_cbd_m,dist_mactan_cbd_m,dist_srp_m,dist_talisay_tabunok_m,dist_consolacion_m,dist_naga_city_m,dist_minglanilla_poblacion_m,dist_minglanilla_lipata_m,barangay_geocoded,bir_zonal_rr_median,bir_zonal_cr_median,bir_zonal_rc_median,bir_zonal_rr_log
327,Lamudi,ceiling,Condo For Sale in Cebu Business Park,"Luzon Avenue, Hippodromo, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,69.0,1.0,1.0,16000000.0,10.31700135,123.90449353,Lamudi scraper,False,231884.0579710145,16.588099280204055,,8222.5,1241.9,19,18,52,47,2,5,0.5418,26192025.0,,,99.9,1089.1,3262.4,5140.9,7077.2,10810.8,9265.9,20083.4,14141.3,12330.6,Luz,51250.0,206750.0,164500.0,10.844490409005417
328,Lamudi,ceiling,Condo For Sale in Cebu Business Park,"Cebu Business Park, Cebu City, Cebu, Pilipinas",Cebu City,Condominium,,125.0,3.0,3.0,30276529.0,10.3173504,123.9059978,Lamudi scraper,False,242212.232,17.225883349844096,,8064.8,1280.7,16,17,48,44,2,5,0.5024,26675973.0,,,199.3,1041.7,3141.7,4979.8,7221.3,10949.7,9123.5,20238.1,14299.7,12489.2,Luz,51250.0,206750.0,164500.0,10.844490409005417
329,Lamudi,ceiling,Townhouse For Sale in Basak,"Basak, Lapu-Lapu City, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Single Detached,,125.0,4.0,2.0,5200000.0,10.2910239,123.961041,Lamudi scraper,False,41600.0,15.464169183551656,,2662.2,7792.2,5,10,2,12,1,0,0.1862,47172022.0,,,6892.5,7233.2,7128.3,2730.0,11377.9,14346.3,9510.6,24040.4,18612.8,16913.6,Basak,10000.0,15000.0,62500.0,9.210440366976517
330,Lamudi,ceiling,Condo For Sale in Punta Engaño,"Punta Engano, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,42.0,1.0,1.0,12400000.0,10.33004573,124.04013199,Lamudi scraper,False,295238.09523809527,16.333207030575267,,7155.3,14143.1,3,0,0,1,0,0,0.0203,31519772.0,,,14925.9,14703.5,13106.4,9880.5,20857.4,23999.6,9820.0,33702.8,28172.8,26431.6,Punta Engaño,7000.0,13500.0,95000.0,8.853808274977197
331,Lamudi,ceiling,Condo For Sale in Cebu IT Park,"Calyx Center, Cebu I.T. Park, W Geonzon St, Lungsod ng Cebu, 6000 Lalawigan ng Cebu, Philippines",Cebu City,Condominium,,95.0,2.0,2.0,12632000.0,10.328947,123.905843,Lamudi scraper,False,132968.42105263157,16.351743834917617,,8359.8,643.6,21,5,24,35,2,5,0.3645,25289365.0,,,1244.1,248.2,2158.7,5262.0,8165.7,11926.1,8255.1,21025.7,15038.3,13230.0,Lahug,30000.0,57000.0,115000.0,10.308985993422082
332,Lamudi,ceiling,Land For Sale in Labangon,"Labangon, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Residential,,,,,35000.0,10.2989677,123.8813181,Lamudi scraper,True,,10.46310334047155,,10724.5,403.9,12,9,3,15,0,4,0.2207,143195708.0,,,3273.0,4083.2,6412.2,7835.0,3886.6,7647.7,12479.3,16851.6,10921.7,9112.4,Labangon,20000.0,28046.0,92500.0,9.90353755128617
333,Lamudi,ceiling,Land For Sale in Tabla,"CWPR+PJ Consolacion, Cebu, Philippines",Liloan,Residential,,300.0,,,1830000.0,10.436784,123.941552,Lamudi scraper,False,6100.0,14.419826524817603,,14980.7,9804.7,0,0,0,0,0,0,0.0,151544844.0,,,13837.9,12849.7,10832.3,13733.4,20446.4,24167.1,7129.5,32404.3,26434.7,24724.0,San Roque,2000.0,,,7.601402334583733
334,Lamudi,ceiling,Townhouse For Sale in Bulacao,"St. Jude Acres Bulacao, Natalio B. Bacalso Avenue, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,84.0,4.0,3.0,7599000.0,10.2736376,123.8491234,Lamudi scraper,False,90464.28571428572,15.84352721765192,,14689.9,952.1,16,1,6,10,0,2,0.1467,6848528.0,,,7782.5,8557.7,10890.3,12038.1,1086.3,3443.4,16976.4,12344.4,6455.4,4660.9,Bulacao,16000.0,25000.0,92500.0,9.680406499268875
335,Lamudi,ceiling,Townhouse For Sale in Casili,"3 C.Congson, Mandaue City, Cebu, Philippines",Consolacion,Single Detached,,60.0,3.0,2.0,3600000.0,10.367855,123.949434,Lamudi scraper,False,60000.0,15.096444403426338,,7480.4,4305.5,6,3,4,9,0,0,0.0905,18333429.0,,,7437.7,6613.9,4281.5,6030.6,14561.8,18303.3,1841.6,27459.7,21463.0,19657.5,Jagobiao,8515.0,16750.0,,9.049702026013371
336,Lamudi,ceiling,Land For Sale in Tawason,"Priveya Hills Talamban Cebu City, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Mandaue City,Residential,,400.0,,,17769060.0,10.3926015,123.9242484,Lamudi scraper,False,44422.65,16.69296930058874,,11227.4,4550.7,5,0,0,3,0,0,0.0367,13584427.0,,,8593.0,7600.0,5692.9,9266.1,15210.6,18947.7,4680.0,27418.7,21411.9,19665.6,Sacsac,2400.0,,,7.783640596221253
337,Lamudi,ceiling,House For Sale in Tisa,"Tisa, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,390.0,5.0,5.0,27000000.0,10.301553,123.870527,Lamudi scraper,False,69230.76923076923,17.111347423968603,,11882.6,965.7,10,4,2,12,0,0,0.1287,13846335.0,,,4111.6,4763.4,7077.6,8945.3,3538.4,7243.2,13173.8,16108.1,10118.8,8310.2,Tisa,12820.0,21320.0,90000.0,9.4588397305527
338,Lamudi,ceiling,Condo For Sale in Marigondon,"7X8W+FW Lapu-Lapu City, Cebu, Philippines",Lapu-Lapu City,Condominium,,90.0,2.0,2.0,19000000.0,10.266182,123.997295,Lamudi scraper,False,211111.11111111112,16.759949537130716,,4980.3,12619.7,0,0,0,0,0,0,0.0,10898466.0,,,11689.6,12065.8,11833.7,7288.2,15156.9,17512.2,12804.0,26950.9,22012.3,20447.0,,9500.0,19500.0,57500.0,9.15915233520675
339,Lamudi,ceiling,Condo For Sale in Kasambagan,"Pres. Magsaysay Extension, Mabolo, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,31.0,2.0,1.0,7688800.0,10.327819,123.915987,Lamudi scraper,False,248025.8064516129,15.855275282491212,,7264.0,1406.4,6,5,13,24,0,1,0.159,23536731.0,,,1694.6,1124.9,1614.1,4178.2,8816.8,12546.1,7527.0,21812.9,15858.3,14047.3,Kasambagan,30000.0,34500.0,115000.0,10.308985993422082
340,Lamudi,ceiling,Condo For Sale in Punta Engaño,"Amisa Residences, Lungsod ng Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,,81.0,2.0,2.0,9000000.0,10.328166,124.041029,Lamudi scraper,False,111111.11111111112,16.012735135300492,,7176.5,14278.9,3,0,0,1,0,0,0.0203,31381555.0,,,15006.3,14797.9,13226.0,9940.9,20887.2,24007.9,10014.2,33709.2,28197.2,26460.3,Punta Engaño,7000.0,13500.0,95000.0,8.853808274977197
341,Lamudi,ceiling,Studio For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Residential,,30.0,1.0,1.0,5309958.0,10.28410958,123.97552209,Lamudi scraper,False,176998.6,15.48509448358232,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11729037.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
342,Lamudi,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,25.0,1.0,1.0,4364108.0,10.28410958,123.97552209,Lamudi scraper,False,174564.32,15.288924373566545,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11741482.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
343,Lamudi,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,25.0,1.0,1.0,4409115.0,10.28410958,123.97552209,Lamudi scraper,False,176364.6,15.29918454701194,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11740890.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
344,Lamudi,ceiling,House For Sale in Tamiao,"Tamiao, Compostela, Cebu, Central Visayas, PHL",Compostela,Single Detached,,82.0,3.0,2.0,7200000.0,10.44724499,123.98910129,Lamudi scraper,False,87804.87804878049,15.789591583986285,,15612.6,13365.2,0,0,0,0,0,0,0.0,4670286.0,,,17119.6,16207.9,13924.4,15417.4,24149.0,27913.4,8338.1,36691.6,30672.7,28903.7,Cabadiangan,750.0,,,6.621405651764134
345,Lamudi,ceiling,House For Sale in Banilad,"Maria Luisa Road, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,300.0,6.0,5.0,42000000.0,10.3439001,123.9107733,Lamudi scraper,False,140000.0,17.553180176247643,,8506.0,171.5,17,9,21,25,0,1,0.2775,42022263.0,,,2981.2,1987.8,1137.8,5570.2,9817.4,13581.8,6839.3,22523.6,16511.8,14713.3,Banilad,41500.0,92500.0,90000.0,10.633472802314019
346,Lamudi,ceiling,Residential Lot For Sale in Punta Engaño,"Punta Engano, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Lot Only,,241.0,,,7000000.0,10.33247668,124.043602,Lamudi scraper,False,29045.64315352697,15.761420707019589,,7607.0,14471.0,0,0,0,0,0,0,0.0,8902914.0,,,15330.2,15092.0,13461.3,10305.3,21302.5,24455.5,10009.8,34159.2,28620.7,26877.2,Punta Engaño,7000.0,13500.0,95000.0,8.853808274977197
347,Lamudi,ceiling,Condo For Sale in Cebu Business Park,"Cardinal Rosales Avenue, Hippodromo, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,107.0,3.0,4.0,24600000.0,10.31557373,123.9053366,Lamudi scraper,False,229906.54205607477,17.01825700090259,,8111.4,1395.9,20,17,51,45,2,5,0.5324,26506534.0,,,281.3,1239.8,3348.4,5039.7,7031.9,10755.0,9316.4,20061.8,14130.7,12320.6,Luz,51250.0,206750.0,164500.0,10.844490409005417
348,Lamudi,ceiling,Land For Sale in Mohon,"Mohon, Talisay, Lalawigan ng Cebu, Pilipinas",Talisay City,Residential,,155.0,,,2325000.0,10.2514505,123.8257767,Lamudi scraper,False,15000.0,14.659230597003594,,17872.2,2091.5,9,3,1,11,0,2,0.1204,37099958.0,,,11325.3,12109.0,14441.6,15383.0,4275.2,1625.8,20526.5,8837.7,3187.0,1704.6,Mohon,10000.0,21000.0,,9.210440366976517
349,Lamudi,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,25.0,1.0,1.0,4419051.0,10.28410958,123.97552209,Lamudi scraper,False,176762.04,15.30143552511892,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11740759.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
350,Lamudi,ceiling,Condo For Sale in Maribago,"Buyong Road, Maribago, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,37.0,,1.0,8181264.0,10.28986648,124.00575829,Lamudi scraper,False,221115.24324324325,15.91735721986883,,3505.3,12074.6,2,0,0,0,0,1,0.0177,17932101.0,,,11533.0,11681.5,10917.1,6512.3,16193.3,18956.0,10672.6,28577.8,23336.2,21677.7,Mactan,5000.0,10500.0,107500.0,8.517393171418904
351,Lamudi,ceiling,House For Sale in Guizo,"Mandaue, Lalawigan ng Cebu, Pilipinas",Mandaue City,Single Detached,,174.0,4.0,3.0,23000000.0,10.33214167,123.93571347,Lamudi scraper,False,132183.908045977,16.951004773893423,,5487.4,3111.3,15,8,34,33,4,2,0.4048,167038559.0,,,3789.8,3331.2,1927.7,2675.2,10750.3,14410.7,5811.4,23833.1,17922.6,16113.6,Guizo,12750.0,26500.0,,9.453364978883542
352,Lamudi,ceiling,House For Sale in Cebu,"Cebu City, Cebu, Philippines",Cebu City,Single Detached,,133.0,4.0,4.0,14724000.0,10.3156992,123.8854366,Lamudi scraper,False,110706.76691729324,16.50498937348105,,10278.3,393.1,15,8,24,23,0,4,0.2713,48702707.0,,,2072.6,2538.9,4824.6,7215.8,5674.1,9430.1,10917.0,18370.0,12373.0,10566.8,Guadalupe,23700.0,29550.0,84000.0,10.073272520325904
353,Lamudi,ceiling,Penthouse For Sale in Cebu,"Veterans Drive, Lahug, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,,123.0,2.0,2.0,26776786.0,10.34836347,123.889014,Lamudi scraper,False,217697.44715447153,17.103045876088412,,10855.5,2318.9,1,0,0,1,0,0,0.0082,10687696.0,,,3778.6,3025.2,3568.8,7836.8,9122.5,12801.0,8757.3,21184.2,15170.9,13418.3,Busay,8500.0,5500.0,120000.0,9.04793908261736
354,Lamudi,ceiling,Townhouse For Sale in Tisa,"16 Platinum Street, Cebu City, Cebu, Philippines",Cebu City,Single Detached,,72.0,4.0,3.0,8800000.0,10.304145,123.86984,Lamudi scraper,False,122222.22222222222,15.990262279448435,,11945.9,1257.2,4,1,2,11,0,0,0.0602,18896554.0,,,4062.3,4663.1,6960.4,8981.1,3784.2,7462.9,13052.4,16239.3,10238.2,8433.2,Tisa,12820.0,21320.0,90000.0,9.4588397305527
355,Lamudi,ceiling,Studio For Sale in Santa Cruz,"Kosh Kosh Laundry, V. Ranudo Extension, San Antonio, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Residential,,28.0,,1.0,4250000.0,10.3057022,123.8973152,Lamudi scraper,False,151785.7142857143,15.2624295409006,,8936.8,1319.9,33,18,51,59,2,3,0.6401,28750588.0,,,1551.2,2512.8,4743.8,5978.6,5642.1,9353.6,10717.6,18706.0,12803.7,10997.0,Santa Cruz,46000.0,73000.0,95000.0,10.736418414365376
356,Lamudi,ceiling,Townhouse For Sale in Mohon,"Mohon, City of Talisay, Lalawigan ng Cebu, Pilipinas",Talisay City,Single Detached,,47.0,2.0,2.0,4044900.0,10.2514505,123.8257767,Lamudi scraper,False,86061.70212765958,15.212967386290275,,17872.2,2091.5,9,3,1,11,0,2,0.1204,36908858.0,,,11325.3,12109.0,14441.6,15383.0,4275.2,1625.8,20526.5,8837.7,3187.0,1704.6,Mohon,10000.0,21000.0,,9.210440366976517
357,Lamudi,ceiling,Condo For Sale in Cebu IT Park,"East West Banking W Geonzon Street, Geonzon, Lahug, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,,,,13900000.0,10.328642,123.90537,Lamudi scraper,False,,16.44739939810092,,8399.6,595.5,23,5,31,36,2,5,0.3872,28740914.0,,,1204.2,218.5,2220.1,5300.3,8106.8,11867.5,8316.6,20964.2,14976.7,13168.4,Lahug,30000.0,57000.0,115000.0,10.308985993422082
358,Lamudi,ceiling,Penthouse For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Single Detached,,25.0,1.0,1.0,4947729.0,10.28410958,123.97552209,Lamudi scraper,False,197909.16,15.414439241390726,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11733803.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
359,Lamudi,ceiling,House For Sale in Talamban,"Budla-An, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,,213.0,5.0,3.0,12854700.0,10.37062043,123.89979383,Lamudi scraper,False,60350.704225352114,16.36922006118694,,11171.3,2416.4,1,0,0,0,0,0,0.0061,720000.0,,,5886.1,4925.4,3975.0,8482.1,11858.0,15542.4,7030.1,23818.9,17821.9,16090.1,Budla-an,9375.0,,,9.145908511816794
360,Lamudi,ceiling,House For Sale in Pooc,"6RR9+CP Talisay, Cebu, Philippines",Talisay City,Single Detached,,520.0,8.0,5.0,27000000.0,10.241117,123.819307,Lamudi scraper,False,51923.07692307692,17.111347423968603,,18953.2,3302.7,5,1,0,6,0,0,0.0532,19184824.0,,,12618.0,13419.1,15752.1,16547.2,5517.7,2162.4,21828.8,7637.3,2488.4,1849.9,Pooc,11800.0,14000.0,,9.375939552625749
361,Lamudi,ceiling,Condo For Sale in Punta Engaño,"Punta Engaño, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,,161.0,2.0,2.0,56101325.0,10.3231321,124.0349024,Lamudi scraper,False,348455.4347826087,17.842669988752334,,6368.4,13747.6,3,0,0,1,0,0,0.0203,31678824.0,,,14304.4,14132.5,12638.7,9199.5,20082.9,23174.5,9784.8,32873.0,27383.9,25653.3,Punta Engaño,7000.0,13500.0,95000.0,8.853808274977197
362,Lamudi,ceiling,Condo For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,25.0,1.0,1.0,5486084.0,10.28410958,123.97552209,Lamudi scraper,False,219443.36,15.517725262064978,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11726720.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
363,Lamudi,ceiling,Commercial For Sale in Carcar,"Ocana, Carcar, Cebu, Central Visayas, PHL",Carcar City,Residential,,4919.0,,,59028000.0,10.07509548,123.63156471,Lamudi scraper,False,12000.0,17.89352246556548,,45953.7,30918.9,0,0,0,0,0,0,0.0,,,,40240.8,41027.8,43359.6,43915.3,33131.8,29475.0,49446.8,20254.1,26273.3,28050.0,Ocana,3000.0,8000.0,,8.006700845440367
364,Lamudi,ceiling,Condo For Sale in Cebu IT Park,"East West Banking W Geonzon Street, Geonzon, Lahug, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,69.0,1.0,2.0,13300000.0,10.328642,123.90537,Lamudi scraper,False,192753.6231884058,16.40327459319198,,8399.6,595.5,23,5,31,36,2,5,0.3872,28750438.0,,,1204.2,218.5,2220.1,5300.3,8106.8,11867.5,8316.6,20964.2,14976.7,13168.4,Lahug,30000.0,57000.0,115000.0,10.308985993422082
365,Lamudi,ceiling,House For Sale in Banilad,"Maria Luisa Road, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,450.0,5.0,4.0,60000000.0,10.3439001,123.9107733,Lamudi scraper,False,133333.33333333334,17.909855120186375,,8506.0,171.5,17,9,21,25,0,1,0.2775,41507977.0,,,2981.2,1987.8,1137.8,5570.2,9817.4,13581.8,6839.3,22523.6,16511.8,14713.3,Banilad,41500.0,92500.0,90000.0,10.633472802314019
366,Lamudi,ceiling,House For Sale in Pooc,"6RR9+CP Talisay, Cebu, Philippines",Talisay City,Single Detached,,205.0,3.0,3.0,15000000.0,10.241117,123.819307,Lamudi scraper,False,73170.73170731707,16.523560759066484,,18953.2,3302.7,5,1,0,6,0,0,0.0532,19890706.0,,,12618.0,13419.1,15752.1,16547.2,5517.7,2162.4,21828.8,7637.3,2488.4,1849.9,Pooc,11800.0,14000.0,,9.375939552625749
367,Lamudi,ceiling,Condo For Sale in Apas,"Avida Towers Riala, Jose Maria del Mar Street, Lungsod ng Cebu, Cebu, Pilipinas",Cebu City,Condominium,,22.0,,1.0,3900000.0,10.3328036,123.9090696,Lamudi scraper,False,177272.72727272726,15.176487111099874,,8162.1,472.9,15,4,24,32,2,3,0.3006,25270618.0,,,1742.3,767.4,1615.1,5093.2,8721.1,12481.3,7710.1,21571.6,15580.4,13773.0,Apas,28800.0,37300.0,125550.0,10.268165387743457
368,Lamudi,ceiling,Condo For Sale in Cebu IT Park,"2 W Geonzon St, Cebu City, 6000 Cebu, Philippines",Cebu City,Condominium,,23.0,,1.0,3500000.0,10.330279,123.905622,Lamudi scraper,False,152173.91304347827,15.068273526459642,,8426.8,493.8,20,5,23,36,2,4,0.3538,25085853.0,,,1388.1,396.5,2085.2,5334.4,8266.4,12028.5,8179.8,21102.3,15110.4,13303.1,Lahug,30000.0,57000.0,115000.0,10.308985993422082
369,Lamudi,ceiling,Townhouse For Sale in Talamban,"Talamban, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,106.0,3.0,2.0,7207457.0,10.3670682,123.9173923,Lamudi scraper,False,67994.87735849057,15.790626742469266,,9472.8,1615.2,6,0,7,16,1,2,0.118,27054631.0,,,5656.4,4663.7,2867.4,7006.1,12370.6,16125.7,5182.2,24830.5,18809.3,17033.8,Talamban,26375.0,68100.0,117500.0,10.180209784751566
370,Lamudi,ceiling,Commercial Lot For Sale in Carcar,"Bolinawan, Carcar, Lalawigan ng Cebu, Pilipinas",Carcar City,Lot Only,,4919.0,,,59028000.0,10.091646,123.6343619,Lamudi scraper,False,12000.0,17.89352246556548,,44686.5,29493.0,0,0,0,0,0,0,0.0,11000000.0,,,38796.0,39564.7,41893.5,42578.3,31708.1,28090.2,47987.3,18731.4,24751.6,26541.2,Bolinawan,4000.0,7500.0,,8.294299608857235
371,Lamudi,ceiling,Residential Lot For Sale in Santa Cruz,"San Vicente, Liloan, Lalawigan ng Cebu, Pilipinas",Liloan,Lot Only,,240.0,,,3600000.0,10.4113853,123.9722147,Lamudi scraper,False,15000.0,15.096444403426338,,11609.7,9154.5,1,0,0,0,0,0,0.0061,7950000.0,,,12782.4,11893.9,9585.7,11104.0,19858.6,23619.1,3985.8,32558.9,26538.4,24751.3,San Vicente,2500.0,4000.0,,7.824445930877619
372,Lamudi,ceiling,Condo For Sale in Cebu Business Park,"Cebu Business Park, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Condominium,,88.0,2.0,3.0,27386061.0,10.3173504,123.9059978,Lamudi scraper,False,311205.23863636365,17.1255447192873,,8064.8,1280.7,16,17,48,44,2,5,0.5024,26708090.0,,,199.3,1041.7,3141.7,4979.8,7221.3,10949.7,9123.5,20238.1,14299.7,12489.2,Luz,51250.0,206750.0,164500.0,10.844490409005417
373,Lamudi,ceiling,Condo For Sale in Basak,"Basak-Sudtunggan Road, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Condominium,,32.0,1.0,1.0,3523210.0,10.2805548,123.9633561,Lamudi scraper,False,110100.3125,15.074883063835262,,3420.1,8655.0,3,1,2,4,0,0,0.0392,5819290.0,,,7682.7,8126.7,8217.5,3907.4,11470.9,14210.8,10670.1,23855.7,18583.2,16929.9,Basak,10000.0,15000.0,62500.0,9.210440366976517
374,Lamudi,ceiling,House For Sale in Pakigne,"Tubod, Minglanilla, Cebu, Central Visayas, PHL",Minglanilla,Single Detached,,80.0,4.0,3.0,8876600.0,10.26057959,123.7998166,Lamudi scraper,False,110957.5,15.998929158767105,,20276.7,4738.9,2,0,0,0,0,0,0.0121,4421860.0,,,13081.9,13727.4,16013.3,17599.3,6583.8,4628.6,22089.6,7419.4,1629.6,1323.9,Tubod,6500.0,8000.0,,8.77971129020447
375,Lamudi,ceiling,Condo For Sale in Mandaue,"Subangdaku, Cebu City, Cebu, Central Visayas, PHL",Mandaue City,Condominium,,46.0,1.0,1.0,12359610.0,10.31183708,123.92724037,Lamudi scraper,False,268687.17391304346,16.32994445609794,,5684.9,3431.0,1,0,4,9,4,0,0.1413,65925000.0,,,2602.5,2873.4,3372.0,2646.7,8699.5,12243.7,8228.1,21808.2,15997.3,14204.4,Subangdaku,23575.0,68750.0,132500.0,10.06798452441753
376,Lamudi,ceiling,House For Sale in Adlaon,"Adlaon, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,,180.0,3.0,2.0,30000000.0,10.443525,123.869939,Lamudi scraper,False,166666.66666666666,17.216707939626428,,19289.6,11093.0,1,0,0,0,0,0,0.0061,160000000.0,,,14467.7,13566.8,12638.2,16966.3,19126.1,22403.7,12683.4,28912.1,23345.6,21891.6,Adlaon,1875.5,,,7.537163618575075
377,Lamudi,ceiling,Commercial Lot For Sale in Buluang,"Buluang, Compostela, Cebu, Central Visayas, PHL",Compostela,Lot Only,,5295.0,,,31770000.0,10.479585,123.998298,Lamudi scraper,False,6000.0,17.2740330062457,,19285.4,16867.6,1,0,0,0,0,0,0.0061,,,,20715.9,19782.7,17532.6,19151.4,27676.8,31438.5,12066.6,40029.9,34025.9,32279.3,Buluang,750.0,,,6.621405651764134
378,Lamudi,ceiling,Penthouse For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Single Detached,,25.0,1.0,1.0,4947729.0,10.28410958,123.97552209,Lamudi scraper,False,197909.16,15.414439241390726,,2594.3,9530.5,4,1,4,5,0,2,0.0609,11733803.0,,,8653.5,8982.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,19967.5,18308.7,Basak,10000.0,15000.0,62500.0,9.210440366976517
379,Lamudi,ceiling,Studio For Sale in Cebu Business Park,"Cardinal Rosales Avenue, Hippodromo, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Residential,,26.0,1.0,1.0,6000000.0,10.31557373,123.9053366,Lamudi scraper,False,230769.2307692308,15.60727002719233,,8111.4,1395.9,20,17,51,45,2,5,0.5324,26733364.0,,,281.3,1239.8,3348.4,5039.7,7031.9,10755.0,9316.4,20061.8,14130.7,12320.6,Luz,51250.0,206750.0,164500.0,10.844490409005417
380,Lamudi,ceiling,Condo For Sale in Cebu IT Park,"East West Banking W Geonzon Street, Geonzon, Lahug, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Condominium,,104.0,3.0,2.0,16200000.0,10.328642,123.90537,Lamudi scraper,False,155769.23076923078,16.600521800202614,,8399.6,595.5,23,5,31,36,2,5,0.3872,28704406.0,,,1204.2,218.5,2220.1,5300.3,8106.8,11867.5,8316.6,20964.2,14976.7,13168.4,Lahug,30000.0,57000.0,115000.0,10.308985993422082
381,Lamudi,ceiling,Condo For Sale in Mactan,"Mactan, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Condominium,,63.0,,1.0,13000000.0,10.29875784,124.01573116,Lamudi scraper,False,206349.20634920636,16.38045991542581,,4127.5,12619.6,1,0,1,0,1,0,0.035,13489257.0,,,12379.4,12425.3,11412.8,7234.1,17418.6,20282.0,10345.9,29932.8,24620.2,22939.2,Mactan,5000.0,10500.0,107500.0,8.517393171418904
382,Lamudi,ceiling,Townhouse For Sale in Talamban,"Talamban, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,,159.0,2.0,3.0,20000000.0,10.3670682,123.9173923,Lamudi scraper,False,125786.16352201258,16.811242831518264,,9472.8,1615.2,6,0,7,16,1,2,0.118,26641968.0,,,5656.4,4663.7,2867.4,7006.1,12370.6,16125.7,5182.2,24830.5,18809.3,17033.8,Talamban,26375.0,68100.0,117500.0,10.180209784751566
