title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs
"Condo For Sale in corner, V.A. Rufino Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-1-bedroom-unit-for-sale-in-signa-designer-residences-ad-225-ln646727,"PHP 7,700,000","corner, V.A. Rufino Street, Makati City, Metro Manila",,35 m²,1,1,Available from 10 Aug,,09 Dec 11:46,Housing I.,"['PHP 7,700,000', 'corner, V.A. Rufino Street, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '35 m²', 'Bathrooms:', '1', 'Available from:', '10 Aug']"
"Condo For Rent in Burgos Circle, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rentsale-1br-loft-unit-in-bellagio-three-ad-224-ln884902,"PHP 70,000/ month","Burgos Circle, Taguig, Metro Manila",,92.4 m²,1,2,Available from 22 Aug,,09 Dec 11:46,Housing I.,"['PHP 70,000/ month', '/ month', 'Burgos Circle, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '92.4 m²', 'Bathrooms:', '2', 'Available from:', '22 Aug']"
"Condo For Sale in 1112, E. Rodriguez Sr. Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/bare-2-bedroom-unit-for-sale-in-with-balcony-parking-for-sale-in-amaryllis-ad-223-ln238083,"PHP 6,800,000","1112, E. Rodriguez Sr. Avenue, Quezon City, Metro Manila",,57 m²,2,1,Available from 10 Sep,,09 Dec 11:46,Housing I.,"['PHP 6,800,000', '1112, E. Rodriguez Sr. Avenue, Quezon City, Metro Manila', 'Bedrooms:', '2', 'Area:', '57 m²', 'Bathrooms:', '1', 'Available from:', '10 Sep']"
"Condo For Sale in Rockwell Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-in-one-rockwell-ad-222-ln117183,"PHP 18,000,000","Rockwell Drive, Makati City, Metro Manila",,58 m²,1,1,Available from 30 Mar,,09 Dec 11:46,Housing I.,"['PHP 18,000,000', 'Rockwell Drive, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '58 m²', 'Bathrooms:', '1', 'Available from:', '30 Mar']"
"Condo For Rent in 4th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/3br-condo-for-lease-in-pacific-plaza-towers-ad-221-ln858047,"PHP 230,000/ month","4th Avenue, Makati City, Metro Manila",,298 m²,3,3,Available from 30 Aug,,09 Dec 11:46,Housing I.,"['PHP 230,000/ month', '/ month', '4th Avenue, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '298 m²', 'Bathrooms:', '3', 'Available from:', '30 Aug']"
"Condo For Rent in 1, 8th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/semi-furnished-2-bedroom-unit-with-balcony-parking-for-rent-in-uptown-parksuites-ad-220-ln618792,"PHP 75,000/ month","1, 8th Avenue, Makati City, Metro Manila",,81 m²,2,2,Available from 15 Jul,,09 Dec 11:46,Housing I.,"['PHP 75,000/ month', '/ month', '1, 8th Avenue, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '81 m²', 'Bathrooms:', '2', 'Available from:', '15 Jul']"
"Condo For Rent in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-bi-level-3-bedroom-unit-with-parking-for-rent-in-two-serendra-ad-219-ln651154,"PHP 95,000/ month","1634, McKinley Parkway, Taguig, Metro Manila",,114 m²,3,3,Available from 10 Aug,,09 Dec 11:46,Housing I.,"['PHP 95,000/ month', '/ month', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '114 m²', 'Bathrooms:', '3', 'Available from:', '10 Aug']"
"Condo For Rent in 176, Salcedo, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/studio-unit-for-rent-in-greenbelt-madison-ad-218-ln290742,"PHP 45,000/ month","176, Salcedo, Legazpi Village, Makati City, Metro Manila, 1229",,36.3 m²,Studio,1,Available from 10 Aug,,09 Dec 11:46,Housing I.,"['PHP 45,000/ month', '/ month', '176, Salcedo, Legazpi Village, Makati City, Metro Manila, 1229', 'Bedrooms:', 'Studio', 'Area:', '36.3 m²', 'Bathrooms:', '1', 'Available from:', '10 Aug']"
"Condo For Sale in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-3-bedroom-unit-with-parking-balcony-for-sale-in-one-maridien-ad-217-ln362014,"PHP 36,000,000","Makati City, Metro Manila",,126 m²,3,2,Available from 8 Nov,,09 Dec 11:46,Housing I.,"['PHP 36,000,000', 'Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '126 m²', 'Bathrooms:', '2', 'Available from:', '8 Nov']"
"Condo For Rent in 114, H.V. Dela Costa, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-3br-condo-unit-for-rent-at-classica-tower-makati-ad-216-ln463044,"PHP 100,000/ month","114, H.V. Dela Costa, Makati City, Metro Manila, 1227",,137.59 m²,3,3,Available from 31 May,,09 Dec 11:46,Housing I.,"['PHP 100,000/ month', '/ month', '114, H.V. Dela Costa, Makati City, Metro Manila, 1227', 'Bedrooms:', '3', 'Area:', '137.59 m²', 'Bathrooms:', '3', 'Available from:', '31 May']"
"Condo For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rentsale-studio-unit-in-century-spire-ad-215-ln636999,"PHP 30,000/ month","Makati City, Metro Manila",,30.15 m²,Studio,1,Available from 11 Nov,,09 Dec 11:46,Housing I.,"['PHP 30,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '30.15 m²', 'Bathrooms:', '1', 'Available from:', '11 Nov']"
"Condo For Sale in Coronado, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/condo/for-sale-2br-in-acqua-private-residences-ad-214-ln663132,"PHP 10,000,000","Coronado, Mandaluyong City, Metro Manila",,56 m²,2,1,Available from 29 Jun,,09 Dec 11:46,Housing I.,"['PHP 10,000,000', 'Coronado, Mandaluyong City, Metro Manila', 'Bedrooms:', '2', 'Area:', '56 m²', 'Bathrooms:', '1', 'Available from:', '29 Jun']"
"Condo For Sale in corner, 28th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/bare-1-bedroom-unit-with-parking-for-sale-in-east-gallery-place-ad-213-ln545761,"PHP 26,000,000","corner, 28th Street, Taguig, Metro Manila",,73 m²,1,1,Available from 8 May,,09 Dec 11:46,Housing I.,"['PHP 26,000,000', 'corner, 28th Street, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '73 m²', 'Bathrooms:', '1', 'Available from:', '8 May']"
"Condo For Rent in Parañaque, Metro Manila",https://lifenavi.com/ph/properties/paranaque/for-rent/condo/fully-furnished-3-bedroom-unit-with-balcony-for-rent-in-bayshore-1-ad-212-ln342219,"PHP 150,000/ month","Parañaque, Metro Manila",,128 m²,3,2,Available from 24 Nov,,09 Dec 11:46,Housing I.,"['PHP 150,000/ month', '/ month', 'Parañaque, Metro Manila', 'Bedrooms:', '3', 'Area:', '128 m²', 'Bathrooms:', '2', 'Available from:', '24 Nov']"
"House and Lot For Sale in 3, A. Dalisay, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/house-and-lot/classic-2-bedroom-bungalow-for-sale-in-bf-homes-ad-211-ln922002,"PHP 12,000,000","3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700",,150 m²,2,2,Available from 8 Oct,,09 Dec 11:46,Housing I.,"['PHP 12,000,000', '3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700', 'Bedrooms:', '2', 'Area:', '150 m²', 'Bathrooms:', '2', 'Available from:', '8 Oct']"
"House and Lot For Sale in 3, A. Dalisay, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/house-and-lot/grand-2-storey-5-bedroom-house-for-sale-in-bf-homes-ad-210-ln307907,"PHP 32,800,000","3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700",,300 m²,5+,5,Available from 8 Oct,,09 Dec 11:46,Housing I.,"['PHP 32,800,000', '3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700', 'Bedrooms:', '5+', 'Area:', '300 m²', 'Bathrooms:', '5', 'Available from:', '8 Oct']"
"Condo For Sale in 1112, E. Rodriguez Sr. Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/semi-furnished-2-bedroom-unit-with-parking-for-sale-in-amaryllis-ad-209-ln987394,"PHP 6,800,000","1112, E. Rodriguez Sr. Avenue, Quezon City, Metro Manila",,57 m²,2,1,Available from 7 Sep,,09 Dec 11:46,Housing I.,"['PHP 6,800,000', '1112, E. Rodriguez Sr. Avenue, Quezon City, Metro Manila', 'Bedrooms:', '2', 'Area:', '57 m²', 'Bathrooms:', '1', 'Available from:', '7 Sep']"
"Land only For Sale in 6, Gallitos Street, Bacoor",https://lifenavi.com/ph/properties/bacoor/for-sale/land-only/prime-lot-for-sale-in-verdana-homes-ad-208-ln735654,"PHP 20,700,000","6, Gallitos Street, Bacoor, Calabarzon",,276 m²,Studio,1,Available from 2 Feb,,09 Dec 11:45,Housing I.,"['PHP 20,700,000', '6, Gallitos Street, Bacoor, Calabarzon', 'Bedrooms:', 'Studio', 'Area:', '276 m²', 'Bathrooms:', '1', 'Available from:', '2 Feb']"
"Condo For Sale in 2867, East Zobel, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-2br-unit-in-knightsbridge-residences-ad-207-ln221315,"PHP 10,000,000","2867, East Zobel, Makati City, Metro Manila, 1208",,59.14 m²,2,1,Available from 17 May,,09 Dec 11:45,Housing I.,"['PHP 10,000,000', '2867, East Zobel, Makati City, Metro Manila, 1208', 'Bedrooms:', '2', 'Area:', '59.14 m²', 'Bathrooms:', '1', 'Available from:', '17 May']"
"House and Lot For Sale in Quezon City, Metro Manila",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/grand-2-storey-3-bedroom-house-for-sale-in-ayala-ferndale-ad-206-ln262532,"PHP 24,000,000","Quezon City, Metro Manila",,324 m²,3,3,Available from 5 Sep,,09 Dec 11:45,Housing I.,"['PHP 24,000,000', 'Quezon City, Metro Manila', 'Bedrooms:', '3', 'Area:', '324 m²', 'Bathrooms:', '3', 'Available from:', '5 Sep']"
"Condo For Rent in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-1-bedroom-unit-with-balcony-for-rent-in-two-serendra-ad-205-ln282503,"PHP 60,000/ month","1634, McKinley Parkway, Taguig, Metro Manila",,67 m²,1,1,Available from 17 Mar,,09 Dec 11:45,Housing I.,"['PHP 60,000/ month', '/ month', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '67 m²', 'Bathrooms:', '1', 'Available from:', '17 Mar']"
"Condo For Rent in 30th Street, 1st Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-3br-in-penhurst-parkplace-ad-204-ln182540,"PHP 85,000/ month","30th Street, 1st Avenue, Taguig, Metro Manila, 1630",,94 m²,3,3,Available from 1 Dec,,09 Dec 11:45,Housing I.,"['PHP 85,000/ month', '/ month', '30th Street, 1st Avenue, Taguig, Metro Manila, 1630', 'Bedrooms:', '3', 'Area:', '94 m²', 'Bathrooms:', '3', 'Available from:', '1 Dec']"
"Condo For Rent in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-2br-at-the-infnity-tower-ad-203-ln926519,"PHP 90,000/ month","Taguig, Metro Manila",,90 m²,2,1,Available from 4 Apr,,09 Dec 11:45,Housing I.,"['PHP 90,000/ month', '/ month', 'Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '90 m²', 'Bathrooms:', '1', 'Available from:', '4 Apr']"
"House and Lot For Rent in Antonio S Arnaiz Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/house-for-rent-in-dasmarinas-village-ad-202-ln651347,"PHP 700,000/ month","Antonio S Arnaiz Avenue, Makati City, Metro Manila",,905 m²,4,4,Available from 26 May,,09 Dec 11:45,Housing I.,"['PHP 700,000/ month', '/ month', 'Antonio S Arnaiz Avenue, Makati City, Metro Manila', 'Bedrooms:', '4', 'Area:', '905 m²', 'Bathrooms:', '4', 'Available from:', '26 May']"
"Condo For Rent in 1, 8th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-brand-new-1br-unit-with-balcony-in-uptown-parksuites-ad-201-ln437164,"PHP 50,000/ month","1, 8th Avenue, Makati City, Metro Manila",,41.5 m²,1,1,Available from 11 Apr,,09 Dec 11:45,Housing I.,"['PHP 50,000/ month', '/ month', '1, 8th Avenue, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '41.5 m²', 'Bathrooms:', '1', 'Available from:', '11 Apr']"
"House and Lot For Rent in 2, Upper McKinley Hill, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/house-and-lot/grand-3-storey-5-bedroom-house-for-rent-in-mckinley-hill-village-ad-200-ln513306,"PHP 230,000/ month","2, Upper McKinley Hill, Taguig, Metro Manila",,396 m²,5+,6+,Available from 18 Oct,,09 Dec 11:45,Housing I.,"['PHP 230,000/ month', '/ month', '2, Upper McKinley Hill, Taguig, Metro Manila', 'Bedrooms:', '5+', 'Area:', '396 m²', 'Bathrooms:', '6+', 'Available from:', '18 Oct']"
"House and Lot For Sale in Tanauan City, Calabarzon",https://lifenavi.com/ph/properties/tanauan-city/for-sale/house-and-lot/grand-2-storey-3-bedroom-house-for-sale-in-saratoga-hills-ad-199-ln457108,"PHP 16,500,000","Tanauan City, Calabarzon",,198 m²,3,3,Available from 4 Aug,,09 Dec 11:45,Housing I.,"['PHP 16,500,000', 'Tanauan City, Calabarzon', 'Bedrooms:', '3', 'Area:', '198 m²', 'Bathrooms:', '3', 'Available from:', '4 Aug']"
"House and Lot For Sale in Jade Street, Cainta",https://lifenavi.com/ph/properties/cainta/for-sale/house-and-lot/modern-2-storey-2-bedroom-house-with-balcony-parking-for-sale-in-cainta-greenpark-ad-197-ln789010,"PHP 3,500,000","Jade Street, Cainta, Calabarzon, 1900",,60 m²,2,1,Available from 1 Apr,,09 Dec 11:45,Housing I.,"['PHP 3,500,000', 'Jade Street, Cainta, Calabarzon, 1900', 'Bedrooms:', '2', 'Area:', '60 m²', 'Bathrooms:', '1', 'Available from:', '1 Apr']"
"Condo For Rent in 6, Service Road, Pasay City",https://lifenavi.com/ph/properties/pasay-city/for-rent/condo/1br-with-balcony-for-rent-in-smdc-breeze-residences-ad-196-ln583336,"PHP 25,000/ month","6, Service Road, Pasay City, Metro Manila",,27 m²,1,1,Available from 13 Feb,,09 Dec 11:45,Housing I.,"['PHP 25,000/ month', '/ month', '6, Service Road, Pasay City, Metro Manila', 'Bedrooms:', '1', 'Area:', '27 m²', 'Bathrooms:', '1', 'Available from:', '13 Feb']"
"Condo For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/bare-3-bedroom-unit-with-parking-for-rent-in-garden-towers-ad-195-ln883897,"PHP 280,000/ month","Makati City, Metro Manila",,218 m²,3,3,Available from 11 Aug,,09 Dec 11:45,Housing I.,"['PHP 280,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '218 m²', 'Bathrooms:', '3', 'Available from:', '11 Aug']"
"Condo For Sale in #2811, 26th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/bare-2-bedroom-unit-with-balcony-parking-for-sale-in-verve-residences-ad-194-ln334739,"PHP 29,000,000","#2811, 26th Street, Makati City, Metro Manila, 1630",,105 m²,2,1,Available from 15 Dec,,09 Dec 11:45,Housing I.,"['PHP 29,000,000', '#2811, 26th Street, Makati City, Metro Manila, 1630', 'Bedrooms:', '2', 'Area:', '105 m²', 'Bathrooms:', '1', 'Available from:', '15 Dec']"
"House and Lot For Rent in 22, San Felipe, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/classic-2-storey-3-bedroom-house-for-rent-in-magallanes-village-ad-193-ln825812,"PHP 160,000/ month","22, San Felipe, Makati City, Kalakhang Maynila, 1232",,300 m²,3,3,Available from 16 Jan,,09 Dec 11:45,Housing I.,"['PHP 160,000/ month', '/ month', '22, San Felipe, Makati City, Kalakhang Maynila, 1232', 'Bedrooms:', '3', 'Area:', '300 m²', 'Bathrooms:', '3', 'Available from:', '16 Jan']"
"Condo For Rent in 6821, Ayala Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-2br-at-the-columns-ayala-ad-192-ln616403,"PHP 65,000/ month","6821, Ayala Avenue, Makati City, Metro Manila",,72 m²,2,2,Available from 27 Apr,,09 Dec 11:45,Housing I.,"['PHP 65,000/ month', '/ month', '6821, Ayala Avenue, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '72 m²', 'Bathrooms:', '2', 'Available from:', '27 Apr']"
"Condo For Rent in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rentsale-2br-unit-in-two-serendra-ad-191-ln573658,"PHP 125,000/ month","1634, McKinley Parkway, Taguig, Metro Manila",,126 m²,2,2,Available from 15 Aug,,09 Dec 11:45,Housing I.,"['PHP 125,000/ month', '/ month', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '126 m²', 'Bathrooms:', '2', 'Available from:', '15 Aug']"
"Condo For Rent in cor, Fairlane, Pasig",https://lifenavi.com/ph/properties/pasig/for-rent/condo/bare-1-bedroom-unit-with-balcony-for-rent-in-brixton-place-ad-190-ln372800,"PHP 25,000/ month","cor, Fairlane, Pasig, Metro Manila",,52 m²,1,1,Available from 1 Jan,,09 Dec 11:45,Housing I.,"['PHP 25,000/ month', '/ month', 'cor, Fairlane, Pasig, Metro Manila', 'Bedrooms:', '1', 'Area:', '52 m²', 'Bathrooms:', '1', 'Available from:', '1 Jan']"
"Condo For Rent in Corner, 36th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-condo-for-lease-in-madison-park-west-ad-189-ln477400,"PHP 50,000/ month","Corner, 36th Street, Makati City, Metro Manila, 1630",,58 m²,2,1,Available from 1 Jan,,09 Dec 11:45,Housing I.,"['PHP 50,000/ month', '/ month', 'Corner, 36th Street, Makati City, Metro Manila, 1630', 'Bedrooms:', '2', 'Area:', '58 m²', 'Bathrooms:', '1', 'Available from:', '1 Jan']"
"House and Lot For Sale in 3, A. Dalisay, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/house-and-lot/house-and-lot-for-sale-in-bf-homes-paranaque-ad-188-ln624020,"PHP 32,000,000","3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700",,458 m²,5+,4,Available from 7 Oct,,09 Dec 11:45,Housing I.,"['PHP 32,000,000', '3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700', 'Bedrooms:', '5+', 'Area:', '458 m²', 'Bathrooms:', '4', 'Available from:', '7 Oct']"
"Condo For Rent in Parañaque, Metro Manila",https://lifenavi.com/ph/properties/paranaque/for-rent/condo/fully-furnished-2-bedroom-unit-with-balcony-parking-for-rent-in-asteria-residences-ad-187-ln370070,"PHP 35,000/ month","Parañaque, Metro Manila, 1700",,88 m²,2,2,Available from 7 Nov,,09 Dec 11:45,Housing I.,"['PHP 35,000/ month', '/ month', 'Parañaque, Metro Manila, 1700', 'Bedrooms:', '2', 'Area:', '88 m²', 'Bathrooms:', '2', 'Available from:', '7 Nov']"
"Condo For Rent in 22L, 8th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-1-bedroom-unit-for-rent-in-central-park-west-ad-186-ln726562,"PHP 35,000/ month","22L, 8th Avenue, Makati City, Metro Manila",,39 m²,1,1,Available from 11 Aug,,09 Dec 11:45,Housing I.,"['PHP 35,000/ month', '/ month', '22L, 8th Avenue, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '39 m²', 'Bathrooms:', '1', 'Available from:', '11 Aug']"
"Condo For Rent in cor, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/bare-2-bedroom-unit-with-balcony-for-rent-in-trion-ad-185-ln598872,"PHP 40,000/ month","cor, McKinley Parkway, Taguig, Metro Manila",,60 m²,2,2,Available from 1 Dec,,09 Dec 11:45,Housing I.,"['PHP 40,000/ month', '/ month', 'cor, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '60 m²', 'Bathrooms:', '2', 'Available from:', '1 Dec']"
"Condo For Rent in Hippodromo, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-1br-unit-in-solstice-tower-ad-184-ln691133,"PHP 65,000/ month","Hippodromo, Makati City, Metro Manila",,59 m²,1,1,Available from 20 Jun,,09 Dec 11:44,Housing I.,"['PHP 65,000/ month', '/ month', 'Hippodromo, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '59 m²', 'Bathrooms:', '1', 'Available from:', '20 Jun']"
"Condo For Sale in 8, Forbestown Road, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-2-bedroom-unit-with-parking-for-sale-in-8-forbestown-road-ad-183-ln636602,"PHP 28,000,000","8, Forbestown Road, Makati City, Metro Manila",,88 m²,2,2,Available from 16 Sep,,09 Dec 11:44,Housing I.,"['PHP 28,000,000', '8, Forbestown Road, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '88 m²', 'Bathrooms:', '2', 'Available from:', '16 Sep']"
"Condo For Rent in Rizal Drive, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-3br-in-forbeswood-heights-ad-182-ln340942,"PHP 80,000/ month","Rizal Drive, Taguig, Metro Manila",,77 m²,3,3,Available from 6 Mar,,09 Dec 11:44,Housing I.,"['PHP 80,000/ month', '/ month', 'Rizal Drive, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '77 m²', 'Bathrooms:', '3', 'Available from:', '6 Mar']"
"Condo For Rent in 2, Forbestown Road, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-1br-loft-unit-in-bellagio-two-ad-181-ln814891,"PHP 65,000/ month","2, Forbestown Road, Taguig, Metro Manila",,70 m²,1,1,Available from 14 Apr,,09 Dec 11:44,Housing I.,"['PHP 65,000/ month', '/ month', '2, Forbestown Road, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '70 m²', 'Bathrooms:', '1', 'Available from:', '14 Apr']"
"Condo For Rent in 1st Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-1br-unit-in-kensington-place-ad-180-ln726492,"PHP 25,000/ month","1st Avenue, Taguig, Metro Manila",,34 m²,1,1,Available from 25 Sep,,09 Dec 11:44,Housing I.,"['PHP 25,000/ month', '/ month', '1st Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '34 m²', 'Bathrooms:', '1', 'Available from:', '25 Sep']"
"Condo For Rent in 2, H.V. Dela Costa, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-condo-for-lease-in-salcedo-skysuites-ad-179-ln589196,"PHP 75,000/ month","2, H.V. Dela Costa, Makati City, Metro Manila",,80 m²,2,1,Available from 15 Feb,,09 Dec 11:44,Housing I.,"['PHP 75,000/ month', '/ month', '2, H.V. Dela Costa, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '80 m²', 'Bathrooms:', '1', 'Available from:', '15 Feb']"
"Condo For Sale in Pasig, Metro Manila",https://lifenavi.com/ph/properties/pasig/for-sale/condo/brand-new-2-bedroom-unit-with-parking-balcony-ad-178-ln517235,"PHP 29,500,000","Pasig, Metro Manila",,128 m²,2,2,Available from 2 Mar,,09 Dec 11:44,Housing I.,"['PHP 29,500,000', 'Pasig, Metro Manila', 'Bedrooms:', '2', 'Area:', '128 m²', 'Bathrooms:', '2', 'Available from:', '2 Mar']"
"Condo For Rent in Burgos Circle, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/semi-furnished-3-bedroom-penthouse-for-rent-in-bellagio-one-ad-177-ln707280,"PHP 240,000/ month","Burgos Circle, Taguig, Metro Manila",,303 m²,3,3,Available from 8 Aug,,09 Dec 11:44,Housing I.,"['PHP 240,000/ month', '/ month', 'Burgos Circle, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '303 m²', 'Bathrooms:', '3', 'Available from:', '8 Aug']"
"Condo For Rent in 14F, West Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-1br-in-park-terraces-ad-176-ln214759,"PHP 95,000/ month","14F, West Street, Makati City, Metro Manila",,83 m²,1,1,Available from 17 Aug,,09 Dec 11:44,Housing I.,"['PHP 95,000/ month', '/ month', '14F, West Street, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '83 m²', 'Bathrooms:', '1', 'Available from:', '17 Aug']"
"Condo For Sale in 417, Eulogio Amang Rodriguez Avenue, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/condo/10k-monthly-promo-condo-near-eastwood-and-bridgetowne-acacia-escalades-ad-175-ln134081,"PHP 3,199,200","417, Eulogio Amang Rodriguez Avenue, Manggahan, Pasig, Metro Manila",,26 m²,Studio,1,Available from 10 Jul,,09 Dec 11:44,Housing I.,"['PHP 3,199,200', '417, Eulogio Amang Rodriguez Avenue, Manggahan, Pasig, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '26 m²', 'Bathrooms:', '1', 'Available from:', '10 Jul']"
"Condo For Rent in 1229, Dela Rosa Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-1-bedroom-unit-with-balcony-for-rent-in-kroma-tower-ad-174-ln532841,"PHP 55,000/ month","1229, Dela Rosa Street, Makati City, Kalakhang Maynila",,59 m²,1,1,Available from 22 Aug,,09 Dec 11:44,Housing I.,"['PHP 55,000/ month', '/ month', '1229, Dela Rosa Street, Makati City, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '59 m²', 'Bathrooms:', '1', 'Available from:', '22 Aug']"
"Condo For Rent in 114, Valero Access Road 4, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-studio-in-three-central-ad-173-ln352538,"PHP 40,000/ month","114, Valero Access Road 4, Makati City, Metro Manila",,42 m²,Studio,1,Available from 22 Aug,,09 Dec 11:44,Housing I.,"['PHP 40,000/ month', '/ month', '114, Valero Access Road 4, Makati City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '42 m²', 'Bathrooms:', '1', 'Available from:', '22 Aug']"
"Condo For Sale in Rizal Drive, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/fully-furnished-1-bedroom-unit-for-sale-in-forbeswood-heights-ad-172-ln655763,"PHP 9,000,000","Rizal Drive, Taguig, Metro Manila",,59 m²,1,2,Available from 2 Sep,,09 Dec 11:44,Housing I.,"['PHP 9,000,000', 'Rizal Drive, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '59 m²', 'Bathrooms:', '2', 'Available from:', '2 Sep']"
