title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs
"House and Lot For Sale in Silang, Calabarzon",https://lifenavi.com/ph/properties/silang/for-sale/house-and-lot/house-and-lot-for-sale-in-ayala-westgrove-heights-ad-414-ln571586,"PHP 39,000,000","Silang, Calabarzon",,421 m²,5+,1,Available from 12 Jul,,09 Dec 11:55,Housing I.,"['PHP 39,000,000', 'Silang, Calabarzon', 'Bedrooms:', '5+', 'Area:', '421 m²', 'Bathrooms:', '1', 'Available from:', '12 Jul']"
"House and Lot For Sale in 380, Merville Access Road, Pasay City",https://lifenavi.com/ph/properties/pasay-city/for-sale/house-and-lot/classy-2-storey-4-bedroom-house-with-parking-for-sale-in-merville-ad-413-ln564863,"PHP 48,000,000","380, Merville Access Road, Pasay City, Metro Manila, 1709",,750 m²,4,4,Available from 9 Apr,,09 Dec 11:55,Housing I.,"['PHP 48,000,000', '380, Merville Access Road, Pasay City, Metro Manila, 1709', 'Bedrooms:', '4', 'Area:', '750 m²', 'Bathrooms:', '4', 'Available from:', '9 Apr']"
"House and Lot For Sale in 59, Dona Carmen Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/grand-2-storey-5-bedroom-house-for-sale-in-don-jose-heights-ad-412-ln969617,"PHP 45,800,000","59, Dona Carmen Avenue, Quezon City, Metro Manila",,542 m²,5+,4,Available from 15 Feb,,09 Dec 11:55,Housing I.,"['PHP 45,800,000', '59, Dona Carmen Avenue, Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '542 m²', 'Bathrooms:', '4', 'Available from:', '15 Feb']"
"Condo For Sale in 18, Amorsolo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-2br-in-edades-tower-ad-411-ln490932,"PHP 32,500,000","18, Amorsolo Drive, Makati City, Metro Manila, 1209",,98 m²,2,1,Available from 1 Jun,,09 Dec 11:55,Housing I.,"['PHP 32,500,000', '18, Amorsolo Drive, Makati City, Metro Manila, 1209', 'Bedrooms:', '2', 'Area:', '98 m²', 'Bathrooms:', '1', 'Available from:', '1 Jun']"
"Condo For Sale in Corner, 36th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/bare-2-bedroom-unit-with-balcony-parking-for-sale-in-madison-park-west-ad-410-ln194748,"PHP 19,500,000","Corner, 36th Street, Makati City, Metro Manila, 1630",,94 m²,2,2,Available from 2 May,,09 Dec 11:55,Housing I.,"['PHP 19,500,000', 'Corner, 36th Street, Makati City, Metro Manila, 1630', 'Bedrooms:', '2', 'Area:', '94 m²', 'Bathrooms:', '2', 'Available from:', '2 May']"
"House and Lot For Sale in Talisay, Calabarzon",https://lifenavi.com/ph/properties/talisay/for-sale/house-and-lot/grand-5-bedroom-house-with-pool-for-sale-in-tagaytay-midlands-ad-409-ln857803,"PHP 85,000,000","Talisay, Calabarzon",,600 m²,5+,5,Available from 17 Sep,,09 Dec 11:55,Housing I.,"['PHP 85,000,000', 'Talisay, Calabarzon', 'Bedrooms:', '5+', 'Area:', '600 m²', 'Bathrooms:', '5', 'Available from:', '17 Sep']"
"House and Lot For Sale in Mandaluyong City, Metro Manila",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/house-and-lot/grand-3-storey-3-bedroom-house-with-balcony-parking-for-sale-in-plainview-ad-408-ln563092,"PHP 25,839,000","Mandaluyong City, Metro Manila",,241 m²,3,3,Available from 19 Jan,,09 Dec 11:54,Housing I.,"['PHP 25,839,000', 'Mandaluyong City, Metro Manila', 'Bedrooms:', '3', 'Area:', '241 m²', 'Bathrooms:', '3', 'Available from:', '19 Jan']"
"House and Lot For Sale in Mandaluyong City, Metro Manila",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/house-and-lot/modern-3-storey-3-bedroom-house-for-sale-in-plainview-ad-407-ln305483,"PHP 25,839,000","Mandaluyong City, Metro Manila",,241 m²,3,2,Available from 19 Jan,,09 Dec 11:54,Housing I.,"['PHP 25,839,000', 'Mandaluyong City, Metro Manila', 'Bedrooms:', '3', 'Area:', '241 m²', 'Bathrooms:', '2', 'Available from:', '19 Jan']"
"House and Lot For Sale in Quezon City, Metro Manila",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/house-and-lot-for-sale-in-project-8-ad-406-ln715588,"PHP 22,660,000","Project 8, Quezon City, Metro Manila",,588 m²,5+,5,Available from 19 May,,09 Dec 11:54,Housing I.,"['PHP 22,660,000', 'Project 8, Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '588 m²', 'Bathrooms:', '5', 'Available from:', '19 May']"
"Condo For Rent in 102, Aguirre, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-1br-at-the-biltmore-ad-405-ln773263,"PHP 58,000/ month","102, Aguirre, Legazpi Village, Makati City, Metro Manila, 1229",,82 m²,1,1,Available from 11 Jul,,09 Dec 11:54,Housing I.,"['PHP 58,000/ month', '/ month', '102, Aguirre, Legazpi Village, Makati City, Metro Manila, 1229', 'Bedrooms:', '1', 'Area:', '82 m²', 'Bathrooms:', '1', 'Available from:', '11 Jul']"
"House and Lot For Sale in 39A, F. Martinez Avenue, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/house-and-lot/townhouse-for-sale-in-addition-hills-ad-404-ln901860,"PHP 13,800,000","39A, F. Martinez Avenue, Mandaluyong City, Metro Manila",,169 m²,3,1,Available from 11 Jul,,09 Dec 11:54,Housing I.,"['PHP 13,800,000', '39A, F. Martinez Avenue, Mandaluyong City, Metro Manila', 'Bedrooms:', '3', 'Area:', '169 m²', 'Bathrooms:', '1', 'Available from:', '11 Jul']"
"House and Lot For Sale in 1-D, 3rd, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/classic-3-bedroom-house-for-sale-in-st-ignatius-village-ad-403-ln740715,"PHP 38,000,000","1-D, 3rd, Quezon City, Metro Manila, 1110",,300 m²,3,3,Available from 15 Sep,,09 Dec 11:54,Housing I.,"['PHP 38,000,000', '1-D, 3rd, Quezon City, Metro Manila, 1110', 'Bedrooms:', '3', 'Area:', '300 m²', 'Bathrooms:', '3', 'Available from:', '15 Sep']"
"Condo For Sale in 6370, Camia, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-2br-unit-in-proscenium-residences-ad-402-ln945145,"PHP 28,500,000","6370, Camia, Makati City, Kalakhang Maynila, 1200",,89 m²,2,2,Available from 7 Sep,,09 Dec 11:54,Housing I.,"['PHP 28,500,000', '6370, Camia, Makati City, Kalakhang Maynila, 1200', 'Bedrooms:', '2', 'Area:', '89 m²', 'Bathrooms:', '2', 'Available from:', '7 Sep']"
"Condo For Rent in #2811, 26th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-1br-in-verve-residences-ad-401-ln687246,"PHP 70,000/ month","#2811, 26th Street, Makati City, Metro Manila, 1630",,64 m²,1,1,Available from 12 Jul,,09 Dec 11:54,Housing I.,"['PHP 70,000/ month', '/ month', '#2811, 26th Street, Makati City, Metro Manila, 1630', 'Bedrooms:', '1', 'Area:', '64 m²', 'Bathrooms:', '1', 'Available from:', '12 Jul']"
"House and Lot For Rent in Antonio S Arnaiz Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/house-for-sale-and-lease-at-dasmarinas-village-ad-400-ln105233,"PHP 650,000/ month","Antonio S Arnaiz Avenue, Makati City, Metro Manila",,1000 m²,3,3,Available from 19 May,,09 Dec 11:54,Housing I.,"['PHP 650,000/ month', '/ month', 'Antonio S Arnaiz Avenue, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '1000 m²', 'Bathrooms:', '3', 'Available from:', '19 May']"
"House and Lot For Sale in 132, 10th Street, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/grand-3-storey-5-bedroom-townhouse-with-parking-for-sale-in-new-manila-ad-399-ln682342,"PHP 83,000,000","132, 10th Street, Quezon City, Metro Manila",,641 m²,5+,5,Available from 15 Mar,,09 Dec 11:54,Housing I.,"['PHP 83,000,000', '132, 10th Street, Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '641 m²', 'Bathrooms:', '5', 'Available from:', '15 Mar']"
"House and Lot For Sale in 22, San Felipe, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/house-and-lot/for-sale-fully-furnished-5-br-house-lot-in-magallanes-village-ad-398-ln843111,"PHP 90,000,000","22, San Felipe, Makati City, Kalakhang Maynila, 1232",,249 m²,5+,4,Available from 13 Jul,,09 Dec 11:54,Housing I.,"['PHP 90,000,000', '22, San Felipe, Makati City, Kalakhang Maynila, 1232', 'Bedrooms:', '5+', 'Area:', '249 m²', 'Bathrooms:', '4', 'Available from:', '13 Jul']"
"House and Lot For Sale in 1750, Daang Hari Road, Las Piñas",https://lifenavi.com/ph/properties/las-pinas/for-sale/house-and-lot/house-and-lot-for-sale-in-portofino-heights-ad-397-ln404342,"PHP 34,900,000","1750, Daang Hari Road, Las Piñas, Kalakhang Maynila",,431 m²,4,4,Available from 20 Apr,,09 Dec 11:54,Housing I.,"['PHP 34,900,000', '1750, Daang Hari Road, Las Piñas, Kalakhang Maynila', 'Bedrooms:', '4', 'Area:', '431 m²', 'Bathrooms:', '4', 'Available from:', '20 Apr']"
"Condo For Sale in 8, Forbestown Road, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-2-bedroom-unit-for-sale-in-8-forbestown-road-ad-396-ln986626,"PHP 27,500,000","8, Forbestown Road, Makati City, Metro Manila",,95 m²,2,2,Available from 24 Aug,,09 Dec 11:54,Housing I.,"['PHP 27,500,000', '8, Forbestown Road, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '95 m²', 'Bathrooms:', '2', 'Available from:', '24 Aug']"
"Condo For Sale in 1, 8th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/bare-2-bedroom-unit-with-parking-for-sale-in-uptown-parksuites-ad-395-ln413903,"PHP 23,200,000","1, 8th Avenue, Makati City, Metro Manila",,76 m²,2,2,Available from 14 Jul,,09 Dec 11:54,Housing I.,"['PHP 23,200,000', '1, 8th Avenue, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '76 m²', 'Bathrooms:', '2', 'Available from:', '14 Jul']"
"House and Lot For Sale in 60, Lyon Street, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/grand-2-storey-4-bedroom-house-for-sale-in-country-villas-ad-394-ln109306,"PHP 45,800,000","60, Lyon Street, Quezon City, Metro Manila, 1100",,250 m²,4,3,Available from 20 Jul,,09 Dec 11:54,Housing I.,"['PHP 45,800,000', '60, Lyon Street, Quezon City, Metro Manila, 1100', 'Bedrooms:', '4', 'Area:', '250 m²', 'Bathrooms:', '3', 'Available from:', '20 Jul']"
"Condo For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-1br-in-two-central-ad-393-ln110206,"PHP 45,000/ month","Makati City, Metro Manila",,44 m²,1,1,Available from 31 Mar,,09 Dec 11:54,Housing I.,"['PHP 45,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '44 m²', 'Bathrooms:', '1', 'Available from:', '31 Mar']"
"Condo For Rent in corner, Mayflower Street, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-rent/condo/for-rent-1br-in-fame-residences-ad-392-ln312637,"PHP 25,000/ month","corner, Mayflower Street, Mandaluyong City, Metro Manila",,24.58 m²,1,1,Available from 31 Mar,,09 Dec 11:54,Housing I.,"['PHP 25,000/ month', '/ month', 'corner, Mayflower Street, Mandaluyong City, Metro Manila', 'Bedrooms:', '1', 'Area:', '24.58 m²', 'Bathrooms:', '1', 'Available from:', '31 Mar']"
"Condo For Sale in 13, Annapolis Street, San Juan City",https://lifenavi.com/ph/properties/san-juan-city/for-sale/condo/for-sale-2br-unit-in-chimes-greenhills-ad-391-ln174511,"PHP 9,000,000","13, Annapolis Street, San Juan City, Metro Manila, 1504",,38.6 m²,2,1,Available from 19 Apr,,09 Dec 11:54,Housing I.,"['PHP 9,000,000', '13, Annapolis Street, San Juan City, Metro Manila, 1504', 'Bedrooms:', '2', 'Area:', '38.6 m²', 'Bathrooms:', '1', 'Available from:', '19 Apr']"
"House and Lot For Sale in Mexico, Central Luzon",https://lifenavi.com/ph/properties/mexico/for-sale/house-and-lot/modern-2-storey-5-bedroom-house-with-balcony-for-sale-in-the-lakeshore-ad-390-ln657732,"PHP 14,000,000","Mexico, Central Luzon",,280 m²,5+,5,Available from 17 Jul,,09 Dec 11:54,Housing I.,"['PHP 14,000,000', 'Mexico, Central Luzon', 'Bedrooms:', '5+', 'Area:', '280 m²', 'Bathrooms:', '5', 'Available from:', '17 Jul']"
"House and Lot For Sale in Commonwealth Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/house-and-lot-for-sale-in-commonwealth-quezon-city-ad-389-ln339031,"PHP 48,000,000","Commonwealth Avenue, Quezon City, Metro Manila",,850 m²,5+,1,Available from 6 Apr,,09 Dec 11:54,Housing I.,"['PHP 48,000,000', 'Commonwealth Avenue, Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '850 m²', 'Bathrooms:', '1', 'Available from:', '6 Apr']"
"Condo For Sale in Paseo de Roxas, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-2br-corner-unit-in-the-residences-at-greenbelt-ad-388-ln824222,"PHP 29,000,000","Paseo de Roxas, Makati City, Metro Manila",,119 m²,2,2,Available from 22 Mar,,09 Dec 11:54,Housing I.,"['PHP 29,000,000', 'Paseo de Roxas, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '119 m²', 'Bathrooms:', '2', 'Available from:', '22 Mar']"
"House and Lot For Sale in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/grand-3-storey-6-bedroom-house-with-pool-for-sale-in-alabang-hills-ad-387-ln539161,"PHP 59,000,000","Muntinlupa, Metro Manila",,650 m²,5+,6+,Available from 31 Mar,,09 Dec 11:54,Housing I.,"['PHP 59,000,000', 'Muntinlupa, Metro Manila', 'Bedrooms:', '5+', 'Area:', '650 m²', 'Bathrooms:', '6+', 'Available from:', '31 Mar']"
"Condo For Sale in 2021, 9th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-4br-in-uptown-ritz-residence-ad-386-ln693089,"PHP 65,000,000","2021, 9th Avenue, Makati City, Metro Manila",,183 m²,4,1,Available from 21 Mar,,09 Dec 11:54,Housing I.,"['PHP 65,000,000', '2021, 9th Avenue, Makati City, Metro Manila', 'Bedrooms:', '4', 'Area:', '183 m²', 'Bathrooms:', '1', 'Available from:', '21 Mar']"
"House and Lot For Sale in Quezon City, Metro Manila",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/modern-3-storey-3-bedroom-townhosue-for-sale-in-cubao-ad-385-ln476428,"PHP 10,800,000","Cubao, Quezon City, Metro Manila",,120 m²,3,4,Available from 7 Mar,,09 Dec 11:54,Housing I.,"['PHP 10,800,000', 'Cubao, Quezon City, Metro Manila', 'Bedrooms:', '3', 'Area:', '120 m²', 'Bathrooms:', '4', 'Available from:', '7 Mar']"
"House and Lot For Sale in North Boulevard, General Trias",https://lifenavi.com/ph/properties/general-trias/for-sale/house-and-lot/luxury-2-storey-4-bedroom-house-with-pool-balcony-for-sale-in-eagle-ridge-golf-and-country-club-ad-384-ln468890,"PHP 42,000,000","North Boulevard, General Trias, Calabarzon",,590 m²,4,4,Available from 28 Mar,,09 Dec 11:53,Housing I.,"['PHP 42,000,000', 'North Boulevard, General Trias, Calabarzon', 'Bedrooms:', '4', 'Area:', '590 m²', 'Bathrooms:', '4', 'Available from:', '28 Mar']"
"Condo For Rent in Quezon City, Metro Manila",https://lifenavi.com/ph/properties/quezon-city/for-rent/condo/for-rent-2br-in-magnolia-residences-ad-383-ln359769,"PHP 50,000/ month","Quezon City, Metro Manila",,60 m²,2,1,Available from 5 Apr,,09 Dec 11:53,Housing I.,"['PHP 50,000/ month', '/ month', 'Quezon City, Metro Manila', 'Bedrooms:', '2', 'Area:', '60 m²', 'Bathrooms:', '1', 'Available from:', '5 Apr']"
"Condo For Sale in 30th, 1st Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-2br-unit-in-fort-palm-spring-ad-382-ln726078,"PHP 15,500,000","30th, 1st Avenue, Taguig, Metro Manila",,86 m²,2,1,Available from 5 Sep,,09 Dec 11:53,Housing I.,"['PHP 15,500,000', '30th, 1st Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '86 m²', 'Bathrooms:', '1', 'Available from:', '5 Sep']"
"House and Lot For Sale in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/modern-2-storey-5-bedroom-house-for-sale-in-ayala-alabang-village-ad-381-ln715314,"PHP 44,000,000","Muntinlupa, Metro Manila",,218 m²,5+,5,Available from 18 Jul,,09 Dec 11:53,Housing I.,"['PHP 44,000,000', 'Muntinlupa, Metro Manila', 'Bedrooms:', '5+', 'Area:', '218 m²', 'Bathrooms:', '5', 'Available from:', '18 Jul']"
"House and Lot For Sale in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/luxury-2-storey-4-bedroom-house-with-pool-for-sale-in-ayala-alabang-village-ad-380-ln282969,"PHP 198,000,000","Muntinlupa, Metro Manila",,1094 m²,4,6+,Available from 8 Sep,,09 Dec 11:53,Housing I.,"['PHP 198,000,000', 'Muntinlupa, Metro Manila', 'Bedrooms:', '4', 'Area:', '1094 m²', 'Bathrooms:', '6+', 'Available from:', '8 Sep']"
"House and Lot For Sale in 2, Upper McKinley Hill, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/house-and-lot/house-and-lot-for-sale-in-mckinley-hill-village-ad-379-ln953683,"PHP 300,000,000","2, Upper McKinley Hill, Taguig, Metro Manila",,983 m²,5+,6+,Available from 31 May,,09 Dec 11:53,Housing I.,"['PHP 300,000,000', '2, Upper McKinley Hill, Taguig, Metro Manila', 'Bedrooms:', '5+', 'Area:', '983 m²', 'Bathrooms:', '6+', 'Available from:', '31 May']"
"Condo For Rent in 285, Pablo Ocampo Sr. Extension, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2-bedroom-unit-with-parking-for-rent-in-kingswood-ad-378-ln747714,"PHP 55,000/ month","285, Pablo Ocampo Sr. Extension, Makati City, Metro Manila, 1204",,77 m²,2,1,Available from 20 Jun,,09 Dec 11:53,Housing I.,"['PHP 55,000/ month', '/ month', '285, Pablo Ocampo Sr. Extension, Makati City, Metro Manila, 1204', 'Bedrooms:', '2', 'Area:', '77 m²', 'Bathrooms:', '1', 'Available from:', '20 Jun']"
"House and Lot For Sale in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/house-and-lot-for-sale-in-ayala-alabang-village-ad-377-ln848080,"PHP 150,000,000","Muntinlupa, Metro Manila",,420 m²,4,4,Available from 30 Mar,,09 Dec 11:53,Housing I.,"['PHP 150,000,000', 'Muntinlupa, Metro Manila', 'Bedrooms:', '4', 'Area:', '420 m²', 'Bathrooms:', '4', 'Available from:', '30 Mar']"
"Condo For Sale in 6370, Camia, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/bare-2-bedroom-unit-with-parking-for-sale-in-proscenium-residences-ad-376-ln912942,"PHP 38,000,000","6370, Camia, Makati City, Kalakhang Maynila, 1200",,121 m²,2,2,Available from 23 Jun,,09 Dec 11:53,Housing I.,"['PHP 38,000,000', '6370, Camia, Makati City, Kalakhang Maynila, 1200', 'Bedrooms:', '2', 'Area:', '121 m²', 'Bathrooms:', '2', 'Available from:', '23 Jun']"
"Condo For Rent in L.P. Leviste Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/modern-1-bedroom-unit-with-balcony-for-rent-in-salcedo-square-ad-375-ln813082,"PHP 35,000/ month","L.P. Leviste Street, Makati City, Metro Manila",,37 m²,1,1,Available from 1 May,,09 Dec 11:53,Housing I.,"['PHP 35,000/ month', '/ month', 'L.P. Leviste Street, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '37 m²', 'Bathrooms:', '1', 'Available from:', '1 May']"
"House and Lot For Sale in 7163, Marcelo Avenue, Manila",https://lifenavi.com/ph/properties/manila/for-sale/house-and-lot/classic-2-storey-4-bedroom-house-for-sale-in-marcelo-green-village-ad-374-ln767166,"PHP 55,000,000","7163, Marcelo Avenue, Manila, Metro Manila",,736 m²,4,4,Available from 1 Oct,,09 Dec 11:53,Housing I.,"['PHP 55,000,000', '7163, Marcelo Avenue, Manila, Metro Manila', 'Bedrooms:', '4', 'Area:', '736 m²', 'Bathrooms:', '4', 'Available from:', '1 Oct']"
"House and Lot For Rent in Guagua, Central Luzon",https://lifenavi.com/ph/properties/guagua/for-rent/house-and-lot/elegant-1-bedroom-farm-house-for-rent-in-guagua-ad-373-ln828467,"PHP 35,000/ month","Guagua, Central Luzon",,90 m²,1,1,Available from 15 Feb,,09 Dec 11:53,Housing I.,"['PHP 35,000/ month', '/ month', 'Guagua, Central Luzon', 'Bedrooms:', '1', 'Area:', '90 m²', 'Bathrooms:', '1', 'Available from:', '15 Feb']"
"House and Lot For Rent in Upper McKinley Hill, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/house-and-lot/house-and-lot-for-rent-in-mckinley-hill-village-ad-372-ln701237,"PHP 360,000/ month","Upper McKinley Hill, Taguig, Metro Manila",,400 m²,5+,6+,Available from 1 Jun,,09 Dec 11:53,Housing I.,"['PHP 360,000/ month', '/ month', 'Upper McKinley Hill, Taguig, Metro Manila', 'Bedrooms:', '5+', 'Area:', '400 m²', 'Bathrooms:', '6+', 'Available from:', '1 Jun']"
"Condo For Sale in 6370, Camia, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/bare-2-bedroom-unit-with-parking-balcony-for-sale-in-proscenium-residences-ad-371-ln163454,"PHP 36,000,000","6370, Camia, Makati City, Kalakhang Maynila, 1200",,93 m²,2,2,Available from 2 Mar,,09 Dec 11:53,Housing I.,"['PHP 36,000,000', '6370, Camia, Makati City, Kalakhang Maynila, 1200', 'Bedrooms:', '2', 'Area:', '93 m²', 'Bathrooms:', '2', 'Available from:', '2 Mar']"
"Condo For Rent in Tivoli Garden Residences, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-rent/condo/for-rentsale-3br-unit-in-tivoli-garden-residences-ad-370-ln185124,"PHP 35,000/ month","Tivoli Garden Residences, Mandaluyong City, Metro Manila",,77 m²,3,2,Available from 3 Jan,,09 Dec 11:53,Housing I.,"['PHP 35,000/ month', '/ month', 'Tivoli Garden Residences, Mandaluyong City, Metro Manila', 'Bedrooms:', '3', 'Area:', '77 m²', 'Bathrooms:', '2', 'Available from:', '3 Jan']"
"Condo For Sale in Estrella, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-in-proscenium-at-rockwell-ad-369-ln576173,"PHP 19,500,000","Estrella, Makati City, Metro Manila",,62 m²,1,1,Available from 21 Mar,,09 Dec 11:53,Housing I.,"['PHP 19,500,000', 'Estrella, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '62 m²', 'Bathrooms:', '1', 'Available from:', '21 Mar']"
"House and Lot For Sale in Banyan Drive, Biñan",https://lifenavi.com/ph/properties/binan/for-sale/house-and-lot/grand-3-storey-5-bedroom-house-with-balcony-for-sale-in-verdana-mamplasan-ad-368-ln476624,"PHP 23,000,000","Banyan Drive, Biñan, Calabarzon",,395 m²,5+,4,Available from 27 Dec,,09 Dec 11:53,Housing I.,"['PHP 23,000,000', 'Banyan Drive, Biñan, Calabarzon', 'Bedrooms:', '5+', 'Area:', '395 m²', 'Bathrooms:', '4', 'Available from:', '27 Dec']"
"House and Lot For Sale in 5, Mustard Street, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/house-and-lot/house-and-lot-for-sale-in-valle-verde-5-ad-367-ln174878,"PHP 195,000,000","5, Mustard Street, Pasig, Metro Manila",,750 m²,5+,5,Available from 20 Jul,,09 Dec 11:53,Housing I.,"['PHP 195,000,000', '5, Mustard Street, Pasig, Metro Manila', 'Bedrooms:', '5+', 'Area:', '750 m²', 'Bathrooms:', '5', 'Available from:', '20 Jul']"
"Condo For Sale in 1229, Dela Rosa Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/studio-for-sale-in-kroma-tower-ad-366-ln940831,"PHP 7,200,000","1229, Dela Rosa Street, Makati City, Kalakhang Maynila",,30 m²,Studio,1,Available from 25 May,,09 Dec 11:53,Housing I.,"['PHP 7,200,000', '1229, Dela Rosa Street, Makati City, Kalakhang Maynila', 'Bedrooms:', 'Studio', 'Area:', '30 m²', 'Bathrooms:', '1', 'Available from:', '25 May']"
"Condo For Rent in 9th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-1br-unit-in-avida-towers-verte-ad-365-ln868239,"PHP 35,000/ month","9th Avenue, Taguig, Metro Manila",,36 m²,1,1,Available from 21 Sep,,09 Dec 11:53,Housing I.,"['PHP 35,000/ month', '/ month', '9th Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '36 m²', 'Bathrooms:', '1', 'Available from:', '21 Sep']"
"House and Lot For Sale in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/house-and-lot-for-sale-in-ayala-alabang-village-ad-364-ln541290,"PHP 165,000,000","Muntinlupa, Metro Manila",,488 m²,5+,4,Available from 9 Feb,,09 Dec 11:53,Housing I.,"['PHP 165,000,000', 'Muntinlupa, Metro Manila', 'Bedrooms:', '5+', 'Area:', '488 m²', 'Bathrooms:', '4', 'Available from:', '9 Feb']"
"Condo For Sale in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-3br-in-two-serendra-ad-363-ln131940,"PHP 38,000,000","1634, McKinley Parkway, Taguig, Metro Manila",,117 m²,3,1,Available from 21 Mar,,09 Dec 11:53,Housing I.,"['PHP 38,000,000', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '117 m²', 'Bathrooms:', '1', 'Available from:', '21 Mar']"
"House and Lot For Sale in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/grand-2-storey-3-bedroom-house-for-sale-in-ayala-alabang-village-ad-362-ln775389,"PHP 85,000,000","Muntinlupa, Metro Manila",,500 m²,3,3,Available from 20 Jun,,09 Dec 11:53,Housing I.,"['PHP 85,000,000', 'Muntinlupa, Metro Manila', 'Bedrooms:', '3', 'Area:', '500 m²', 'Bathrooms:', '3', 'Available from:', '20 Jun']"
"Condo For Sale in 117, Eulogio Rodriguez Jr. Avenue, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/condo/for-sale-studio-at-the-grove-by-rockwell-ad-361-ln427615,"PHP 3,800,000","117, Eulogio Rodriguez Jr. Avenue, Pasig, Metro Manila",,24 m²,Studio,1,Available from 16 Mar,,09 Dec 11:53,Housing I.,"['PHP 3,800,000', '117, Eulogio Rodriguez Jr. Avenue, Pasig, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '24 m²', 'Bathrooms:', '1', 'Available from:', '16 Mar']"
