title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs
"House and Lot For Sale in Yakal Street, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/5-bedroom-house-for-sale-in-batasan-hills-metro-manila-ln933676,"PHP 95,000,000","Yakal Street, Quezon City, Metro Manila",,615 m²,5+,5,Available from 15 Nov,,16 Nov 02:03,Grace L.,"['PHP 95,000,000', 'Yakal Street, Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '615 m²', 'Bathrooms:', '5', 'Available from:', '15 Nov']"
"House and Lot For Sale in Santa Rosa - Tagaytay Road, Tagaytay City",https://lifenavi.com/ph/properties/tagaytay-city/for-sale/house-and-lot/modern-and-corner-house-and-lot-for-sale-in-tagaytay-city-ln596300,"PHP 35,000,000","Santa Rosa - Tagaytay Road, Tagaytay City, Calabarzon",,733 m²,3,4,Available from 15 Nov,,15 Nov 21:22,Grace L.,"['PHP 35,000,000', 'Santa Rosa - Tagaytay Road, Tagaytay City, Calabarzon', 'Bedrooms:', '3', 'Area:', '733 m²', 'Bathrooms:', '4', 'Available from:', '15 Nov']"
"Condo For Sale in Dela Rosa Access Road 3, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/1-bedroom-condo-for-sale-in-legazpi-village-makati-city-ln626361,"PHP 11,000,000","Dela Rosa Access Road 3, Makati City, Metro Manila",,59 m²,1,1,Available from 15 Nov,,15 Nov 21:14,Grace L.,"['PHP 11,000,000', 'Dela Rosa Access Road 3, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '59 m²', 'Bathrooms:', '1', 'Available from:', '15 Nov']"
"Office For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/office/prime-office-space-for-sale-in-bgc-taguig-metro-manila-ln723155,"PHP 13,500,000","Taguig, Metro Manila",,62 m²,,,Vacant,Unfurnished,15 Nov 21:05,Grace L.,"['PHP 13,500,000', 'Taguig, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '62 m²', 'Available from:', '15 Nov']"
"Condo For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/condo/2br-condo-unit-for-sale-in-mckinley-west-taguig-city-ln534162,"PHP 24,500,000","Taguig, Metro Manila",,78 m²,2,2,Available from 15 Nov,,15 Nov 20:58,Grace L.,"['PHP 24,500,000', 'Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '78 m²', 'Bathrooms:', '2', 'Available from:', '15 Nov']"
"Condo For Sale in Ortigas Avenue, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/condo/3-bedroom-fully-furnished-condo-in-pasig-city-ln258128,"PHP 19,000,000","Ortigas Avenue, Ortigas Center, Pasig, Metro Manila",,81 m²,3,2,Available from 15 Nov,,15 Nov 20:44,Grace L.,"['PHP 19,000,000', 'Ortigas Avenue, Ortigas Center, Pasig, Metro Manila', 'Bedrooms:', '3', 'Area:', '81 m²', 'Bathrooms:', '2', 'Available from:', '15 Nov']"
"Condo For Sale in 112, Rada, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/modern-studio-condo-for-sale-in-legazpi-village-makati-city-ln376626,"PHP 5,880,000","112, Rada, Legazpi Village, Makati City, Metro Manila, 1223",,38 m²,Studio,1,Available from 15 Nov,,15 Nov 20:33,Grace L.,"['PHP 5,880,000', '112, Rada, Legazpi Village, Makati City, Metro Manila, 1223', 'Bedrooms:', 'Studio', 'Area:', '38 m²', 'Bathrooms:', '1', 'Available from:', '15 Nov']"
"Condo For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/condo/1br-condominium-for-sale-in-bgc-fort-bonifacio-taguig-city-ln957588,"PHP 17,500,000","Taguig, Metro Manila",,60 m²,1,1,Available from 15 Nov,,15 Nov 20:24,Grace L.,"['PHP 17,500,000', 'Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '60 m²', 'Bathrooms:', '1', 'Available from:', '15 Nov']"
"Condo For Sale in Yakal, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/1-bedroom-condo-unit-for-sale-in-the-rise-makati-city-ln613078,"PHP 5,500,000","Yakal, Makati City, Metro Manila, 1203",,26 m²,1,1,Available from 15 Nov,,15 Nov 19:47,Grace L.,"['PHP 5,500,000', 'Yakal, Makati City, Metro Manila, 1203', 'Bedrooms:', '1', 'Area:', '26 m²', 'Bathrooms:', '1', 'Available from:', '15 Nov']"
"Condo For Sale in H.V. Dela Costa, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/1-bedroom-condo-for-sale-in-salcedo-village-makati-ln225443,"PHP 15,500,000","H.V. Dela Costa, Makati City, Metro Manila",,52 m²,1,1,Available from 15 Nov,,15 Nov 19:32,Grace L.,"['PHP 15,500,000', 'H.V. Dela Costa, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '52 m²', 'Bathrooms:', '1', 'Available from:', '15 Nov']"
"House and Lot For Sale in Road Lot 1, Caloocan",https://lifenavi.com/ph/properties/caloocan/for-sale/house-and-lot/north-caloocan-house-and-lot-for-sale-ln609211,"PHP 2,300,000","Road Lot 1, Caloocan, Metro Manila",,180 m²,1,1,Available from 15 Nov,,15 Nov 11:37,Jeanette B.,"['PHP 2,300,000', 'Road Lot 1, Caloocan, Metro Manila', 'Bedrooms:', '1', 'Area:', '180 m²', 'Bathrooms:', '1', 'Available from:', '15 Nov']"
"Land only For Sale in Mabini Street, Tagum",https://lifenavi.com/ph/properties/tagum/for-sale/land-only/5-ha-coconut-farm-in-sawata-davao-del-norte-philippines-ln534483,"PHP 1,300,000","Mabini Street, Tagum, Davao Region",,10000 m²,1,1,Available from 31 Dec,,15 Nov 09:10,Posted on,"['PHP 1,300,000', 'Mabini Street, Tagum, Davao Region', 'Bedrooms:', '1', 'Area:', '10000 m²', 'Bathrooms:', '1', 'Available from:', '31 Dec']"
"Commercial land For Sale in Mabini Street, Tagum",https://lifenavi.com/ph/properties/tagum/for-sale/commercial-land/commercial-lots-in-tagum-city-philippines-ln476450,"PHP 14,000,000","Mabini Street, Tagum, Davao Region",,241 m²,,,Vacant,Furnished,15 Nov 09:03,Posted on,"['PHP 14,000,000', 'Mabini Street, Tagum, Davao Region', 'Status:', 'Vacant', 'Furnishing:', 'Furnished', 'Area:', '241 m²', 'Available from:', '31 Dec']"
"Beach Lot For Sale in Prk 1-A, Mabini Street, Tagum",https://lifenavi.com/ph/properties/tagum/for-sale/beach-lot/very-large-beach-lot-in-bohol-philippines-ln378216,"PHP 6,000,000","Prk 1-A, Mabini Street, Tagum, Davao Region",,10000 m²,1,1,Available from 31 Dec,,15 Nov 08:50,Posted on,"['PHP 6,000,000', 'Prk 1-A, Mabini Street, Tagum, Davao Region', 'Bedrooms:', '1', 'Area:', '10000 m²', 'Bathrooms:', '1', 'Available from:', '31 Dec']"
"Land only For Sale in Panabo Circumferential Road, Tagum",https://lifenavi.com/ph/properties/tagum/for-sale/land-only/very-large-farm-lots-in-mindanao-philippines-ln803543,"PHP 1,000,000","Panabo Circumferential Road, Tagum, Davao Region",,10000 m²,1,1,Available from 28 Nov,,15 Nov 08:45,Posted on,"['PHP 1,000,000', 'Panabo Circumferential Road, Tagum, Davao Region', 'Bedrooms:', '1', 'Area:', '10000 m²', 'Bathrooms:', '1', 'Available from:', '28 Nov']"
"Condo For Rent in 2320, Taft Avenue, Manila",https://lifenavi.com/ph/properties/manila/for-rent/condo/the-manila-residences-furnished-studio-ln986612,"PHP 20,000/ month","2320, Taft Avenue, Malate, Manila, Metro Manila, 1004",,25 m²,Studio,1,Available from 20 Nov,,14 Nov 02:21,Michelle G.,"['PHP 20,000/ month', '/ month', '2320, Taft Avenue, Malate, Manila, Metro Manila, 1004', 'Bedrooms:', 'Studio', 'Area:', '25 m²', 'Bathrooms:', '1', 'Available from:', '20 Nov']"
"Residential floor For Sale in Salinas Drive, Cebu City",https://lifenavi.com/ph/properties/cebu-city/for-sale/residential-floor/40-sqm-1-bedroom-condo-for-sale-in-mivesa-lahug-cebu-city-ln868708,"PHP 4,500,000","Salinas Drive, Cebu City, Central Visayas, 6000",,40 m²,1,2,Available from 13 Nov,,13 Nov 20:48,Nelson B.,"['PHP 4,500,000', 'Salinas Drive, Cebu City, Central Visayas, 6000', 'Bedrooms:', '1', 'Area:', '40 m²', 'Bathrooms:', '2', 'Available from:', '13 Nov']"
"Condo For Rent in 309, Katipunan Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/condo/condo-unit-for-rent-unit-1131-at-vista-309-katipunan-ln234702,"PHP 13,500/ month","309, Katipunan Avenue, Quezon City, Metro Manila",,20 m²,Studio,1,Available from 13 Nov,,13 Nov 15:51,Armien C.,"['PHP 13,500/ month', '/ month', '309, Katipunan Avenue, Quezon City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '20 m²', 'Bathrooms:', '1', 'Available from:', '13 Nov']"
"House and Lot For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/house-and-lot/3-bedroom-house-and-lot-for-sale-at-pacific-residences-subd-ln326966,"PHP 25,000,000","Taguig, Metro Manila",,330 m²,3,2,Available from 12 Nov,,12 Nov 16:39,Grace L.,"['PHP 25,000,000', 'Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '330 m²', 'Bathrooms:', '2', 'Available from:', '12 Nov']"
"House and Lot For Sale in 54, Hon. Benito Soliven Avenue, Marikina",https://lifenavi.com/ph/properties/marikina/for-sale/house-and-lot/loyola-grand-villas-brand-new-house-and-lot-with-pool-ln849679,"PHP 180,000,000","54, Hon. Benito Soliven Avenue, Marikina, Metro Manila, 1800",,650 m²,5+,6+,Available from 12 Nov,,12 Nov 16:32,Grace L.,"['PHP 180,000,000', '54, Hon. Benito Soliven Avenue, Marikina, Metro Manila, 1800', 'Bedrooms:', '5+', 'Area:', '650 m²', 'Bathrooms:', '6+', 'Available from:', '12 Nov']"
"Commercial land For Sale in City of Santa Rosa, Calabarzon",https://lifenavi.com/ph/properties/city-of-santa-rosa/for-sale/commercial-land/sta-rosa-westborough-town-center-2058-sqm-lot-for-sale-ln632514,"PHP 329,280,000","City of Santa Rosa, Calabarzon",,2058 m²,,,Vacant,Semi-Furnished,12 Nov 16:23,Grace L.,"['PHP 329,280,000', 'City of Santa Rosa, Calabarzon', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '2058 m²', 'Available from:', '12 Nov']"
"Condo For Sale in Yakal, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/the-rise-in-makati-city-for-sale-1-bedroom-condo-ln299323,"PHP 5,500,000","Yakal, Makati City, Metro Manila, 1203",,28 m²,1,1,Available from 12 Nov,,12 Nov 16:18,Grace L.,"['PHP 5,500,000', 'Yakal, Makati City, Metro Manila, 1203', 'Bedrooms:', '1', 'Area:', '28 m²', 'Bathrooms:', '1', 'Available from:', '12 Nov']"
"House and Lot For Sale in 1, Pearl Street, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/house-and-lot/pasig-greenland-village-house-lot-for-sale-rosario-pasig-ln876742,"PHP 7,000,000","1, Pearl Street, Pasig, Metro Manila, 1609",,116 m²,2,2,Available from 12 Nov,,12 Nov 16:10,Grace L.,"['PHP 7,000,000', '1, Pearl Street, Pasig, Metro Manila, 1609', 'Bedrooms:', '2', 'Area:', '116 m²', 'Bathrooms:', '2', 'Available from:', '12 Nov']"
"House and Lot For Sale in Santa Rosa - Tagaytay Road, Tagaytay City",https://lifenavi.com/ph/properties/tagaytay-city/for-sale/house-and-lot/tagaytay-windsor-heights-for-sale-house-lot-ln186799,"PHP 35,000,000","Santa Rosa - Tagaytay Road, Tagaytay City, Calabarzon",,733 m²,3,4,Available from 12 Nov,,12 Nov 16:02,Grace L.,"['PHP 35,000,000', 'Santa Rosa - Tagaytay Road, Tagaytay City, Calabarzon', 'Bedrooms:', '3', 'Area:', '733 m²', 'Bathrooms:', '4', 'Available from:', '12 Nov']"
"Condo For Sale in 3, Eisenhower Street, San Juan City",https://lifenavi.com/ph/properties/san-juan-city/for-sale/condo/san-juan-the-connor-greenhills-1-bedroom-condo-for-sale-ln228951,"PHP 13,450,000","3, Eisenhower Street, Greenhills, San Juan City, Metro Manila, 1502",,53 m²,1,1,Available from 12 Nov,,12 Nov 15:50,Grace L.,"['PHP 13,450,000', '3, Eisenhower Street, Greenhills, San Juan City, Metro Manila, 1502', 'Bedrooms:', '1', 'Area:', '53 m²', 'Bathrooms:', '1', 'Available from:', '12 Nov']"
"Condo For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/condo/park-triangle-residences-1br-condominium-for-sale-ln715363,"PHP 17,500,000","Taguig, Metro Manila",,60 m²,1,1,Available from 12 Nov,,12 Nov 15:43,Grace L.,"['PHP 17,500,000', 'Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '60 m²', 'Bathrooms:', '1', 'Available from:', '12 Nov']"
"Condo For Sale in Pasig, Metro Manila",https://lifenavi.com/ph/properties/pasig/for-sale/condo/the-imperium-at-capitol-commons-3br-condo-for-sale-ln303719,"PHP 62,100,000","Pasig, Metro Manila",,207 m²,4,5,Available from 12 Nov,,12 Nov 15:36,Grace L.,"['PHP 62,100,000', 'Pasig, Metro Manila', 'Bedrooms:', '4', 'Area:', '207 m²', 'Bathrooms:', '5', 'Available from:', '12 Nov']"
"House and Lot For Sale in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/ayala-alabang-village-5-bedroom-modern-house-for-sale-ln613775,"PHP 210,000,000","Muntinlupa, Metro Manila",,652 m²,5+,6+,Available from 12 Nov,,12 Nov 15:23,Grace L.,"['PHP 210,000,000', 'Muntinlupa, Metro Manila', 'Bedrooms:', '5+', 'Area:', '652 m²', 'Bathrooms:', '6+', 'Available from:', '12 Nov']"
"Land only For Sale in 5, Lourdes-Corella Road, Corella",https://lifenavi.com/ph/properties/corella/for-sale/land-only/residential-lot-for-sale-in-anislag-corella-bohol-ln660336,"PHP 1,900","5, Lourdes-Corella Road, Corella, Central Visayas, 6337",,1228 m²,1,1,Available from 12 Nov,,12 Nov 14:46,Glenn P.,"['PHP 1,900', '5, Lourdes-Corella Road, Corella, Central Visayas, 6337', 'Bedrooms:', '1', 'Area:', '1228 m²', 'Bathrooms:', '1', 'Available from:', '12 Nov']"
"Land only For Sale in El Nido, Mimaropa",https://lifenavi.com/ph/properties/el-nido/for-sale/land-only/1552-sqm-residential-lot-for-sale-in-el-nido-palawan-ln882351,"PHP 7,760,000","El Nido, Mimaropa",,1552 m²,Studio,1,Available from 12 Nov,,12 Nov 10:55,Maria fe P.,"['PHP 7,760,000', 'El Nido, Mimaropa', 'Bedrooms:', 'Studio', 'Area:', '1552 m²', 'Bathrooms:', '1', 'Available from:', '12 Nov']"
"Residential floor For Sale in 3158, J.P Rizal Road, Manila",https://lifenavi.com/ph/properties/manila/for-sale/residential-floor/condo-unit-for-sale-in-park-west-bgc-ln618670,"PHP 20,000,000","3158, J.P Rizal Road, Manila, Metro Manila",,70 m²,2,2,Available from 11 Nov,,11 Nov 15:32,Grace L.,"['PHP 20,000,000', '3158, J.P Rizal Road, Manila, Metro Manila', 'Bedrooms:', '2', 'Area:', '70 m²', 'Bathrooms:', '2', 'Available from:', '11 Nov']"
"Residential floor For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/residential-floor/3br-condo-for-sale-in-taguig-city-bgc-at-two-serendra-ln265630,"PHP 38,530,000","Taguig, Metro Manila",,127 m²,3,3,Available from 11 Nov,,11 Nov 15:21,Grace L.,"['PHP 38,530,000', 'Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '127 m²', 'Bathrooms:', '3', 'Available from:', '11 Nov']"
"Residential floor For Sale in 1634, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/residential-floor/2-bedroom-condo-unit-for-sale-in-serendra-bgc-taguig-ln924293,"PHP 26,350,000","1634, 11th Avenue, Taguig, Metro Manila",,85 m²,2,2,Available from 11 Nov,,11 Nov 15:07,Grace L.,"['PHP 26,350,000', '1634, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '85 m²', 'Bathrooms:', '2', 'Available from:', '11 Nov']"
"Residential floor For Sale in 312, Buendia Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/residential-floor/1-bedroom-condominium-unit-for-sale-in-one-central-makati-ln420513,"PHP 11,880,000","312, Buendia Avenue, Makati City, Metro Manila",,66 m²,1,1,Available from 11 Nov,,11 Nov 14:55,Grace L.,"['PHP 11,880,000', '312, Buendia Avenue, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '66 m²', 'Bathrooms:', '1', 'Available from:', '11 Nov']"
"Commercial land For Sale in 1750, Daang Hari Road, Las Piñas",https://lifenavi.com/ph/properties/las-pinas/for-sale/commercial-land/lot-for-sale-in-molino-cavite-ln710694,"PHP 27,525,000","1750, Daang Hari Road, Las Piñas, Kalakhang Maynila",,367 m²,,,Vacant,Semi-Furnished,11 Nov 14:46,Grace L.,"['PHP 27,525,000', '1750, Daang Hari Road, Las Piñas, Kalakhang Maynila', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '367 m²', 'Available from:', '11 Nov']"
"Residential floor For Sale in 427, Malugay, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/residential-floor/the-lerato-tower-1-studio-condo-for-sale-in-makati-ln228366,"PHP 8,500,000","427, Malugay, Makati City, Kalakhang Maynila",,37 m²,Studio,1,Available from 11 Nov,,11 Nov 14:40,Grace L.,"['PHP 8,500,000', '427, Malugay, Makati City, Kalakhang Maynila', 'Bedrooms:', 'Studio', 'Area:', '37 m²', 'Bathrooms:', '1', 'Available from:', '11 Nov']"
"Residential floor For Sale in 2, Rosario Boulevard, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/residential-floor/pre-selling-2br-suite-condo-for-sale-in-pasig-and-qc-ln268700,"PHP 37,275,000","2, Rosario Boulevard, Pasig, Metro Manila, 1609",,105 m²,2,2,Available from 11 Nov,,11 Nov 14:20,Grace L.,"['PHP 37,275,000', '2, Rosario Boulevard, Pasig, Metro Manila, 1609', 'Bedrooms:', '2', 'Area:', '105 m²', 'Bathrooms:', '2', 'Available from:', '11 Nov']"
"Commercial land For Sale in Kamias Road, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/commercial-land/commercial-lot-for-sale-in-kamias-rd-quezon-city-ln161161,"PHP 72,000,000","Kamias Road, Diliman, Quezon City, Metro Manila",,600 m²,,,Vacant,Unfurnished,11 Nov 14:13,Grace L.,"['PHP 72,000,000', 'Kamias Road, Diliman, Quezon City, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '600 m²', 'Available from:', '11 Nov']"
"Residential floor For Sale in 530, J.P. Rizal, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/residential-floor/2br-condo-for-sale-in-harbour-park-residences-ln414500,"PHP 7,500,000","530, J.P. Rizal, Mandaluyong City, Metro Manila, 1550",,40 m²,2,1,Available from 11 Nov,,11 Nov 14:12,Grace L.,"['PHP 7,500,000', '530, J.P. Rizal, Mandaluyong City, Metro Manila, 1550', 'Bedrooms:', '2', 'Area:', '40 m²', 'Bathrooms:', '1', 'Available from:', '11 Nov']"
"Office For Sale in Tandang Sora Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/entire-building/mix-use-office-commercial-property-building-for-sale-in-qc-ln181660,"PHP 115,000,000","Tandang Sora Avenue, Quezon City, Metro Manila",,967 m²,,,Vacant,Semi-Furnished,11 Nov 14:12,Grace L.,"['PHP 115,000,000', 'Tandang Sora Avenue, Quezon City, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '967 m²', 'Available from:', '11 Nov']"
"Commercial land For Sale in Quezon City, Metro Manila",https://lifenavi.com/ph/properties/quezon-city/for-sale/commercial-land/neopolitan-business-park-qc-for-sale-1509-sqm-com-lot-ln395795,"PHP 147,882,000","Novaliches, Quezon City, Metro Manila",,1509 m²,,,Vacant,Unfurnished,11 Nov 14:11,Grace L.,"['PHP 147,882,000', 'Novaliches, Quezon City, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '1509 m²', 'Available from:', '11 Nov']"
"Commercial land For Sale in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-sale/commercial-land/660-sqm-huge-prime-vacant-lot-for-sale-in-makati-ln111863,"PHP 300,000,000","Makati City, Metro Manila",,660 m²,,,Vacant,Unfurnished,11 Nov 14:11,Grace L.,"['PHP 300,000,000', 'Makati City, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '660 m²', 'Available from:', '11 Nov']"
"Commercial land For Sale in Mataas Na Kahoy, Calabarzon",https://lifenavi.com/ph/properties/mataas-na-kahoy/for-sale/commercial-land/rush-sale-farm-lot-for-sale-in-mataas-na-kahoy-batangas-ln965170,"PHP 30,000,000","Mataas Na Kahoy, Calabarzon",,8232 m²,,,Vacant,Unfurnished,11 Nov 14:10,Grace L.,"['PHP 30,000,000', 'Mataas Na Kahoy, Calabarzon', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '8232 m²', 'Available from:', '11 Nov']"
"Condo For Sale in Yakal, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/the-rise-for-sale-1-bedroom-condo-in-makati-city-ln291689,"PHP 5,500,000","Yakal, Makati City, Metro Manila, 1203",,28 m²,1,1,Available from 11 Nov,,11 Nov 14:08,Grace L.,"['PHP 5,500,000', 'Yakal, Makati City, Metro Manila, 1203', 'Bedrooms:', '1', 'Area:', '28 m²', 'Bathrooms:', '1', 'Available from:', '11 Nov']"
"Residential floor For Sale in 35th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/residential-floor/brand-new-1br-condo-for-sale-in-bgc-taguig-city-ln625662,"PHP 8,059,586","35th Street, Taguig, Metro Manila",,36.91 m²,1,1,Available from 11 Nov,,11 Nov 13:50,Grace L.,"['PHP 8,059,586', '35th Street, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '36.91 m²', 'Bathrooms:', '1', 'Available from:', '11 Nov']"
"Residential floor For Sale in Las Piñas, Metro Manila",https://lifenavi.com/ph/properties/las-pinas/for-sale/residential-floor/condo-unit-for-sale-in-viento-cerca-las-pinas-city-ln760708,"PHP 23,000,000","Las Piñas, Metro Manila",,79 m²,2,3,Available from 11 Nov,,11 Nov 13:45,Grace L.,"['PHP 23,000,000', 'Las Piñas, Metro Manila', 'Bedrooms:', '2', 'Area:', '79 m²', 'Bathrooms:', '3', 'Available from:', '11 Nov']"
"Residential floor For Sale in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-sale/residential-floor/2-bedroom-condominium-for-sale-in-makati-city-ln687635,"PHP 30,000,000","Makati City, Metro Manila",,102.3 m²,1,1,Available from 11 Nov,,11 Nov 13:41,Grace L.,"['PHP 30,000,000', 'Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '102.3 m²', 'Bathrooms:', '1', 'Available from:', '11 Nov']"
"House and Lot For Sale in 1630, Cedar Crest Road, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/house-and-lot/4br-house-for-sale-in-acacia-estates-taguig-city-ln533778,"PHP 85,000,000","1630, Cedar Crest Road, Taguig, Metro Manila",,649 m²,4,5,Available from 11 Nov,,11 Nov 13:30,Grace L.,"['PHP 85,000,000', '1630, Cedar Crest Road, Taguig, Metro Manila', 'Bedrooms:', '4', 'Area:', '649 m²', 'Bathrooms:', '5', 'Available from:', '11 Nov']"
"Residential floor For Sale in Chateau Road, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/residential-floor/2br-condo-for-sale-near-bgc-fort-ln980386,"PHP 22,765,000","Chateau Road, Taguig, Metro Manila",,78.2 m²,2,2,Available from 11 Nov,,11 Nov 13:15,Grace L.,"['PHP 22,765,000', 'Chateau Road, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '78.2 m²', 'Bathrooms:', '2', 'Available from:', '11 Nov']"
"Commercial land For Sale in Calamba, Calabarzon",https://lifenavi.com/ph/properties/calamba/for-sale/land-only/andacillo-nuvali-laguna-505-sqm-residential-vacant-lot-ln921648,"PHP 28,000,000","Calamba, Calabarzon",,505 m²,,,Vacant,Unfurnished,11 Nov 11:19,Grace L.,"['PHP 28,000,000', 'Calamba, Calabarzon', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '505 m²', 'Available from:', '11 Nov']"
"House and Lot For Sale in National Highway, Tagaytay City",https://lifenavi.com/ph/properties/tagaytay-city/for-sale/house-and-lot/8br-airbnb-villa-house-and-lot-for-sale-tagaytay-ln654257,"PHP 110,000,000","National Highway, Tagaytay City, Calabarzon, 4120",,800 m²,5+,6+,Available from 11 Nov,,11 Nov 11:15,Grace L.,"['PHP 110,000,000', 'National Highway, Tagaytay City, Calabarzon, 4120', 'Bedrooms:', '5+', 'Area:', '800 m²', 'Bathrooms:', '6+', 'Available from:', '11 Nov']"
"Condo For Sale in 3158, J.P Rizal Road, Manila",https://lifenavi.com/ph/properties/manila/for-sale/condo/park-west-taguig-for-sale-2-br-condo-ln710920,"PHP 19,200,000","3158, J.P Rizal Road, Manila, Metro Manila",,72 m²,2,2,Available from 11 Nov,,11 Nov 11:07,Grace L.,"['PHP 19,200,000', '3158, J.P Rizal Road, Manila, Metro Manila', 'Bedrooms:', '2', 'Area:', '72 m²', 'Bathrooms:', '2', 'Available from:', '11 Nov']"
"Commercial land For Sale in City of Santa Rosa, Calabarzon",https://lifenavi.com/ph/properties/city-of-santa-rosa/for-sale/commercial-land/for-sale-double-cor-lot-in-westborough-town-center-laguna-ln673807,"PHP 329,280,000","City of Santa Rosa, Calabarzon",,2058 m²,,,Vacant,Unfurnished,11 Nov 10:59,Grace L.,"['PHP 329,280,000', 'City of Santa Rosa, Calabarzon', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '2058 m²', 'Available from:', '11 Nov']"
"Commercial land For Sale in City of Santa Rosa, Calabarzon",https://lifenavi.com/ph/properties/city-of-santa-rosa/for-sale/commercial-land/westborough-town-center-laguna-for-sale-2109-sqm-com-lot-ln876513,"PHP 337,440,000","City of Santa Rosa, Calabarzon",,2109 m²,,,Vacant,Unfurnished,11 Nov 10:55,Grace L.,"['PHP 337,440,000', 'City of Santa Rosa, Calabarzon', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '2109 m²', 'Available from:', '11 Nov']"
"Office For Sale in 34th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/office/capital-house-taguig-office-space-for-sale-ln606533,"PHP 13,500,000","34th Street, Taguig, Metro Manila",,62 m²,,,Vacant,Unfurnished,11 Nov 10:45,Grace L.,"['PHP 13,500,000', '34th Street, Taguig, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '62 m²', 'Available from:', '11 Nov']"
