mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.5716275215148926,0.03112805562309427,0.02174202601114909,0.006631891818102424,,0.8,1,2,200,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.4028546690279091,-0.7961683881038039,-0.6029543404525239,-0.7359569604166148,-0.7734654207878799,-0.6586028743579817,-0.776758899281627,-0.5384152165917745,-0.4851842871344901,-0.880151608004225,-0.584522973038159,-0.47089470293842967,-0.744303630424055,-0.7388843385856395,-0.8115491089731205,-0.6667111612078822,0.13930477597560287,58
1.0830809593200683,0.21778500406033918,0.0711899757385254,0.044762068277481935,,0.8,1,2,300,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-0.40068664145143945,-0.79185349100205,-0.6052026978500018,-0.7385801614228565,-0.773343237535699,-0.6579212171718972,-0.783987748717465,-0.5304266388012338,-0.4838179759482644,-0.8824743554826538,-0.5791530214796357,-0.4701261902177638,-0.7435584076070882,-0.7267842978761925,-0.8038606979555126,-0.6647851187013168,0.13993746404505256,32
1.2806546529134115,0.212548084568052,0.046766042709350586,0.019236579174663936,,0.8,1,2,400,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",-0.40194241807904435,-0.7919862388553961,-0.6039985057069025,-0.7358275527195483,-0.7691272124081183,-0.6562496948474266,-0.785053225984433,-0.5205184940289664,-0.483117386276707,-0.8788194783511803,-0.5764203005675717,-0.46870522533861236,-0.7445099119384382,-0.7369799817951245,-0.8001352314497613,-0.663559390556482,0.14028082505347922,21
0.504638385772705,0.05007228401004021,0.017817370096842446,0.005058082097047799,,0.8,1,4,200,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 200}",-0.40470707467697115,-0.793422686252051,-0.595470881434909,-0.7441800343689327,-0.7570627670097249,-0.6556206047693928,-0.7484732131969605,-0.5424525317415607,-0.4798337018979235,-0.8932063391072199,-0.587887588671938,-0.47427816482121676,-0.7168276739824998,-0.7435503407990687,-0.8096744839006232,-0.6631098724420662,0.13767521438913888,15
0.8288227240244548,0.08497688778244585,0.02854164441426595,0.011567875247661459,,0.8,1,4,300,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 300}",-0.402395538818347,-0.7910602773327058,-0.5995316305771207,-0.7462830277595323,-0.7538794547127672,-0.6536297343156904,-0.7602509516863302,-0.5359077720286621,-0.47941773886470246,-0.889551813228192,-0.5862769701182216,-0.4701444813129964,-0.7187071463960172,-0.737026816819603,-0.8059440772770909,-0.6620004954165319,0.13816526349968253,11
0.9278453985850016,0.06586837793895761,0.029786062240600587,0.00752968694078407,,0.8,1,4,400,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 400}",-0.40289726042126234,-0.7904956985756902,-0.5953584424602029,-0.7449160418014087,-0.7461297544841576,-0.6529778305862721,-0.7610582627297997,-0.5311953020524443,-0.47991494409423385,-0.8875346984566639,-0.5802531220807589,-0.4697867936480226,-0.7140107647311489,-0.7422438083210593,-0.8093331487280269,-0.6605403915447435,0.13844656966034544,5
0.4213477293650309,0.04112937280993634,0.016005992889404297,0.0049961260767352415,,0.8,2,2,200,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-0.4170091141219488,-0.7917194503169157,-0.6011059254530808,-0.7512856250434263,-0.7278368079204415,-0.6602209772784106,-0.7615127433375639,-0.5482453277162773,-0.4771153971364606,-0.8861073115915448,-0.5870684076797964,-0.473607158853133,-0.7196522774042055,-0.7975099272396,-0.820037041924176,-0.6680022328677987,0.1384059927814915,65
0.6715338548024495,0.06043468339775403,0.02401727040608724,0.006850953501184856,,0.8,2,2,300,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",-0.4127478656973891,-0.7887858780722559,-0.6000466535431214,-0.7457335416145346,-0.7241747839807047,-0.6616291747400513,-0.7660331944001025,-0.5441286777174382,-0.47412188356258567,-0.8896318128821609,-0.583096317220409,-0.4664844693291097,-0.7233021162075017,-0.7806193280004694,-0.8178025454524231,-0.6652225494946838,0.13931903480118107,35
0.9329915364583333,0.11826188574545557,0.033815685907999674,0.008379059985966528,,0.8,2,2,400,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400}",-0.4122725873628599,-0.7887020910488751,-0.5979570361785923,-0.7510614562308814,-0.7210186367573922,-0.6627074292959956,-0.7671943181332899,-0.5403167169859613,-0.47750709280550424,-0.8894269709739432,-0.5790989618932374,-0.47013675962239476,-0.7234823785714429,-0.7827814784461399,-0.8180311595136763,-0.665446338254679,0.13947223572479067,39
0.44228496551513674,0.02146713782626651,0.015830612182617186,0.006120941126746764,,0.8,2,4,200,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 200}",-0.4170091141219488,-0.7917194503169157,-0.6011059254530808,-0.7512856250434263,-0.7278368079204415,-0.6602209772784106,-0.7615127433375639,-0.5482453277162773,-0.4771153971364606,-0.8861073115915448,-0.5870684076797964,-0.473607158853133,-0.7196522774042055,-0.7975099272396,-0.820037041924176,-0.6680022328677987,0.1384059927814915,65
0.6954447269439697,0.05415864021434706,0.02875978151957194,0.007568531438127704,,0.8,2,4,300,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 300}",-0.4127478656973891,-0.7887858780722559,-0.6000466535431214,-0.7457335416145346,-0.7241747839807047,-0.6616291747400513,-0.7660331944001025,-0.5441286777174382,-0.47412188356258567,-0.8896318128821609,-0.583096317220409,-0.4664844693291097,-0.7233021162075017,-0.7806193280004694,-0.8178025454524231,-0.6652225494946838,0.13931903480118107,35
0.9358392874399821,0.048778861405410434,0.032512394587198894,0.005730670543162287,,0.8,2,4,400,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 400}",-0.4122725873628599,-0.7887020910488751,-0.5979570361785923,-0.7510614562308814,-0.7210186367573922,-0.6627074292959956,-0.7671943181332899,-0.5403167169859613,-0.47750709280550424,-0.8894269709739432,-0.5790989618932374,-0.47013675962239476,-0.7234823785714429,-0.7827814784461399,-0.8180311595136763,-0.665446338254679,0.13947223572479067,39
0.5842466036478678,0.08204582043353528,0.02192242940266927,0.004398581270470019,,0.9,1,2,200,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.3881689748136841,-0.7937657033214757,-0.5891252902129239,-0.7446474954543549,-0.7762376288044537,-0.6612667414661693,-0.7811775904238476,-0.5258025119188204,-0.4791714576498995,-0.8866213114874951,-0.5831822800620778,-0.47160252274253595,-0.732932815830202,-0.7275697802972971,-0.8096667980995317,-0.6633959268389845,0.1432346202119146,18
0.9059151808420817,0.0828274432364236,0.029713026682535806,0.010267461166124056,,0.9,1,2,300,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-0.3939508393223057,-0.7898431560968042,-0.5965309364484881,-0.7421797711884673,-0.77085898889907,-0.6586595710363355,-0.7881609994640099,-0.5251731155581878,-0.48311807307456645,-0.8918369685925208,-0.580429483754844,-0.4665758215629261,-0.7396868711246616,-0.7282353727575934,-0.7974536337905923,-0.6635129068447582,0.1423171842078945,19
1.0633963902791341,0.041059808407552675,0.037127415339152016,0.010050607770134647,,0.9,1,2,400,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",-0.39491639840943055,-0.7911454579024395,-0.5933652910029538,-0.7422010460580083,-0.7694793287311379,-0.6538434302824143,-0.7939620014657043,-0.519726515488918,-0.48650921056070046,-0.8882513226411617,-0.5775269503812573,-0.4688911179834397,-0.7368510213809984,-0.7367062909513051,-0.7996386458488759,-0.6635342686059165,0.14257989283249534,20
0.5227933088938396,0.043502721855760436,0.019465303421020506,0.003942704598399658,,0.9,1,4,200,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 200}",-0.3966298523208574,-0.7927790364335828,-0.5971334083912463,-0.7426695601689396,-0.7469164176904424,-0.664757357559502,-0.7487080152237057,-0.5416895708317435,-0.48313482948933895,-0.8859180965815182,-0.5866577118009453,-0.4691286186903426,-0.7114590341213379,-0.73585568981499,-0.8117079196421356,-0.6610096745840419,0.13729712473526567,8
0.8082694212595621,0.04986327689118419,0.02631214459737142,0.008895798523843602,,0.9,1,4,300,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 300}",-0.395807299198776,-0.7863336693890455,-0.59933096085192,-0.7471970732242242,-0.7504552326618008,-0.6624421217712544,-0.7555502406821741,-0.5363540218041604,-0.4832244931376257,-0.8887415044238478,-0.5809148894708006,-0.4654426793302385,-0.7159309948728735,-0.7306033801674032,-0.8052616585674724,-0.6602393479702413,0.13821258881007192,3
1.0113901138305663,0.041893376050678166,0.033975712458292645,0.007736029585044711,,0.9,1,4,400,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 400}",-0.39572903868051695,-0.7913218412744039,-0.5939565658352379,-0.7439771508955715,-0.7484990539932171,-0.6577472215958747,-0.7575804697083858,-0.5298310397200335,-0.49023506672467915,-0.8903101401181519,-0.5785998835166819,-0.46749736395934705,-0.7124021020037982,-0.7322765203952474,-0.8073498204493811,-0.6598208852580353,0.13857104772778098,2
0.49355732599894203,0.04030414751509485,0.0175167719523112,0.006060980851061288,,0.9,2,2,200,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-0.4184877362186191,-0.7866701559494035,-0.5969708158471538,-0.7506089225048146,-0.7273403061729066,-0.6601151155663247,-0.7649177773951996,-0.5476656655046854,-0.4785734941888362,-0.8941530911502892,-0.5900075470411666,-0.47753528679372764,-0.7182882708257343,-0.7925972050643719,-0.8175601218430903,-0.668099434137755,0.137955044032229,69
0.6741924444834392,0.041408412662549486,0.024922736485799155,0.004767742938776365,,0.9,2,2,300,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",-0.41436197878763337,-0.7842130593552323,-0.5987332754169752,-0.7532942044350627,-0.7233536995975937,-0.657508257915366,-0.7691019342996172,-0.5406721950243633,-0.4727446060587274,-0.897850508088978,-0.5864997166553912,-0.4774842140157722,-0.7199594266312536,-0.7808120795329169,-0.815753714813082,-0.6661561913751975,0.13919285903191825,53
1.0194473584493002,0.07787522374101313,0.039093669255574545,0.009754822621293681,,0.9,2,2,400,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400}",-0.416829086426653,-0.7881191736804954,-0.5939599887611892,-0.7517223733436503,-0.7247036331547997,-0.6566081573054814,-0.771108703189117,-0.5398575669789794,-0.4763692184557169,-0.8942322458081454,-0.5822985267791895,-0.47868135435215275,-0.7157152318420872,-0.786043735888958,-0.8144882052652238,-0.6660491467487893,0.1388299242596756,49
0.5004350185394287,0.04098408975662775,0.019089921315511068,0.006606176050112235,,0.9,2,4,200,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 200}",-0.4184877362186191,-0.7866701559494035,-0.5969708158471538,-0.7506089225048146,-0.7273403061729066,-0.6601151155663247,-0.7649177773951996,-0.5476656655046854,-0.4785734941888362,-0.8941530911502892,-0.5900075470411666,-0.47753528679372764,-0.7182882708257343,-0.7925972050643719,-0.8175601218430903,-0.668099434137755,0.137955044032229,69
0.6927272001902263,0.037173454391414486,0.022726742426554362,0.0034048050683367155,,0.9,2,4,300,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 300}",-0.41436197878763337,-0.7842130593552323,-0.5987332754169752,-0.7532942044350627,-0.7233536995975937,-0.657508257915366,-0.7691019342996172,-0.5406721950243633,-0.4727446060587274,-0.897850508088978,-0.5864997166553912,-0.4774842140157722,-0.7199594266312536,-0.7808120795329169,-0.815753714813082,-0.6661561913751975,0.13919285903191825,53
1.0610735416412354,0.11251002959112961,0.03555307388305664,0.00582538470666162,,0.9,2,4,400,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 400}",-0.416829086426653,-0.7881191736804954,-0.5939599887611892,-0.7517223733436503,-0.7247036331547997,-0.6566081573054814,-0.771108703189117,-0.5398575669789794,-0.4763692184557169,-0.8942322458081454,-0.5822985267791895,-0.47868135435215275,-0.7157152318420872,-0.786043735888958,-0.8144882052652238,-0.6660491467487893,0.1388299242596756,49
