mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.3722062269846598,0.031386903511331436,0.003798516591389974,0.0014233266321635413,0.9,400,3,4,0.1,0.7,"{'subsample': 0.9, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.7}",-0.47355714973020513,-0.3715212708604388,-0.5586647011830222,-0.3860487466885511,-0.4067659420937388,-0.3541620858043162,-0.33632838144937127,-0.5167100722530117,-0.5144298380902965,-0.3985281403305506,-0.4294933724939936,-0.35776527335041064,-0.4299578771272532,-0.4581497109583041,-0.4904313752792184,-0.43216759584617886,0.06536991889277728,23
1.8205119450887044,0.4714198814054513,0.010236771901448567,0.006454487534687653,0.8,500,5,8,0.1,1.0,"{'subsample': 0.8, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",-0.49459487389873535,-0.37308639657011305,-0.5665969474659386,-0.3870293002969418,-0.40891234499128165,-0.3532479132675304,-0.35860933802489475,-0.5361456283783254,-0.5145359362370996,-0.403106238346238,-0.4299471881957272,-0.3798866353032452,-0.4162648741561471,-0.46662759864421327,-0.49869118446594984,-0.4391521598828254,0.06632706345757589,38
0.6428294976552328,0.12697224328750834,0.008710384368896484,0.01680416745938709,0.9,200,1,6,0.05,1.0,"{'subsample': 0.9, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",-0.40573211148259464,-0.4425026937961857,-0.5492035199733356,-0.3490760171491259,-0.3873109920721597,-0.34889424568749655,-0.33199570906057535,-0.5217054420490247,-0.644234264514855,-0.3701481324849395,-0.35777760815929016,-0.36543318034604083,-0.40572088504603976,-0.41717505958120005,-0.4876557452893384,-0.4256377071128134,0.0858583529544974,11
0.7488960107167562,0.0567493532507155,0.00510257085164388,0.001796065802580003,0.9,400,5,6,0.1,0.9,"{'subsample': 0.9, 'n_estimators': 400, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.9}",-0.49597622686998616,-0.36371089437735943,-0.5519850163943318,-0.40807403340874937,-0.3986903679809475,-0.34180538477571276,-0.3473638126671974,-0.5328171624137095,-0.5151187722016144,-0.39515411453251376,-0.4338168380509161,-0.36857211639716025,-0.4259711863336787,-0.45921178244194155,-0.49516492207173624,-0.43556217539450365,0.06691599001431973,31
0.5439581394195556,0.0712082892180517,0.007239627838134766,0.004870082259415704,0.7,200,5,8,0.1,0.8,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",-0.4687181521163206,-0.38682539177778846,-0.5526731036589079,-0.41067530461695784,-0.39233167495650806,-0.3559122801682007,-0.36112651418532055,-0.5212885658010067,-0.5282333546587511,-0.3968985639402027,-0.41886933457079983,-0.40149008676741293,-0.403775043425884,-0.45531910104232026,-0.48604643088719374,-0.43601219350490494,0.06021093091694611,32
0.8296519756317139,0.07585619463700269,0.004762411117553711,0.0020925811101255134,0.9,200,1,7,0.03,0.9,"{'subsample': 0.9, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 0.9}",-0.4036854700912433,-0.42612989494045245,-0.5533203148808882,-0.3607880435063939,-0.39722409413914134,-0.3405853113426368,-0.3190045508670561,-0.5149879417470096,-0.6292684018856309,-0.3635643499286325,-0.35406532708110117,-0.37745149331475275,-0.40832178033239036,-0.4166841651006624,-0.4867530584064774,-0.42345561317096453,0.08374268394806998,6
1.9512754440307618,0.12097683764765335,0.006499083836873373,0.004060185585090784,0.8,500,1,7,0.03,1.0,"{'subsample': 0.8, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 1.0}",-0.4125194773753043,-0.45861982602855145,-0.5589545117767484,-0.36107356819183656,-0.3912452954460745,-0.3536624244417935,-0.32081783311758233,-0.5263182761558646,-0.6609573194053041,-0.3610325155686175,-0.36942498589989786,-0.36896656141118045,-0.4034746366526394,-0.4182007673658193,-0.4898480402934645,-0.4303410692753786,0.08979501126678101,18
0.23093568483988444,0.02267834344643006,0.003367773691813151,0.0012298932402441585,0.7,200,1,4,0.07,0.9,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.07, 'colsample_bytree': 0.9}",-0.40929477531739933,-0.43540839368031503,-0.5506982299750989,-0.3683182495075959,-0.3894073366926671,-0.33796278525351026,-0.30611502169206695,-0.516038656703813,-0.6504634557378466,-0.3637464154916566,-0.34082710818358963,-0.35193800993024776,-0.3946106165319765,-0.418390399877887,-0.48393516899731986,-0.4211436415715327,0.09013257967836537,4
0.7861425558725993,0.11286777445121011,0.004878616333007813,0.002457054983226686,0.7,400,1,5,0.1,0.9,"{'subsample': 0.7, 'n_estimators': 400, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.9}",-0.4136114089963542,-0.455098347974986,-0.5545927658302631,-0.39213359334480224,-0.38408346693516454,-0.3762627197379411,-0.31837893341002604,-0.5191410894423677,-0.6594483421069874,-0.3607028251062284,-0.3732193189107447,-0.4001934881909561,-0.40272107569076526,-0.42019565988851276,-0.4893578173844678,-0.43460939019670447,0.08519123069703223,27
0.5467004140218099,0.047657075880325035,0.004867776234944662,0.003110540559725071,0.8,500,1,4,0.05,0.8,"{'subsample': 0.8, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",-0.42440104068063444,-0.42070359696444753,-0.5600361464821695,-0.37363635511669496,-0.3976905940808846,-0.3493622728908644,-0.3216824372535281,-0.5198670488327077,-0.6193601257904007,-0.3630566646034549,-0.3732532538383366,-0.34857495740071454,-0.41837177160030015,-0.4205283737014898,-0.49362080630698163,-0.4269430297029074,0.08241375672421854,13
