mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
1.0441129366556803,0.09702488202313937,0.028375562032063803,0.014291328887679498,,0.8,1,2,200,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.36000630706317316,-0.3620788524450342,-0.5511115333751164,-0.3565224529603051,-0.39373764257746496,-0.3523245416153865,-0.3190945210482875,-0.4932427539527083,-0.49618264422124525,-0.3421449108093777,-0.33606326100461775,-0.3673660286889324,-0.40691331418567767,-0.4104232140538756,-0.46912245997021934,-0.40108896253142823,0.0673212868371442,14
1.521436055501302,0.17789872902162443,0.03465700149536133,0.012688994376332948,,0.8,1,2,300,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-0.357900870760034,-0.3626287190717564,-0.550378494210299,-0.3545762880499207,-0.3940366329040937,-0.35311879271776203,-0.3184636776461125,-0.49477893220515046,-0.4956895590296698,-0.3418803629669439,-0.3398237675490418,-0.3694414779737471,-0.4057433123810837,-0.40957046520200685,-0.46907218386834476,-0.40114023576906455,0.06716944332240754,17
2.165805466969808,0.25139896412981033,0.040447537104288736,0.015988069252597017,,0.8,1,2,400,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",-0.35644142355735414,-0.3627720291475298,-0.5507137622383187,-0.353949374815254,-0.39478090594542553,-0.35256046140747677,-0.31994629992691453,-0.49602944065250354,-0.495756360221696,-0.34210128112987104,-0.33693815259970894,-0.3712293007536506,-0.40383622681079084,-0.40928092758726087,-0.4696576456849662,-0.40106623949858144,0.06747278241050231,12
0.98504163424174,0.19271161136161621,0.021591711044311523,0.00932507981071871,,0.8,1,4,200,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 200}",-0.3594126465451886,-0.3612661749734753,-0.550220600162996,-0.35568297943503,-0.3950013945141633,-0.3522760880830893,-0.32335150031083476,-0.49200621492263286,-0.49280549674776186,-0.33927642529866336,-0.3364633192113949,-0.3705103259516613,-0.40263581145233157,-0.41121293647233026,-0.47177371988909317,-0.4009263755980431,0.0667326000144031,10
1.3973057428995768,0.15075297054813547,0.025406551361083985,0.009568367281997758,,0.8,1,4,300,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 300}",-0.3572486977215673,-0.36190098891717026,-0.5501931045148828,-0.3547287889763421,-0.3949253082576906,-0.3511649995165347,-0.3214843135065689,-0.49375471892758266,-0.49313444588413413,-0.3408219875401839,-0.33780443693571277,-0.37132560550358085,-0.4015766150561247,-0.4103843156886924,-0.47115642248779804,-0.40077364996230447,0.06697416372836058,7
1.834603770573934,0.15548074380106433,0.03852235476175944,0.007157938419139052,,0.8,1,4,400,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 400}",-0.354611284768987,-0.36249734965083946,-0.5515367037308502,-0.3538358673736731,-0.39455641934695446,-0.35015172721236515,-0.32096987837104496,-0.494860633833452,-0.49374862740655134,-0.34156209707057184,-0.3357632377260589,-0.3744883347767469,-0.4004164588781447,-0.40913588596987055,-0.47072585667147926,-0.4005906908525061,0.06751859895116105,2
0.8585275491078694,0.08429437674911805,0.018101867039998373,0.006137151049236322,,0.8,2,2,200,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-0.37707628045809777,-0.3614153955824282,-0.5552953946627753,-0.3553480045527053,-0.3948707217152673,-0.35561961408649306,-0.3190615415200001,-0.4866314548971549,-0.5192645949551753,-0.33707692170110465,-0.34967254584525054,-0.37260503369354214,-0.40764508417047207,-0.41433805957743136,-0.47125196296367955,-0.40514484069210516,0.06859894217955574,37
1.2141857147216797,0.07049025680866586,0.023998196919759116,0.006680637623584741,,0.8,2,2,300,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",-0.37678353151386235,-0.3618099765473676,-0.5528033937047443,-0.3550128384653038,-0.39468443659602864,-0.3554843114029402,-0.3205136513266452,-0.48883223995783776,-0.5193130737265857,-0.33818944844863746,-0.35107490600729047,-0.3740041555655673,-0.40690228800560546,-0.41478063424111705,-0.4718910759955795,-0.4054719974336742,0.06816658475158904,59
1.7356748739878336,0.11245333974070747,0.041218837102254234,0.0071291058132973715,,0.8,2,2,400,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400}",-0.37581443639314066,-0.3617272720624471,-0.5514150937776245,-0.3553993333359883,-0.3937739680948368,-0.35483677809979064,-0.3207832681186111,-0.4900302090139589,-0.5184850009695804,-0.33788936037152284,-0.3533932015872358,-0.37515629654802485,-0.4065807773648208,-0.4130953023726246,-0.47213029357755953,-0.40536737277918444,0.06787045270203064,53
0.8005788167317708,0.04036080920424937,0.016539255777994793,0.006826588462902768,,0.8,2,4,200,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 200}",-0.37707628045809777,-0.3614153955824282,-0.5552953946627753,-0.3553480045527053,-0.3948707217152673,-0.35561961408649306,-0.3190615415200001,-0.4866314548971549,-0.5192645949551753,-0.33707692170110465,-0.34967254584525054,-0.37260503369354214,-0.40764508417047207,-0.41433805957743136,-0.47125196296367955,-0.40514484069210516,0.06859894217955574,37
1.2656789302825928,0.11554688911312384,0.028390900293986002,0.010370452228292146,,0.8,2,4,300,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 300}",-0.37678353151386235,-0.3618099765473676,-0.5528033937047443,-0.3550128384653038,-0.39468443659602864,-0.3554843114029402,-0.3205136513266452,-0.48883223995783776,-0.5193130737265857,-0.33818944844863746,-0.35107490600729047,-0.3740041555655673,-0.40690228800560546,-0.41478063424111705,-0.4718910759955795,-0.4054719974336742,0.06816658475158904,59
1.7615076700846355,0.0996571138361808,0.04253265062967936,0.01577222003555849,,0.8,2,4,400,"{'max_depth': None, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 400}",-0.37581443639314066,-0.3617272720624471,-0.5514150937776245,-0.3553993333359883,-0.3937739680948368,-0.35483677809979064,-0.3207832681186111,-0.4900302090139589,-0.5184850009695804,-0.33788936037152284,-0.3533932015872358,-0.37515629654802485,-0.4065807773648208,-0.4130953023726246,-0.47213029357755953,-0.40536737277918444,0.06787045270203064,53
1.488351329167684,0.25659875390283,0.04483175277709961,0.02965046222602377,,0.9,1,2,200,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.35456097412233484,-0.36357147046799404,-0.5501756620191813,-0.3590735143953923,-0.3921624276423061,-0.35767797597220247,-0.322153180380623,-0.4913912675399686,-0.49649288934694,-0.34699721496929853,-0.33760319988989673,-0.3666699581031586,-0.4016997388528486,-0.4109088205325995,-0.4744425617487174,-0.4017053903988975,0.06664778480568004,27
1.8731835206349692,0.11167139237763563,0.040245771408081055,0.014586455516464408,,0.9,1,2,300,"{'max_depth': None, 'max_features': 0.9, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-0.35488045879332764,-0.36147209364019206,-0.5485690270502864,-0.35826734841169733,-0.39358293166189595,-0.35700613158162225,-0.3203424766648527,-0.4931405588681489,-0.4929172210949877,-0.3461064551982784,-0.33801518438254025,-0.36963433650607835,-0.4018247718605008,-0.41240922682830916,-0.472435647810854,-0.4013735913569047,0.06629375752635687,23
