title,price,location,description,link,latitude,longitude,gmaps_formatted_address
"4BR HOUSE AND LOT FOR SALE IN NLC TOWNHOMES, MANILA","PHP 15,400,000",Manila,"An unfurnished 4 bedroom 3-storey house and lot for sale in NLC Townhouse, Manila, with 1 parking space and a floor area of 123.61 SQM and a lot area of 50.35 SQM. The house and lot is priced at Php 15,400,000.",,14.5995133,120.984234,"Manila, Metro Manila, Philippines"
"2 HAS. - OBRERO, NUEVA ECIJA LOT","PHP 30,000,000","Obrero, Cabanatuan",,,15.5263714,121.0048384,"Obrero, Cabanatuan City, Nueva Ecija, Philippines"
"3BR CONDOMINIUM FOR SALE IN SHANG RESIDENCES WACK WACK, MANDALUYONG","PHP 47,000,000",Wack Wack Rd. Mandaluyong City,"3 Bedrooms with ensuite bath, MBR with tub, Living Room and MBR with balcony, Main kitchen and service kitchen, Maid's room with CR, Semi Furnished, 1 parking slot",,14.5873792,121.0518241,"Wack Wack Rd, Wack-wack Greenhills, Mandaluyong City, Metro Manila, Philippines"
SAN JOSE DEL MONTE BULACAN PROPERTY,30000,"Paradise Village, Tungkong Mangga, SJDM Bulacan",Property in San Jose Del Monte Bulacan,,14.7993119,121.0812616,"Paradise Dr, Tungkong Mangga, SJDM, Bulacan, Philippines"
"4BR HOUSE AND LOT FOR SALE IN AYALA ALABANG VILLAGE, MUNTINLUPA","PHP 163,000,000","Maria Cristina Ayala Alabang Village, Muntinlupa",4 Bedroom with swimming pool,,14.4123829,121.0212143,"Maria Cristina, New Alabang Village, Muntinlupa, Metro Manila, Philippines"
"ILAYA STREET, TONDO","PHP 288,000,000","941 Ilaya Street, Tondo, Manila","Ilaya Street, Tondo, Manila",,14.6053774,120.9690965,"JX49+4JQ, 941 Ilaya St, Tondo, Manila, 1012 Metro Manila, Philippines"
"STUDIO FOR SALE IN THE LERATO TOWER 1, MAKATI","PHP 5,900,000","7232 Malugay, Brgy, Makati, Kalakhang Maynila",Studio,,14.5623333,121.0161531,"Alphaland Makati Place, 7232 Malugay Street corner Ayala Avenue Extension,, 7232 Malugay, Makati, Kalakhang Maynila, Philippines"
2BR UNIT IN CIRCUIT MAKATI,"PHP 15,008,929","Solstice Tower 1, Circuit Makati, Brgy. Carmona, Makati","2BR corner unit, amenity floor",,14.5745289,121.0186751,"Theater Drive, corner Gallery Drive, Brgy. Carmona, Hippodromo St, Carmona, Makati City, 1630 Metro Manila, Philippines"
"2 BEDROOM UNIT W/ PARKING FOR SALE IN PARAGON PLAZA, MANDALUYONG",PHP 10,"Corner Reliance St., EDSA, Mandaluyong City",2 Bedroom Unit with Parking | 3 T&B | Maid's Room,,14.5766703,121.0504456,"Epifanio de los Santos Ave & Reliance St, Highway Hills, Mandaluyong City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN COAST RESIDENCES, PASAY","PHP 6,600,000","Roxas Blvd, Pasay","Semi Furnished with A/C, Refrigerator and Microwave 1 Toilet & Bath with water heater. No parking",,14.5469434,120.9908906,"Roxas Blvd, Pasay City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN SEA RESIDENCES, PASAY","PHP 5,415,000","Pearl Drive Cor Sunrise Drive, Pasay, 1300 Metro Manila",1BR with balcony,,14.5367898,120.985418,"Sunrise Dr, Barangay 76, Pasay City, Metro Manila, Philippines"
TWIN SHORES,"PHP 773,470,000","Malinao, Siargao Island, Surigao Del Norte",Beachfront Lot for sale,,9.777260199999999,126.1273805,"Malinao, General Luna, Surigao del Norte, Philippines"
"6,633 SQM - COMMERCIAL PROPERTY - E. RODRIGUEZ, MONTE DE PIEDAD, QUEZON CITY","PHP 1,326,600,000","E. Rodriguez, Monte de Piedad, Quezon City","6,633 SQM - Commercial Property - E. Rodriguez, Monte de Piedad, Quezon City",,14.6218902,121.0474607,"Monte de Piedad St & E Rodriguez Sr. Ave, Immaculate Concepcion, Quezon City, Metro Manila, Philippines"
"2435 SQM BEACHFRONT PROPERTY FOR SALE IN PANGLAO, BOHOL","PHP 110,305,500","Brgyy. Bil-Isan, Panglao, Bohol","2,435 sqm. beach front with 55-meter frontage",,9.5943512,123.7657399,"Bil-isan, Panglao, Bohol, Philippines"
"2 BEDROOMS WITH BALCONY FOR SALE IN THE RISE, MAKATI","PHP 15,600,000","7248 Malugay, Makati, 1203 Kalakhang Maynila",2BR with balcony,,14.5616117,121.0132166,"7248 Malugay, Makati, 1203 Kalakhang Maynila, Philippines"
"2.1 HECTARES BEACHFRONT PROPERTY FOR SALE IN PUERTO PRINCESA CITY, PALAWAN","PHP 286,116,000","BM Road Brgy. San Manuel, Puerto Princesa City, Palawan, Philippines",Property along BM Beach,,9.7654299,118.7721693,"B.M. Rd, San Manuel, Puerto Princesa City, Palawan, Philippines"
"LOT FOR SALE IN AYALA ALABANG VILLAGE, MUNTINLUPA","PHP 109,223,000","Palico St. Ayala Alabang Village, Muntinlupa",Vacant Lot for Sale,,14.3949934,121.0170224,"Palico St, New Alabang Village, Muntinlupa, Metro Manila, Philippines"
"STUDIO CONDOMINIUM UNIT FOR SALE IN THE KNIGHTSBRIDGE RESIDENCES, MAKATI","PHP 4,200,000",Makati,"An unfurnished studio condominium unit for sale in The Knightsbridge Residences, Makati with a floor area of 27.12 SQM. This unit is priced at Php 4,200,000 plus VAT.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"5BR HOUSE AND LOT FOR SALE IN BF HOMES, PARANAQUE","PHP 45,000,000","Adelita Chioco, VF ACRHA, Barangay BF Homes","4 Bedrooms upstairs, each with ensuite bathroom | 1 Bedroom on the ground floor (ideal for seniors or a study/den) | with a full bathroom | MBR with walk-in closet, private balcony (2 balconies total on the second floor) | Spacious living and dining areas | Guest powder room | Separate large storage room | Two first-class kitchens (main and everyday kitchens)",,14.4497478,121.0194798,"Adelita Chioco, B. F. Homes, Parañaque, Kalakhang Maynila, Philippines"
MAJAYJAY PROPERTY,"PHP 6,400,000","A Bonifacio cor. P Zamora St., Majayjay, Laguna",Commercial Property,,14.6341249,121.0862315,"A. Bonifacio Ave, Marikina, 1800 Metro Manila, Philippines"
"CORAL TREE RESIDENCES, CARMONA, CAVITE",68138.4573,"361 South Road, Binan, Laguna",Dorm property with ground floor retail for sale near Southwoods,,14.3305099,121.0480892,"361 South Rd, Biñan, Laguna, Philippines"
"9-10 BR HOUSE AND LOT FOR SALE IN AYALA ALABANG VILLAGE, MUNTINLUPA CITY","PHP 398,000,000","Lauan St. Ayala Alabang Village, Muntinlupa City",9-10 Bedroom H&L with Swimming Pool,,14.4147612,121.019962,"Lauan, New Alabang Village, Muntinlupa, Metro Manila, Philippines"
"3 BR FOR SALE IN GREENBELT CHANCELLOR, MAKATI","PHP 23,770,000","112 Rada, Legazpi Village, Makati, 1229 Metro Manila",3BR with 1 parking slot,,14.5552504,121.0181965,"112 Rada, Legazpi Village, Makati City, 1223 Metro Manila, Philippines"
"1 BEDROOM FOR SALE IN THE GREENBELT PARKPLACE, MAKATI CITY","PHP 6,630,000","112 Don Carlos Palanca, Legazpi Village, Makati, 1229 Metro Manila",1BR,,14.5545295,121.018666,"The Colonnade Residences, 112 Don Carlos Palanca, Legazpi Village, Makati City, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN TWO SERENDRA, BGC, TAGUIG","PHP 26,350,000","1634 McKinley Pkwy, Taguig, Metro Manila",2BR with balcony and parking,,14.5470464,121.0546286,"Sm Aura Premier, 1634 McKinley Pkwy, Makati City, Metro Manila, Philippines"
"2 BEDROOMS LOFT FOR SALE IN THE FORT RESIDENCES, TAGUIG","PHP 17,552,500","30th Street, corner 2nd Ave, Taguig, 1630 Metro Manila",2BR Loft Type,,14.4792981,121.052193,"2nd Ave, Bagumbayan, Taguig, Metro Manila, Philippines"
"4BR HOUSE AND LOT FOR SALE IN TAGAYTAY MIDLANDS, BATANGAS","PHP 250,000,000","Tanauan, Batangas",2-storey house with lower ground floor,,14.0835429,121.147622,"Tanauan City, Batangas, Philippines"
"4BR HOUSE FOR SALE IN SOUTHWOODS RESIDENTIAL ESTATES, CARMONA, CAVITE","PHP 35,000,000","Carmona, Cavite",4 Bedroom 2-storey house,,14.3134999,121.0571183,"Carmona, Cavite, Philippines"
3BR UNIT (205SQM) AT GRAND HYATT SOUTH TOWER,"PHP 98,000,000","35th Street cor. 8th Avenue, Bonifacio Global City",205 sqm 3BR corner unit,,14.5478776,121.0503763,"Bonifacio Global City, Taguig, Metro Manila, Philippines"
TALI BEACH HOUSE AND LOT,"PHP 150,000,000","Tali Beach Drive, Nasugbu, Batangas",House And Lot,,14.1239268,120.6064182,"Tali Beach Dr, Balaytigui, Nasugbu, Batangas, Philippines"
HILLSBOROUGH ALABANG 2 LOTS FOR SALE,"PHP 100,000,000","Nos 7 & 9 Worcester St., Hillsborough Alabang Village, Muntinlupa City","Hillsborough Alabang Village Blk 2 lot 12 Phase 1 No. 7 Worcester St. 400 sqm Hillsborough Alabang Village Blk 2 lot 10 Phase 1 No. 9 Worcester St., 400 sqm",,14.4424313,121.0410704,"Hillsborough Alabang Village, 73 Canterbury, Cupang, Muntinlupa, 1771 Metro Manila, Philippines"
"STILES OFFICE - 1,421 SQM 12/F","PHP 269,990,000",Stiles Enterprise Plaza West Tower - 12/F,Whole office floor,,12.879721,121.774017,Philippines
"LOT FOR SALE IN SOLIENTO, NUVALI","PHP 23,630,000","Brgy Canlubang, Calamba Laguna",Lot Only,,14.2052572,121.0976755,"634X+433, Calamba, 4027 Laguna, Philippines"
"3BR CONDOMINIUM FOR SALE IN CBY TOWER, MANILA","PHP 12,853,200",Manila,"A semi-furnished 3 bedroom condominium for sale in CBY Tower, Manila, with a floor area of 107.11 SQM, priced at Php 12,853,000. This property has a living room with a balcony, own toilet and bath for the Master’s bedroom, and maid’s room with CR.",,14.5995133,120.984234,"Manila, Metro Manila, Philippines"
JAKOSALEM ST. CEBU,"PHP 120,000,000","Jakosalem St. , Cebu City","House and Lot for Sale along Jakosalem St. , Cebu City",,10.3023118,123.9005693,"Dionisio Jakosalem St, Cebu City, 6000 Cebu, Philippines"
"BRENTWOOD VILLAGE, BAGUIO HOUSE FOR SALE","PHP 40,000,000",84 Brentwood Village,Baguio house for sale,,12.879721,121.774017,Philippines
"1,050 SQM FULLY TENANTED INCOME-GENERATING PROPERTY FOR SALE ON MACARTHUR HIGHWAY, MALABON CITY","240,000","67 MacArthur Hwy, Malabon, 1275 Metro Manila",Income-Generating Property for Sale,,14.6680265,120.9818513,"MX9J+6Q8, 67 MacArthur Hwy, Potrero, Malabon, 1275 Metro Manila, Philippines"
"3 BEDROOMS WITH BALCONY FOR SALE IN TWO SERENDRA BELIZE TOWER, TAGUIG","PHP 38,530,000","1634 McKinley Pkwy, Taguig, Metro Manila",3BR with balcony and 1 parking slot,,14.5470464,121.0546286,"Sm Aura Premier, 1634 McKinley Pkwy, Makati City, Metro Manila, Philippines"
"28 HA BEACHFRONT PROPERTY FOR SALE IN PANGLAO, BOHOL","PHP 7,196,200,000","Brgy. Danao, Panglao, Bohol",28-has with 900-meter beach frontage,,9.5587819,123.757261,"HQ54+GW6, Hontanosas, Panglao, 6340 Bohol, Philippines"
"1 BEDROOM WITH BALCONY FOR SALE IN SEA RESIDENCES CONDOMINIUM BLDG D, PASAY","PHP 5,415,000","Pearl Drive Cor Sunrise Drive, Pasay, 1300 Metro Manila",1BR with balcony,,14.5367898,120.985418,"Sunrise Dr, Barangay 76, Pasay City, Metro Manila, Philippines"
BPI-PHILAM LIFE ALABANG,"PHP 77,139,998","Alabang-Zapote Road, Madrigal Business Park, Muntinlupa City",Office Unit for Sale,,14.4279453,121.0262472,"Madrigal Business Park, 302 Prime Street, Alabang, Muntinlupa, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN THE KNIGHTSBRIDGE RESIDENCES, MAKATI","PHP 4,200,000",Makati,"An unfurnished condominium unit for sale in The Knightsbridge Residences, Makati with a floor area of 27.12 SQM. This unit is priced at Php 4,200,000 plus VAT.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN VERTIS NORTH, QUEZON CITY","PHP 15,250,000","North Avenue, Quezon City",1 Bedroom Unfurnished No parking,,14.6537952,121.0382955,"North Ave, Quezon City, Metro Manila, Philippines"
"10,215 SQM COMMERCIAL PROPERTY FOR SALE - CORAL WAY AVENUE, PARAÑAQUE CITY","PHP 2,142,456,190","Coral Way Avenue, Pasay City",Commercial lot along Coral Way Avenue,,14.5314599,120.9847113,"Coral Way, Barangay 76, Pasay City, Metro Manila, Philippines"
2BR CONDOMINIUM FOR SALE IN THE RISE MAKATI,"PHP 14,500,000","7248 Malugay, Street, Makati",2 Bedroom with balcony,,14.5616117,121.0132166,"7248 Malugay, Makati, 1203 Kalakhang Maynila, Philippines"
"1BR CONDOMINIUM FOR SALE IN THE GRAMERCY RESIDENCES, MAKATI","PHP 9,250,000",Makati,"An unfurnished 1 bedroom condominium unit for sale in The Gramercy Residences, Makati with a floor area of 46.06 SQM priced at Php 9,250,000 plus VAT.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN ESSENSA EAST FORBES, BGC, TAGUIG","PHP 95,000,000","21st Dr, Taguig",3 Bedrooms with ensuite bathroom. Maid's room with own CR. Service kitchen with service entrance.,,14.5435527,121.0470669,"21st Dr, Post Proper Southside, Taguig, Metro Manila, Philippines"
5996 SQM WATERFRONT PROPERTY FOR SALE IN DAUIS BOHOL,"PHP 208,910,407","Brgy. Bingag, Dauis, Panglao Island, Bohol",113 meter water frontage,,9.613955599999999,123.8048381,"Bingag, Dauis, Bohol, Philippines"
"7BR HOUSE AND LOT FOR SALE IN LINDENWOOD RESIDENCES, MUNTINLUPA","PHP 65,000,000",Muntinlupa,"A furnished 7 bedroom house and lot with 2 parking spaces for sale in Lindenwood Residences, Muntinlupa. This 3-storey property has a lot area of 450 SQM and a floor area of approximately 750 SQM, priced at Php 65,000,000. This property has 7.5 baths, a heated swimming pool & jacuzzi, solar panels, a generator that can power 3 master bedrooms, lots of outdoor space, a maid's room with toilet and bath, driver's quarters with toilet & bath.",,14.3945297,121.0448342,"Muntinlupa, Metro Manila, Philippines"
2BR CONDOMINIUM FOR SALE IN BONIFACIO RIDGE CONDOMINIUM IN TAGUIG,"PHP 35,000,000",Taguig,"A furnished 2 Bedroom condominium unit for sale in Bonifacio Ridge Condominium, Taguig, with a floor area of 113 SQM, and a golf course and swimming pool view. This property has 2 tandem parking spaces, 3 toilets and baths, with bath tub and centralized hot water, a servant's quarter, laundry room. This unit is sold at Php 35,000,000, and can be leased for Php 120,000 per month (inclusive of dues).",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN THE GRAMERCY RESIDENCES, MAKATI","PHP 9,250,000",Makati,"An unfurnished condominium unit for sale in The Gramercy Residences, Makati with a floor area of 40.21 SQM priced at Php 9,250,000 plus VAT.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN FORBESWOOD HEIGHTS, BGC, TAGUIG","PHP 9,500,000","Rizal Drive, Taguig",1 Bedroom with 1 Parking Slot,,14.5550704,121.0519932,"Rizal Dr, Taguig, Metro Manila, Philippines"
"2,354 SQM WAREHOUSE/RESIDENTIAL PROPERTY FOR SALE IN PASIG",70000,486 Santos Sumilang Pasig,"2,354 sqm Warehouse/Residential Property for Sale in Pasig",,14.5560123,121.0724506,"486 E. Santos Avenue, Pasig, Metro Manila, Philippines"
"1 BEDROOM FOR SALE IN GRAND MIDORI, MAKATI CITY","PHP 10,460,000","160 Legazpi Street, Legazpi Village, Makati, 1229 Kalakhang Maynila",1BR,,14.5569707,121.0163368,"The Grand Midori, 160 Legazpi Street, Legazpi Village, Makati City, 1229 Metro Manila, Philippines"
"LOT FOR SALE IN AYALA ALABANG VILLAGE, MUNTINLUPA","PHP 1,000,000,000","Ayala Alabang Village, Muntinlupa",Lot for Sale in AAV,,14.4051949,121.0249093,"New Alabang Village, Muntinlupa, Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN PROSCENIUM AT ROCKWELL, MAKATI","PHP 90,000,000",Makati,"A semi-furnished 3 bedroom condominium with 2 parking spaces for sale in Proscenium at Rockwell, Makati with a floor area of 224 SQM. This unit is priced at Php 90,000,000.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"4BR HOUSE AND LOT FOR SALE IN AYALA ALABANG, MUNTINLUPA","PHP 140,000,000",Muntinlupa,"A furnished 4 bedroom house and lot for sale in Ayala Alabang, Muntinlupa, with a lot area of 669 SQM and a floor area of approximately 350 SQM, priced at Php 140,000,000 plus VAT. This property has 1 den with a toilet and bath, maid and driver’s room with toilet and bath, swimming pool with toilet and bath, and solar heater for water.",,14.3945297,121.0448342,"Muntinlupa, Metro Manila, Philippines"
3BR CONDOMINIUM FOR SALE IN SHANG RESIDENCES WACK WACK,"PHP 39,000,000","Wack Wack Rd, Mandaluyong","Living room with balcony, All bedrooms with ensuite bathroom, Master’s bedroom with walk-in closet and balcony, Maid's room with own CR",,14.5873792,121.0518241,"Wack Wack Rd, Wack-wack Greenhills, Mandaluyong City, Metro Manila, Philippines"
ROBINSON'S CIRCLE LOT,"PHP 137,280","Robinson's Circle, Pasig City",511 sqm overlooking lot within Robinson's circle subdivision,,14.5734136,121.0681824,"Robinson's Cir, Bagong Ilog, Pasig, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN MCKINLEY PARK RESIDENCES, BGC, TAGUIG","PHP 22,500,000","31st Street, Taguig City",2 Bedroom loft type furnished unit,,14.553647,121.0475047,"31st Street, Taguig, Metro Manila, Philippines"
"1 BEDROOM WITH BALCONY FOR SALE IN FLAIR TOWERS CONDOMINIUM SOUTH TOWER, MANDALUYONG","PHP 6,395,000","Reliance, Pines, Mandaluyong, 1550 Metro Manila",1BR with balcony and parking,,14.5759241,121.0515343,"Reliance St & Pines, Highway Hills, Mandaluyong City, Metro Manila, Philippines"
FORBES PARK - PILI AVENUE,"PHP 1,591,200,000","Pili Avenue, Forbes Park South, Makati",Residential Property for Sale,,14.541422,121.0323968,"Pili Ave, Forbes Park, Makati City, Metro Manila, Philippines"
"6BR HOUSE AND LOT FOR SALE IN AYALA ALABANG VILLAGE, MUNTINLUPA","PHP 200,000,000","Ayala Alabang Village, Muntinlupa",6 Bedroom 2 Storey House,,14.4051949,121.0249093,"New Alabang Village, Muntinlupa, Metro Manila, Philippines"
"4 BEDROOMS FOR SALE IN FORBESWOOD HEIGHTS, BGC, TAGUIG","PHP 22,780,000","Forbeswood Heights, Forbestown Road, Taguig, Metro Manila",4 Bedroom combined units and parking,,14.5518655,121.0443068,"H22V+PPV, Forbestown Rd, Taguig, Metro Manila, Philippines"
"FOR SALE: RESIDENTIAL CONDOMINIUM IN LEGAZPI VILLAGE, MAKATI","900,000","110 Amorsolo Street, Legazpi Village, Makati",Residential condominium with 28 units,,14.557193,121.01449,"110 Amorsolo Street, Legaspi Village, Makati, 1229 Kalakhang Maynila, Philippines"
PENTHOUSE OAK HARBOR RESIDENCES,"PHP 36,155,000","PH-02 Oak Harbor Residences, Aston Towe4, Jackson Ave., Asiaworld City, Paranaque City","Oak Harbor Aston Tower PH-02, 125 sqm 11th floor Penthouse 3 Bedroom Loft SEast, Seaview Maids w T&B No balcony 1 Parking Semi furnished 36,155,000 Php Incl CGT & 3% Broker Fee",,14.5060264,120.9798219,"Oakharbor Residence, Asiaworld city, Jackson Ave, Parañaque, Metro Manila, Philippines"
"2,656 SQM - COMMERCIAL PROPERTY FOR SALE - BROADWAY AVENUE, MARIANA, QUEZON CITY","PHP 451,520,000","Broadway Avenue, Quezon City",Commercial Property,,14.6179725,121.0292019,"Broadway Ave, Quezon City, Metro Manila, Philippines"
"4BR HOUSE AND LOT FOR SALE IN AYALA ALABANG VILLAGE, MUNTINLUPA","PHP 132,500,000","Ayala Alabang Village, Muntinlupa St.","4BR House and Lot for Sale in Ayala Alabang Village, Muntinlupa Lot Area: 630 sqm Floor Are: 900 sqm 4 Bedrooms 4 car garage Unfurnished High ceiling living room, Enclosed dining MBR with lanai and bathtub Maid’s room Centralized water heater, Pool, Garden Beside Palms Pointe",,14.4051949,121.0249093,"New Alabang Village, Muntinlupa, Metro Manila, Philippines"
50-KEY HOTEL WITH COMMERCIAL SPACES FOR SALE,"PHP 495,000,000","Abano St., Baguio City",50-Key Hotel,,16.4129692,120.5913973,"Baguio, Benguet, Philippines"
6BR HOUSE AND LOT FOR SALE IN MISSION HILLS AT HAVILA,"PHP 101,124,000","Havila Mahabang Parang, 1870, Antipolo",6 Bedrooms | 6 Bathrooms | 1 Powder Room | 7 car garage | Bar & Lanai | Mezzanine Gym | Swimming Pool | Laundry Room | Dirty Kitchen | Garden | Maid's Quarters | Driver's Quarters | Back and Front Garden | Office Room,,14.5876198,121.169831,"37 P. Oliveros Street, Antipolo, 1870 Rizal, Philippines"
"VACANT LOT FOR SALE IN TIMBELAND HEIGHTS, SAN MATEO, RIZAL","PHP 39,000,000","San Mateo, Rizal",Vacant Lot,,14.6953925,121.1176669,"San Mateo, Rizal, Philippines"
"1BR CONDOMINIUM FOR SALE IN ONE GATEWAY PLACE, MANDALUYONG","PHP 4,251,600",Mandaluyong,"An unfurnished 1 bedroom condominium unit with 1 toilet and bath for sale in One Gateway Place Condo, Mandaluyong. This unit has a floor area of 47.24 SQM, priced at Php 4,251,600",,14.576268,121.0392436,"Mandaluyong City, Metro Manila, Philippines"
"2 BEDROOMS FOR SALE IN MIREA RESIDENCES MAIA BLDG, PASIG","PHP 5,080,000","Eulogio Amang Rodriguez Ave, Pasig, 1800 Metro Manila",2BR with balcony,,14.6047059,121.0920785,"Eulogio Amang Rodriguez Ave, Pasig, Metro Manila, Philippines"
MACAPAGAL BOULEVARD PROPERTY,"PHP 4,760,000,000","Macapagal Boulevard, Pasay City",Commercial lot along Macapagal Blvd,,14.5416273,120.9880696,"Diosdado Macapagal Blvd, Pasay City, Metro Manila, Philippines"
"4BR HOUSE AND LOT FOR SALE IN TAGAYTAY MIDLANDS, PLANTATION HILLS, BATANGAS","PHP 34,000,000","Parsley St. Tanuan, Batangas","2-storey house, 4 Bedroom, 4 T&B, MBR with bathtub, 1 powder room, Den with CR",,14.0835429,121.147622,"Tanauan City, Batangas, Philippines"
"1 BEDROOM WITH BALCONY FOR SALE IN SEA RESIDENCES CONDOMINIUM BLDG D, PASAY","PHP 5,415,000","Pearl Drive Cor Sunrise Drive, Pasay, 1300 Metro Manila",1BR with balcony,,14.5367898,120.985418,"Sunrise Dr, Barangay 76, Pasay City, Metro Manila, Philippines"
"4 BEDROOMS FOR SALE IN ONE GATEWAY PLACE CONDO, MANDALUYONG","PHP 14,059,000","Robinsons Pioneer Complex, Pioneer St, Mandaluyong, 1550 Metro Manila",4BR with balcony,,14.57058,121.0488287,"Robinsons Pioneer Complex, Cybergate Street, Mandaluyong City, 1550 Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN PACIFIC PLAZA TOWERS, TAGUIG","PHP 100,000,000",Taguig,"A 3 bedroom condominium unit for sale in Pacific Plaza Towers, Taguig with a floor area of 305 SQM, priced at Php 100,000,000. This property has 1 den, 4 toilets and baths, powder room, and a maid's room. This unit is tenanted until September 2027.",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"1.8 HA BEACH LOT FOR SALE IN ANDA, BOHOL","PHP 270,744,344","Barangay Bacong, Anda, Bohol","10,879 sqm. land near Cabagnow Cave",,9.7434014,124.5611454,"Bacong, Anda, Bohol, Philippines"
"1BR CONDOMINIUM FOR SALE IN THE PARKSIDE VILLAS, PASAY","PHP 7,937,500","Sales Rd, Newport, Pasay, 1309 Metro Manila",1BR with balcony and parking,,14.5179671,121.0201352,"Sales Rd & Newport Blvd, Barangay 183, Pasay City, Metro Manila, Philippines"
"6BR HOUSE AND LOT FOR SALE IN TOKYO MANSIONS, SOUTH FORBES, CAVITE","PHP 50,000,000","Shibuya Drive, Tokyo Mansions, South Forbes, Silang, Cavite","3-storey house, 6 Bedrooms with 7 bathrooms plus maid's room with own bathroom and driver's room with own bathroom, Master's bedroom with Jacuzzi, Balcony on MBR, Family Area and 3rd Floor Bedroom",,14.2530296,121.050242,"Shibuya Dr, Inchican, Silang, Cavite, Philippines"
"PENINSULA AVE., PUNTA FUEGO HOUSE","PHP 170,000,000","71 Peninsula Ave., Punta Fuego","Brand new 6BR ensuite T&B House along Peninsula Ave., Punta Fuego.",,14.1329573,120.5883652,"Peninsula de Punta Fuego, 71 Peninsula Ave, Nasugbu, Batangas, Philippines"
"4BR HOUSE AND LOT FOR SALE IN SUN VALLEY RESIDENTIAL, ANTIPOLO","PHP 26,800,000","Antipolo, Rizal","An unfurnished 4 bedroom house and lot for sale in Sun Valley Residential, Antipolo, Rizal with 2 parking spaces, 5 toilets and bath, a lot area of 300 SQM, and a floor area of 247.5 SQM, priced at Php 26,800,000.",,14.5846541,121.1757096,"Antipolo, Rizal, Philippines"
"2,094 SQM - RESIDENTIAL PROPERTY - GUADALUPE VIEJO, MAKATI","PHP 251,280,000","Progreso Street, Guadalupe Viejo, Makati","2,094 SQM - Residential Property - Guadalupe Viejo, Makati",,14.5664681,121.0411711,"Progreso, Guadalupe Viejo, Makati, Kalakhang Maynila, Philippines"
VALLE VERDE 7 HOUSE & LOT,"PHP 682,000,000","Lot 5 Block 2, Firefly Street, Valle Verde 7, Brgy. Ugong, Pasig City","2,728sqm house & lot in Valle Verde 7",,14.5899785,121.0732742,"5, 2 Firefly, Pasig, Metro Manila, Philippines"
"1,781 SQM PROPERTY FOR SALE IN BALABAG, BORACAY ISLAND","PHP 94,393,000","Brgy. Balabag, Boracay Island, Malay, Aklan","Primely located along Boracay's main road, this property offers easy access to the island's best attractions. It's just a short distance from the pristine white sand beaches and is conveniently situated across from Fairways & Bluewater Resort and near Citymall.",,11.9725588,121.9217108,"Balabag, Malay, Aklan, Philippines"
"1BR CONDOMINIUM FOR SALE IN THE GRAMERCY RESIDENCES, MAKATI","PHP 8,300,000",Makati,"An unfurnished condominium unit for sale in The Gramercy Residences, Makati with a floor area of 34.55 SQM priced at Php 8,300,000 plus VAT.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
SHAW BOULEVARD COMMERCIAL PROPERTY,"PHP 1,567,225,000","Shaw Boulevard, Addition Hills, Mandaluyong",Commercial Lot,,14.5892085,121.0414778,"Shaw Blvd, Addition Hills, Metro Manila, Philippines"
MYTOWN PARIS,"PHP 20,000,000","Blk 21 Lot 8 B Camia Extension, Brgy. Pembo, Makati","Dormitory building in Pembo, Makati",,14.5467583,121.0624431,"blk 21, Lot 8 B, Lot 8 B Camia, extension, Makati City, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN ARYA RESIDENCES, TAGUIG","PHP 45,000,000",Taguig,"A 2 Bedroom condominium unit with 1 parking space, 3 toilets and baths, and a maid's room for sale in Arya Residences, Taguig. This unit has a floor area of 138 SQM, and is priced at Php 45,000,000.",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"STUDIO FOR SALE IN ELIZABETH PLACE, MAKATI","PHP 7,800,000","332 Sen. Gil J. Puyat Ave, Makati, Metro Manila",Studio,,14.5616881,121.0208173,"Elizabeth Place, 332 Sen. Gil J. Puyat Ave, Makati City, Metro Manila, Philippines"
1.6 HAS. LUCENA CITY LOT,"PHP 42,110,000","Quezon Eco Tourism Road, Brgy. Salinas, Lucena City",16.844 sqm,,13.9040315,121.5764702,"WH3G+JH9, Lucena City, Quezon, Philippines"
