title,price,location,description,link,latitude,longitude,gmaps_formatted_address
VACANT LAND IN SAN ANTONIO VILLAGE PARANAQUE,"PHP 454,885,101","San Antonio Village, Sucat Paranaque",Vacant land in San Antonio Village Paranaque,,14.4535274,121.0478433,"Sucat, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN MAKATI TUSCANY, MAKATI","PHP 35,000,000","6751 Ayala Ave, Makati",2 Bedroom with balcony and parking,,14.55941,121.017773,"Makati Tuscany, 6751 Ayala Ave, Makati City, 1200 Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN THE GRAMERCY RESIDENCES, MAKATI","PHP 10,150,000",Makati,"An unfurnished condominium unit for sale in The Gramercy Residences, Makati with a floor area of 43.42 SQM priced at Php 10,150,000 plus VAT.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
GCIC PET PLANS,"PHP 350,000,000","Pet Plans Tower, 444 EDSA, Makati City",School/Office Space for sale,,14.562128,121.0427785,"Pet Plans Tower, Epifanio de los Santos Ave, Makati City, Metro Manila, Philippines"
BROADWAY AVENUE PROPERTY,"PHP 390,080,000","Broadway Avenue, Barangay Mariana, Quezon City","Vacant Lot on Broadway Ave., QC",,14.6151603,121.0309171,"Broadway Ave, Mariana, Quezon City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN THE RESIDENCES AT GREENBELT, MAKATI","PHP 22,000,000",Makati,"A furnished 1 bedroom condominium unit with 1 parking space for sale in The Residences at Greenbelt, Makati with a floor area of 68 SQM. This unit is priced at Php 22,000,000, and is also available for rent at Php 80,000 per month.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
3BR H&L - ENCLAVE ALABANG,"PHP 168,000,000","York Street, Enclave Alabang, Daang Hari Road",3BR H&L - Enclave Alabang,,14.3873385,121.0092373,"Daang Hari, Almanza Doz, Las Piñas, 1750 Metro Manila, Philippines"
356 SQM PROPERTY FOR SALE IN GENERAL SANTOS,"PHP 45,000,000","Corner Santol & Balimbing street 1261 Santol General Santos City, South Cotabato, Philippines",A Boutique hotel in center of the city near General Santos Oval Plaza,,6.1173392,125.1694179,"1261 Balimbing, General Santos City (Dadiangas), 9500 South Cotabato, Philippines"
"VACANT LOT FOR SALE IN AYALA ALABANG, MUNTINLUPA","PHP 135,000,000",Muntinlupa,"A vacant lot for sale in Ayala Alabang, Muntinlupa with a lot area of 540, priced at Php 135,000,000.",,14.3945297,121.0448342,"Muntinlupa, Metro Manila, Philippines"
"9,538 SQM LOT FOR SALE IN BALANGA, BATAAN","PHP 162,772,624","Roman Superhighway, Balanga, Bataan","9,538 sqm. Balanga, Bataan",,14.6733593,120.523358,"Roman Superhighway, Balanga City, Bataan, Philippines"
"2 BEDROOMS WITH BALCONY FOR SALE IN THE RISE, MAKATI","PHP 16,100,000","7248 Malugay, Makati, 1203 Kalakhang Maynila",2BR with balcony,,14.5616117,121.0132166,"7248 Malugay, Makati, 1203 Kalakhang Maynila, Philippines"
"4BR HOUSE FOR SALE IN SOUTHWOODS RESIDENTIAL ESTATES, CARMONA, CAVITE","PHP 50,000,000","Carmona, Cavite",4 Bedrooms,,14.3134999,121.0571183,"Carmona, Cavite, Philippines"
"STUDIO UNIT FOR SALE IN TWIN OAKS PLACE, MANDALUYONG","PHP 7,280,000",Shaw Blvd. Mandaluyong,Furnished unit facing East,,14.5886643,121.0431701,"Shaw Blvd, Mandaluyong City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN 8 FORBES TOWN ROAD, TAGUIG","PHP 11,500,000",Taguig,"- 1 Bedroom - Semi furnished - Tenanted until October 2025 - Floor area: 46 SQM - Price: Php 11,500,000 plus VAT",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"VACANT LOT FOR SALE IN PACIFIC VILLAGE, MUNTINLUPA","PHP 109,536,000","Pacific Village, Brgy. Cupang, Muntinlupa",Vacant Lot,,14.4342087,121.0280612,"Pacific Village, 59 A. Roxas Chua Cir, Cupang, ALABANG, Muntinlupa, 1770 Metro Manila, Philippines"
DONA SOLEDAD LOT,"PHP 495,390,000","Dona Soledad Avenue, Moonwalk, Paranaque City","2 Lots located at Dona Soledad Avenue, Moonwalk, Paranaque City. Lot 1a: 7,729 sqm, Lot 2a: 6,425 sqm",,14.4911576,121.0168586,"Doña Soledad Ave, Moonwalk, Parañaque, 1709 Metro Manila, Philippines"
"BUNGALOW FOR SALE IN BF HOMES, PARAÑAQUE","PHP 20,000,000","BF Homes, Parañaque, Metro Manila",Bungalow,,14.4516954,121.0249093,"B. F. Homes, Metro Manila, Philippines"
2842 SQM LOT FOR SALE IN BAGUIO,"PHP 362,147,534","Along Legarda-Bukaneg Street, Kisad-Legarda, Baguio City","2842 SQM. vacant lot, Bukaneg, Baguio",,16.4093416,120.5916612,"Legarda Road, Ground Floor, Travellite Hotel, Cor Bukaneg St, Baguio, Benguet, Philippines"
"BUILDING FOR SALE - POBLACION, MAKATI","PHP 206,263,200","Makati Ave cor. P. Burgos Street, Brgy. Poblacion, Makati","Building for Sale - Poblacion, Makati",,14.568167,121.0307098,"Makati Ave & P Burgos St, Poblacion, Makati City, Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN THE ARTON BY ROCKWELL, QUEZON CITY","PHP 28,250,000","Aurora Blvd. cor. Katipunan Ave, Quezon City",3 Bedroom,,14.6203144,121.0470984,"Aurora Blvd, Quezon City, Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN PARC REGENT, MAKATI","PHP 25,000,000","109 H.V. Dela Costa, Makati","Living room with balcony, MBR with own Toilet & Bath, 1 Common Toilet & Bath, Maid's room with CR, With service entrance",,14.5608557,121.0257477,"Parc Regent, 109 H.V. Dela Costa, Makati City, 1227 Metro Manila, Philippines"
"WESTBOROUGH TOWN CENTER (2,058 SQM)","PHP 329,280,000","Westborough Town Center, Inchican, Silang, Cavite",Westborough Town Center,,14.2479625,121.0480781,"62XX+56P, City of Santa Rosa, Cavite, Philippines"
"1 BEDROOM FOR SALE IN ONE GATEWAY PLACE CONDO, MANDALUYONG","PHP 4,724,000","Robinsons Pioneer Complex, Pioneer St, Mandaluyong, 1550 Metro Manila",1BR,,14.57058,121.0488287,"Robinsons Pioneer Complex, Cybergate Street, Mandaluyong City, 1550 Metro Manila, Philippines"
"2,210 LAND FOR SALE - ARCA SOUTH, TAGUIG","PHP 940,425,521","Block 10, Lot 8, Arca South Commercial District, Brgy. West Bicutan, Taguig City","2,210 Land for Sale - Arca South, Taguig",,14.5036016,121.0454227,"G23R+GGQ, Honey Dew Rd, Taguig, 1630 Metro Manila, Philippines"
"5 HA COMMERCIAL PROPERTY FOR SALE IN SAN FERNANDO, LA UNION","PHP 1,600,000,000","Maharlika Highway, San Fernando, La Union",5 has. Lot along National Road,,12.6678893,123.9881393,"Maharlika Hwy, Philippines"
MAGSAYSAY ST.,"PHP 110,800,000","Lot 7, Block 59, Magsaysay St.",Residential property for sale,,14.9766036,120.8833551,"7, 59 Magsaysay St, Baliwag, Bulacan, Philippines"
"BUILDING FOR SALE - KAPITOLYO, PASIG","PHP 132,620,000","San Antonio Street, Brgy. Kapitolyo, Pasig","Building For Sale - Kapitolyo, Pasig",,14.57241,121.0618519,"San Antonio St, Kapitolyo, Pasig, Metro Manila, Philippines"
"6BR HOUSE AND LOT FOR SALE IN TALI BEACH SUBDIVISION, NASUGBU, BATANGAS","PHP 75,000,000","Nasugbu, Batangas",2-storey house with lower ground floor,,14.0940383,120.6890055,"Nasugbu, Batangas, Philippines"
"1 BEDROOM FOR SALE IN ALPHALAND MAKATI PLACE, MAKATI","PHP 14,300,000","7232 Ayala Ave, Ext, Makati, 1209 Metro Manila",1BR,,14.5627924,121.0161777,"7232 Ayala Ave, Ext, Makati City, 1209 Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN ROSEWOOD POINTE, ACACIA ESTATES, TAGUIG","PHP 4,920,000","Acacia Estates, Taguig, Metro Manil",2BR,,14.5286137,121.0624887,"Acacia Ave, Taguig, 1633 Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN THE FORT RESIDENCES, TAGUIG","PHP 38,461,538.46",Taguig,"An unfurnished 2 bedroom loft type condominium unit for sale in The Fort Residences, Taguig, with a floor area of 86 SQM, priced at Php 38,461,538.46.",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"2 BEDROOMS FOR SALE IN LOYOLA HEIGHTS CONDOMINIUM, QUEZON CITY","PHP 5,177,200","Esteban Abada St, Quezon City, 1108 Metro Manila",2BR,,14.6381654,121.0731784,"Esteban Abada St, Loyola Heights, Quezon City, Metro Manila, Philippines"
NORTHEAST GREENHILLS,"PHP 425,000,000",Northeast Greenhills,Brandnew house,,14.6034653,121.0524565,"Northeast Greenhills, San Juan City, 1502 Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN ROSEWOOD POINTE, IVORY BLDG, TAGUIG","PHP 6,080,000","Acacia Estate, Ivory Tower, Rosewood Pointe Levi B. Mariano Ave, Taguig, Metro Manila",3 Bedrooms,,14.5285406,121.0629224,"Ivory Tower, Rosewood Pointe, Acacia Estates, Taguig, Metro Manila, Philippines"
"VACANT LOT FOR SALE IN ELARON, NUVALI","PHP 35,455,272","Elaro, Nuvali, Calamba, Laguna",Vacant Lot for Sale,,14.2028333,121.0655288,"Ecology Road, Nuvali, Nuvali Boulevard, Calamba, 4027 Laguna, Philippines"
AURELIA RESIDENCES BGC - 3BR CONDO UNIT FOR SALE,750000,"Aurelia Residences, McKinley Parkway, BGC","3BR Premier B - Aurelia Residences, BGC Condo Unit for Sale",,14.5466094,121.0495555,"McKinley Pkwy, Taguig, Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN ONE SHANGRI-LA PLACE, MANDALUYONG","PHP 58,000,000",Mandaluyong,"A furnished 3 bedroom corner condominium unit with 1 parking space, balcony, and a floor area of 165 SQM, priced at Php 58,000,000.",,14.576268,121.0392436,"Mandaluyong City, Metro Manila, Philippines"
URDANETA VILLAGE,"PHP 835,000,004.52","Urdaneta Village, Makati","Lot Area: 1,284 SQM",,14.5557562,121.0292097,"Urdaneta, Makati City, Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN CBY TOWER, MANILA","PHP 34,800,000",Manila,"A semi-furnished 3 bedroom condominium for sale in CBY Tower, Manila, with a floor area of 290 SQM, priced at Php 34,800,000. This property has a Master’s bedroom with own toilet and bath and small balcony, living room and kitchen with a balcony, and maid’s room with CR.",,14.5995133,120.984234,"Manila, Metro Manila, Philippines"
PALAWAN ISLAND WITH HIGH END VILLAS,"PHP 3,000,000,000","Roxas, Palawan",Island located in Palawan,,10.427455,119.464359,"Roxas, Palawan, Philippines"
"1BR CONDOMINIUM FOR SALE IN TIME SQUARE WEST, BGC, TAGUIG","PHP 10,170,000","Park Avenue, Taguig",1 Bedroom 1 Parking slot Furnished,,14.5349402,121.0524155,"Park Avenue, Pinagsama, Taguig, Metro Manila, Philippines"
NEOPOLITAN BUSINESS PARK COMMERCIAL LOT FOR SALE,"PHP 208,700,000","B1 L6 Neopolitan Business Park, Novaliches, Quezon City",Commercial lot,,14.7296066,121.0584509,"L-5 Belfast, Novaliches, Quezon City, 1118 Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN ROSEWOOD POINTE, ACACIA ESTATES, TAGUIG","PHP 6,080,000","Acacia Estates, Taguig, Metro Manila",2BR with drying cage,,14.5251598,121.0647583,"Taguig, Metro Manila, Philippines"
1BR CONDOMINIUM FOR SALE IN WEST GALLERY PLACE TAGUIG,"PHP 23,400,000",Taguig,"A semi-furnished 1 Bedroom condominium unit with 1 toilet and bath and 1 parking space for sale in West Gallery Place, Taguig. This property has a floor area of 65 SQM, priced at Php 23,400,000.",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"SOUTH DRIVE, BAGUIO CITY","PHP 56,160,000","42 Tavera Street, Brgy. South Drive, Baguio City",House and Lot,,16.4118456,120.6135431,"42 Tavera, Camp John Hay, Baguio, Benguet, Philippines"
"1BR CONDOMINIUM FOR SALE IN BELLAGIO, TAGUIG","PHP 15,000,000",Taguig,"A 1 bedroom loft type condominium unit for sale in Bellagio, Taguig with a floor area of 58.3 SQM, priced at Php 15,000,000. This property has a parking space, and 2 toilets and baths. The unit is tenanted until October 2025, and the parking space is tenanted until June 2026.",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN CEDAR CREST, TAGUIG","PHP 7,470,000",Taguig,"- 3 Bedrooms - 2 Toilet and bath - Unfurnished - With service area - Floor area: 75 SQM - Price: Php 7,470,000",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
STUDIO WITH PARKING SLOT IN CIRCUIT MAKATI,"303,571","Callisto Tower 2, Circuit Makati",Residential Property,,14.575159,121.018862,"H2G9+3G9, Makati City, Metro Manila, Philippines"
"2 BEDROOMS WITH BALCONY FOR SALE IN THE COLUMNS AYALA TOWER 2, MAKATI","PHP 13,400,000","6821 Ayala Ave, Makati, 1209 Metro Manila",2BR with balcony and parking,,14.5619456,121.0162519,"6821 Ayala Ave, Makati City, 1209 Metro Manila, Philippines"
KATIPUNAN AVENUE PROPERTY FOR SALE,PHP NAN,"Katipunan Avenue, Loyola Heights, QC",Property along Katipunan Ave.,,14.6374887,121.0745575,"Katipunan Ave, Loyola Heights, Quezon City, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN FORT VICTORIA, TAGUIG","PHP 18,500,000",Taguig,"- 2 Bedrooms - 1 BR with walk-in closet - 3 Toilet and bath - Unit spans 2 floors - Includes 5 split Air conditioning units - Facing pool view - Floor area: 91 SQM - Price: Php 18,500,000",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"1,749 SQM LAND FOR SALE - ORTIGAS CENTER","PHP 1,395,478,722.66","Ortigas Ave. and Sapphire Road, Ortigas, Pasig","1,749 Sqm Land for Sale - Ortigas Center",,14.5888668,121.0624935,"Sapphire Rd & F. Ortigas Jr. Rd, San Antonio, Ortigas Center, Pasig, Metro Manila, Philippines"
STA. MARIA BULACAN (6.8 HA),"PHP 82,344,000","Bulac, Sta. Maria, Bulacan","Land for sale in Sta. Maria, Bulacan",,14.8385623,121.0163079,"Bulac, Santa Maria, Bulacan, Philippines"
"2BR CONDOMINIUM FOR SALE IN ICON RESIDENCES, BGC, TAGUIG","PHP 27,880,000","De Jesus Oval, Taguig City",2 Bedrooms with 1 Parking,,14.5491449,121.0447772,"De Jesus Oval, Post Proper Northside, Taguig, Metro Manila, Philippines"
FELINA CORPORATE PLAZA EASTWOOD,"PHP 3,000,000,000,000","Strategically located in the heart of Eastwood City, Quezon City, Felina Corporate Plaza is a modern 12-storey, PEZA-accredited boutique office building developed by Felina Properties Inc. Designed to foster creativity and collaboration, it offers state-of-the-art amenities and a prime address for businesses, particularly those in the BPO sector. Tenants benefit from its integration within the vibrant live-work-play community of Eastwood, providing unparalleled access to a wide array of dining, retail, and lifestyle conveniences right at their doorstep.","Strategically located in the heart of Eastwood City, Quezon City, Felina Corporate Plaza is a modern 12-storey, PEZA-accredited boutique office building developed by Felina Properties Inc. Designed to foster creativity and collaboration, it offers state-of-the-art amenities and a prime address for businesses, particularly those in the BPO sector. Tenants benefit from its integration within the vibrant live-work-play community of Eastwood, providing unparalleled access to a wide array of dining, retail, and lifestyle conveniences right at their doorstep.",,14.6076552,121.0795639,"Felina Corporate Plaza, 5 Eastwood Ave, Bagumbayan, Quezon City, 1110 Metro Manila, Philippines"
"54 IFUGAO STREET, LA VISTA","PHP 639,060,000","54 Ifugao Street, La Vista, Quezon City","along Ifugao Street, La Vista Subdivison",,14.6476857,121.0849026,"54 Ifugao St, Quezon City, 1800 Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN SENTA RESIDENCES, MAKATI","PHP 50,000,000",Makati,"A furnished bi-level penthouse condominium unit with 3 bedrooms for sale in Senta Residences, Makati with a floor area of 188.7 SQM. This unit has 2 parking spaces, a family area, powder room, storage room, maid's room, an unobstructed view of the Manila Bay, and overlooking Legazpi park. This unit is priced at Php 50,000,000 plus VAT.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
DESIGNER HOUSE AND LOT IN TALI BEACH,"PHP 125,000,000","Tali Beach Drive, Tali Beach Subdivision, Balaytigue, Nasugbu",Modern design in a beach setting,,14.1239817,120.6122791,"4JF6+HWR, Tali Beach Dr, Nasugbu, Batangas, Philippines"
"2BR CONDOMINIUM FOR SALE IN FORT PALM SPRING, TAGUIG","PHP 17,000,000","30th 1st Ave, Taguig, Metro Manila",2BR with parking,,14.5539138,121.0437808,"1st Ave & 30th St, Post Proper Northside, Taguig, Metro Manila, Philippines"
"3BR CONDOMNIUM FOR SALE IN OAK HARBOR RESIDENCES, PARAÑAQUE","PHP 52,474,108","Marina Bay, Jackson Avenue, Paranaque",3BR Penthouse unit,,14.5056495,120.9812217,"GX4J+7F5, Parañaque, Metro Manila, Philippines"
"3-STOREY UNIT IN AVILION GARDENS, PARAÑAQUE","PHP 11,040,000","Cluster 7, Egypt And Guatemala St., Brgy. Don Bosco, Parañaque",3-Storey Unit,,14.4813682,121.0340479,"7 Egypt, Manila, 1709 Metro Manila, Philippines"
"2 BEDROOMS FOR SALE IN ELIZABETH PLACE, MAKATI","PHP 14,300,000","332 Sen. Gil J. Puyat Ave, Makati, Metro Manila",2BR with balcony,,14.5616881,121.0208173,"Elizabeth Place, 332 Sen. Gil J. Puyat Ave, Makati City, Metro Manila, Philippines"
5BR HOUSE AND LOT FOR SALE IN GREEN MEADOWS AVE. QUEZON CITY,"PHP 225,000,000",Green Meadows Ave.,5 Bedroom with en-suite bathroom,,14.5955333,121.0725064,"Green Meadows Ave, Metro Manila, Philippines"
1.7 HECTARE LOT IN THE HEART OF MANILA,"PHP 1,370,250,002","Tanque Street, Paco Manila",1.7 Hectare commercial/mixed use lot,,14.5865273,120.9913431,"Tanque, Barangay 664-A, Paco, Manila, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN MORGAN SUITES EXECUTIVE RESIDENCES, TAGUIG","PHP 6,800,000","1634 Florence Wy, Taguig, Metro Manila",1 Bedroom,,14.5331886,121.0491666,"1634 Florence Wy, Taguig, Metro Manila, Philippines"
"4BR H&L - SAMAT, AYALA ALABANG","PHP 350,000,000","Samat, Ayala Alabang Village","4BR H&L for sale - Samat, Ayala Alabang",,14.4112496,121.0264947,"Samat, New Alabang Village, Muntinlupa, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN ILLUMINA RESIDENCES MANILA, MANILA","PHP 5,000,000",Manila,"An unfurnished 2 bedroom condominium unit for sale in Illumina Residences Manila, Manila with a floor area of 57 SQM priced at Php 5,000,000.",,14.5995133,120.984234,"Manila, Metro Manila, Philippines"
1BR CONDOMINIUM FOR SALE IN JAZZ RESIDENCES,4000000,"Nicanor Garcia, Makati City, Metro Manila",1 Bedroom furnished unit in Jazz Residences,,14.5658953,121.0232838,"Nicanor Garcia St, Makati City, Metro Manila, Philippines"
DAVAO ACACIA,"PHP 329,000,000","Acacia, Buhangin, Davao City",13 has raw land in Davao,,7.0578338,125.59785,"Acacia, Talomo, Davao City, Davao del Sur, Philippines"
"41 HECTARES IN MT. MAKILING, STO. TOMAS, BATANGAS","PHP 619,428,000","Brgy. San Miguel, Sto. Tomas, Batangas",Raw land,,14.1053095,121.1739024,"080 B San Miguel Barangay Rd, Santo Tomas, Batangas, Philippines"
"LOT FOR SALE IN DASMARIÑAS VILLAGE, MAKATI CITY","PHP 450,000,000",Sampaguita St. Dasmariñas Village,Residential Lot,,14.5402416,121.0292097,"Dasmariñas, Makati City, Metro Manila, Philippines"
910 SQM TALI BEACH LOT,"PHP 16,000,000","Marine Drive, Tali beach Subdivsion, Nasugbu Batangas",Vacant Beach Lot In prime subdivision,,14.1239817,120.6122791,"4JF6+HWR, Tali Beach Dr, Nasugbu, Batangas, Philippines"
"1BR CONDOMINIUM FOR SALE IN SHANG RESIDENCES WACK WACK, MANDALUYONG","PHP 26,000,000",Mandaluyong,"An unfurnished 1 bedroom condominium unit with 1 parking space for sale in Shang Residences Wack Wack, Mandaluyong with a floor area of 84.89 SQM, priced at Php 26,000,000.",,14.576268,121.0392436,"Mandaluyong City, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN MOSAIC TOWER, MAKATI","PHP 21,000,000","Trasierra, Legazpi Village, Makati","2 bedrooms, 2 bathrooms, maid's quarter with CR",,14.5524398,121.0183412,"Trasierra, San Lorenzo, Makati City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN THE ARTON BY ROCKWELL, QUEZON CITY","PHP 12,140,000","Aurora Blvd. cor. Katipunan Ave, Quezon City",1BR with Balcony,,14.6203144,121.0470984,"Aurora Blvd, Quezon City, Metro Manila, Philippines"
"GOVERNOR'S DRIVE, DASMARIÑAS PROPERTY FOR SALE","PHP 101,280,000","Governor's Drive, Dasmariñas City",Commercial Lot,,14.2991361,120.9597706,"Governor's Dr, Dasmariñas, Cavite, Philippines"
ONE ROCKWELL - 2BR UNIT (97 SQM) FOR SALE,"PHP 29,000,000","One Rockwell West Tower, Rockwell Center, Makati",2BR 2TB Unit at One Rockwell,,14.5633125,121.0374844,"H27P+8XH, JONZKYBLITZD, Makati, Kalakhang Maynila, Philippines"
CATTLEYA GARDENS,"PHP 19,000,000","C. Palanca St., Legazpi Village Makati",2 BR condominium,,14.5539165,121.01942,"Legazpi Street, San Lorenzo, Makati, Kalakhang Maynila, Philippines"
"1 BEDROOM WITH BALCONY FOR SALE IN VENICE LUXURY RESIDENCES TOWER B (BELLINI), TAGUIG","PHP 11,952,000","Venezia Drive, Brgy. Pinagsama, Taguig City",1BR with balcony,,14.5333837,121.0504647,"Venezia Drive, Pinagsama, Taguig, Metro Manila, Philippines"
AYALA ALABANG - 4BR HOUSE & LOT FOR SALE,"PHP 275,000,000","Bunga Street, Ayala Alabang",4BR H&L - Ayala Alabang,,14.4051949,121.0249093,"New Alabang Village, Muntinlupa, Metro Manila, Philippines"
FERNANDO POE JR. AVENUE PROPERTY FOR SALE,"PHP 407,700,000","Fernando Poe Jr. Avenue corner Pat Senador, Quezon City","Commercial lot along Roosevelt Avenue, QC",,14.6466787,121.017409,"Fernando Poe Jr. Avenue & Atty. Pat Senador Sr., San Antonio, Quezon City, Metro Manila, Philippines"
"STUDIO CONDOMINIUM UNIT FOR SALE IN THE KNIGHTSBRIDGE RESIDENCES, MAKATI","PHP 4,200,000",Makati,"An unfurnished studio condominium unit for sale in The Knightsbridge Residences, Makati with a floor area of 28.91 SQM. This unit is priced at Php 4,200,000 plus VAT.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"3 HA BEACHFRONT PROPERTY FOR SALE BUSUANGA, PALAWAN","PHP 169,683,258","Brgy. Cheey, Busuanga, Palawan",3 HA Beachfront Property,,12.1796099,120.0087372,"Cheey, Busuanga, Palawan, Philippines"
"3BR CONDOMINIUM FOR SALE IN ONE ROXAS TRIANGLE, MAKATI","PHP 120,000,000","Cruzada St, Makati City",3 Bedrooms with den,,14.5602124,121.0284584,"Cruzada St, Urdaneta, Makati City, Metro Manila, Philippines"
"OFFICE FLOOR IN SALCEDO VILLAGE, MAKATI FOR SALE","PHP 66,164,250","2nd Floor, The Athenaeum Condominum, L.P Leviste Street, Salcedo Village, Makati City",Office Floor for Sale,,14.5601402,121.0252458,"160 L.P. Leviste Street, Makati City, Metro Manila, Philippines"
NASUGBU BATANGAS - 10.7 HA LAND FOR SALE,"PHP 144,857,169","Magallanes-Nasugbu Road, Brgy. Putat, Nasugbu, Batangas",Nasugbu Batangas - 10.7 Ha Land for Sale,,14.094377,120.6516875,"Magallanes - Nasugbu Road, Nasugbu, Batangas, Philippines"
APNTS,PHP 897,"Asia-Pacific Nazarene Theological Seminary, Ortigas Avenue Extension Kaytikling, Taytay","4.4 Hectare property for JV along Ortigas Ave Extension., Kaytikling, Rizal",,14.5776624,121.1463383,"Ortigas Ave Ext, Taytay, 1920 Rizal, Philippines"
"CAINTA RIZAL - 7,987 SQM","PHP 159,740,000","Suburban Drive, Brgy. San Juan, Cainta, Rizal","Cainta Rizal - 7,987 sqm",,14.5850803,121.1341231,"Suburban Dr, Cainta, Rizal, Philippines"
"2BR CONDOMINIUM FOR SALE IN ROSEWOOD POINTE, TAGUIG","PHP 5,240,000","Acacia Estates, Taguig, Metro Manila",2BR with balcony,,14.5251598,121.0647583,"Taguig, Metro Manila, Philippines"
"3 BEDROOMS FOR SALE IN CEDAR CREST CONDOMINIUM AMARANTH BLDG, TAGUIG","PHP 9,100,000","Acacia Ave, Acacia Estate, Taguig, Metro Manila",3BR with balcony and parking,,14.5286137,121.0624887,"Acacia Ave, Taguig, 1633 Metro Manila, Philippines"
30-KEY HOTEL FOR SALE IN TAGBILARAN BOHOL,"PHP 348,416,290","Tagbilaran, Bohol",30-Key Hotel,,9.6533997,123.8670252,"Tagbilaran City, Bohol, Philippines"
"4BR HOUSE AND LOT FOR SALE IN TAGAYTAY MIDLANDS, BATANGAS","PHP 30,000,000","Tanauan, Batangas",4BR 2-storey house with den,,14.0835429,121.147622,"Tanauan City, Batangas, Philippines"
"2 BEDROOMS FOR SALE IN OHANA PLACE RESIDENCES LANAI BLDG, LAS PIÑAS","PHP 432,000,000","1742 Alabang–Zapote Rd, Almanza Uno, Las Piñas, Metro Manila",2BR with balcony,,14.4280577,121.0197275,"1742 Alabang–Zapote Rd, Almanza Uno, Las Piñas, 1750 Metro Manila, Philippines"
LARGE PROPERTY ALONG QUIRINO HIGHWAY,"PHP 1,663,508,000","Quirino Highway Bgy 179, Novaliches Caloocan City","4 street frontages along Quirino Highway, Banaba St., Mangga St. and HV dela Costa",,14.7432889,121.0778742,"Quirino Hwy, Barangay 179, Metro Manila, Philippines"
"1.3 HECTARES IN COMMONWEALTH, QUEZON CITY","110,000","Brgy. Commonwealth, Quezon City",1.3 hectares vacant lot,,14.6969749,121.0880003,"28 Commonwealth Ave, cor Katuparan, Quezon City, Metro Manila, Philippines"
OFFICE SPACE FOR SALE - RUFINO PACIFIC TOWER,"PHP 33,000,000","Rufino Pacific Tower, Ayala cor. Rufino, Makati",along Ayala Avenue cor. Rufino,,14.5581397,121.0180253,"6784 Ayala Avenue, corner V.A. Rufino St, Makati City, 1229 Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN ONE ROCKWELL EAST TOWER, MAKATI","PHP 28,000,000",Makati,"A furnished 1 bedroom loft type condominium unit with 1 parking space for sale in One Rockwell East, Makati with a floor area of 70 SQM, priced at Php 28,000,000.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"4BR HOUSE AND LOT FOR SALE IN AYALA ALABANG VILLAGE, MUNTINLUPA","PHP 300,000,000","Ayala Alabang Village, Barangay Ayala Alabang, Muntinlupa City",4BR with Family Room & Office or Gym,,14.4121255,121.0313443,"Ayala Alabang Village, 349 Santiago St, Ayala Alabang, Muntinlupa, Metro Manila, Philippines"
"BONI SERRANO, QUEZON CITY - VACANT LOT",PHP 1,"Col. Bonny Serrano Avenue, New Manila, Quezon City",Commercial Lot,,14.6110411,121.0554628,"Col. Bonny Serrano Ave, Mariana, Metro Manila, Philippines"
1BR UNIT IN CIRCUIT MAKATI,"PHP 12,375,000","Solstice Tower 1, Circuit Makati, Brgy. Carmona, Makati","1BR, amenity floor",,14.5745289,121.0186751,"Theater Drive, corner Gallery Drive, Brgy. Carmona, Hippodromo St, Carmona, Makati City, 1630 Metro Manila, Philippines"
