id,lat,lon,amenity_type,amenity,lgu
ChIJv3UG5qSiqTMRe7ZKJjm9eIU,10.3749495,123.9603509,pharmacy,RPY Pharmacy,Consolacion
ChIJ5X4fJgCjqTMR1JU7KVajVqE,10.3818277,123.9677263,pharmacy,Right Care Pharmacy,Consolacion
ChIJ_e8rPgCXqTMRdH7l9H6NlEo,10.3601553,123.980403,pharmacy,Rose Pharmacy,Consolacion
ChIJzwElJAC9qTMR7I4mADX7Dbg,10.385162,123.999488,pharmacy,Rose Pharmacy,Consolacion
ChIJUacJagCjqTMRshDRGpKAx70,10.3759535,123.9602393,pharmacy,Rose Pharmacy - ADM Building,Consolacion
ChIJT12xqbaiqTMRvtJgytT7RY8,10.380892,123.969382,pharmacy,Rose Pharmacy - CPG Arcade,Consolacion
ChIJ2eqoRgCjqTMRbgp561kr34Y,10.375612,123.9562254,pharmacy,Rose Pharmacy - Jomabo Building,Consolacion
ChIJ6WhCIt29qTMRE9RHiuVKBgE,10.3903847,123.9819464,pharmacy,Rose Pharmacy Yati Liloan,Consolacion
ChIJJ_YpPHWYqTMRMokhE-82ewo,10.366509,123.9515053,pharmacy,SURESAVE PHARMACY,Consolacion
ChIJcZkYVHWYqTMRdg42r7Om41s,10.3677356,123.9523132,pharmacy,Sal's Pharmacy,Consolacion
ChIJI2Pq2LCiqTMRJJklMorZk8Y,10.3798725,123.9665416,pharmacy,Shan Pharmacy,Consolacion
ChIJl2Lb4ryiqTMRAT1kh-24b68,10.3789299,123.9556292,pharmacy,SoliMed Pharmacy,Consolacion
ChIJE8HeYZWjqTMRScEzkRVpeCE,10.3806565,123.9685048,pharmacy,Sunrise Pharmacy - Consolacion,Consolacion
ChIJNc1Urb2iqTMRmLV-OPq8K6M,10.3801906,123.955482,pharmacy,TGP The Generics Pharmacy,Consolacion
ChIJz13RAByjqTMR8K5HuIdYdMw,10.375464,123.9600644,pharmacy,"TGP The Generics Pharmacy (Cansaga, Consolacion)",Consolacion
ChIJ523OW2KZqTMRbJx16ctXtsk,10.3674359,123.952212,pharmacy,"TGP The Generics Pharmacy (Jagobiao, Mandaue)",Consolacion
ChIJv-EUJwCjqTMRE6H610xEKU0,10.38042,123.965815,pharmacy,"TGP The Generics Pharmacy (Lamac, Consolacion)",Consolacion
ChIJKXy4IfyXqTMREpzsJnAOAw4,10.3609872,123.9808177,pharmacy,The Generics Pharmacy,Consolacion
ChIJrQ4-TKKiqTMRs3miaqc6WxU,10.3739032,123.9551745,pharmacy,Thinkcare Pharmacy,Consolacion
ChIJt5jZw6SiqTMRIAFkXo0RRdY,10.3756415,123.9600371,pharmacy,Three Sixty Pharmacy,Consolacion
ChIJkTQQdnOYqTMRKJIscuNeKHc,10.3625257,123.9500368,pharmacy,ThreeSixty Pharmacy,Consolacion
ChIJXznsW6OiqTMRCqIoukPoDko,10.3760566,123.9578604,pharmacy,Trumas,Consolacion
ChIJn9NGDfijqTMRLGTH9lmS7l0,10.3800186,123.9661793,pharmacy,VIDI-C PHARMACY,Consolacion
ChIJK4-D3gOjqTMRo16GPxuydlg,10.381679,123.962331,pharmacy,WATSONS DISTRIBUTION CENTER CEBU,Consolacion
ChIJE0Hv1x-9qTMRpALOKfP58fw,10.4008164,123.999739,pharmacy,WATSONS GAISANO GRAND MALL LILOAN,Consolacion
ChIJk26ckqSiqTMRUpNLwdav5zg,10.3749519,123.9592079,pharmacy,WATSONS SAVEMORE CITY MALL CONSOLACION,Consolacion
ChIJtUahsBmjqTMRByPuZHJO2_w,10.380639,123.964149,pharmacy,WATSONS SM CITY CONSOLACION,Consolacion
ChIJuWPrGACjqTMR2geHcsuNPZ4,10.3757354,123.9569043,pharmacy,Watsons building,Consolacion
ChIJe1sUrjWYqTMRRpQcWk6cSqc,10.3319565,123.9550629,pharmacy,FMC Biopolymer,Lapu-Lapu City
ChIJofajROyZqTMRDSYqi4t5XTg,10.303238,123.956254,pharmacy,Farmacia,Lapu-Lapu City
ChIJ4ZKq4A-aqTMRMcVpOHzG3D4,10.2785318,123.9642051,pharmacy,Farmacia Ni Dok,Lapu-Lapu City
ChIJP682ZV-aqTMRN6bhS1p6Ecw,10.253107,123.949195,pharmacy,Generika Cordova,Lapu-Lapu City
ChIJKW8P1_6bqTMRkRcD4WK5Xq0,10.2864727,123.9686523,pharmacy,Generika Drugstore,Lapu-Lapu City
ChIJO4Hd9K2ZqTMRTPlppsPBhlk,10.3268399,123.9407943,pharmacy,Generika Drugstore,Lapu-Lapu City
ChIJWfypzHKXqTMR7iJZx17JkkU,10.3159562,123.9972694,pharmacy,Generika Drugstore,Lapu-Lapu City
ChIJQ82wCgCbqTMRMcQAo3QSVFM,10.276767,123.9744828,pharmacy,Generika Pharmacy,Lapu-Lapu City
ChIJGeIS2r-ZqTMRydikMWDMxXs,10.3104978,123.9506494,pharmacy,LN Pharmacy,Lapu-Lapu City
ChIJlcIchLKZqTMRjVUANx3tTGc,10.3284926,123.9418755,pharmacy,La Nueva Pharmacy Mandaue,Lapu-Lapu City
ChIJ9zaNbQCZqTMRqUyei7WTW3c,10.3129202,123.9523458,pharmacy,Maystar Pharmacy,Lapu-Lapu City
ChIJFZwrx7KZqTMR46RD1cTmQkU,10.3295389,123.943102,pharmacy,Mercury Drug,Lapu-Lapu City
ChIJAbAKkviZqTMRt95Q41AH_mY,10.2899719,123.96734,pharmacy,Mercury Drug - Lapu-Lapu City Basak,Lapu-Lapu City
ChIJ8agc8r-ZqTMRv0p1JOUSKA0,10.3109439,123.952057,pharmacy,Mercury Drug - Lapu-Lapu City G. Y. Dela Serna,Lapu-Lapu City
ChIJ5ecw3JKZqTMRGtp8tALr7Cw,10.3025446,123.9515365,pharmacy,Mercury Drug - Lapu-Lapu City Gun-ob,Lapu-Lapu City
ChIJ_duTOjKXqTMRGmrGzGdcZKc,10.3075024,124.0099235,pharmacy,Mercury Drug - Lapu-Lapu City Mactan,Lapu-Lapu City
ChIJ-TSmTL6ZqTMRPJjn6rj6Uxc,10.3118605,123.9498672,pharmacy,Mercury Drug - Lapu-Lapu City Poblacion,Lapu-Lapu City
ChIJs6dCkq2ZqTMRCuB5ZweNfjU,10.3272844,123.940767,pharmacy,Mercury Drug - Mandaue City Mantuyong,Lapu-Lapu City
ChIJM5JXcb-ZqTMRAKDmn42a-c0,10.3128774,123.9516643,pharmacy,PHARMACY,Lapu-Lapu City
