stratum,n,mean,median,std,skewness,kurtosis,min,max,iqr,log_price_shapiro_stat,log_price_shapiro_p,log_price_normality
Lot,849,43053.749086189186,30000.0,37353.41634431615,2.2209672441431985,7.639770205535205,2981.443298969072,300132.35294117645,41422.46642246642,0.9857446022824113,2.3823478311177502e-07,does not appear normal
