city,mcrai_category,value,across_lgu_mean,ratio_to_mean
Lapu-Lapu City,mcrai_retail_density,10.169122400000001,35.907373773043176,0.2832042929197537
Minglanilla,mcrai_recreation,3.580673228346457,12.538498991343836,0.28557431242913806
