city,mcrai_education,mcrai_grocery,mcrai_health,mcrai_hospitals,mcrai_recreation,mcrai_security,mcrai_tourism,mcrai_retail_density,mcrai_composite
Cebu City,18.90939392971246,28.825688498402556,24.426020127795525,2.5873693290734825,17.005125239616614,3.1925795527156553,23.74779392971246,37.195999361022366,22.172499041533545
Mandaue City,14.069598113207547,29.978345283018868,16.393851886792454,1.9055273584905659,15.37486320754717,1.3256981132075472,13.312674528301889,27.10585283018868,20.044861320754716
Lapu-Lapu City,7.9068210144927535,10.126335507246377,7.453623188405796,0.7464333333333334,16.923585507246376,2.2629282608695656,11.520845652173913,12.16851304347826,10.784968840579712
Talisay City,13.437491791044776,13.35657462686567,21.998951492537312,0.5975440298507463,4.552463432835821,0.7786126865671642,16.322228358208957,56.76454402985075,11.625223880597014
Minglanilla,8.908372580645162,7.816132258064517,4.711567741935484,1.0389887096774193,2.1683467741935485,0.6858209677419355,3.408103225806452,17.925740322580644,7.1599790322580645
Consolacion,8.415964583333333,8.602945833333333,22.429355208333334,0.92625,18.973539583333334,0.9781395833333334,10.034794791666666,47.62128958333333,10.942070833333332
