stratum,n_ols,ols_feature_count,r_squared,adj_r_squared,aic,bic,breusch_pagan_lm,breusch_pagan_lm_p_value,breusch_pagan_f,breusch_pagan_f_p_value,breusch_pagan_interpretation,jarque_bera_stat,jarque_bera_p_value,jarque_bera_interpretation,durbin_watson,durbin_watson_interpretation,covariance_type
Lot,671,17,0.34673570957552957,0.32972882912037493,1328.266835288256,1409.4246797537464,56.24750990761267,4.313177173745302e-06,3.5145300762235308,2.3951073575534535e-06,heteroscedastic,5.029159080140323,0.08089691896983628,residuals approximately normal,1.8867418954799786,"near 2, no strong autocorrelation signal",HC3
