stratum,n,mean,median,std,skewness,kurtosis,min,max,iqr,log_price_shapiro_stat,log_price_shapiro_p,log_price_normality
Houses,1223,80305.07575476823,71940.21739130435,43843.0378340261,2.229177769897396,8.294250198731064,8465.250148141879,363636.3636363637,40016.91089096836,0.9815171428625131,2.2103842690791284e-11,does not appear normal
