mcrai_category,Condo,Houses,Lot
mcrai_education,0.15384615384615385,0.24529844644317253,0.5889281507656066
mcrai_grocery,1.0,5.396565821749796,8.00942285041225
mcrai_health,8.923076923076923,8.912510220768603,13.191990577149587
mcrai_hospitals,3.230769230769231,2.3712183156173343,3.53356890459364
mcrai_recreation,2.8461538461538463,17.906786590351594,18.963486454652532
mcrai_security,14.461538461538462,33.033524121013905,36.86690223792697
mcrai_tourism,0.23076923076923078,2.2076860179885527,2.1201413427561837
mcrai_retail_density,9.076923076923077,20.19623875715454,19.78798586572438
mcrai_composite,0.15384615384615385,0.24529844644317253,0.11778563015312131
