stratum,n_ols,ols_feature_count,r_squared,adj_r_squared,aic,bic,breusch_pagan_lm,breusch_pagan_lm_p_value,breusch_pagan_f,breusch_pagan_f_p_value,breusch_pagan_interpretation,jarque_bera_stat,jarque_bera_p_value,jarque_bera_interpretation,durbin_watson,durbin_watson_interpretation,covariance_type
Condo,1011,21,0.2646524069342062,0.24903835288528653,1335.157160667168,1443.3684554856184,30.761382710301163,0.07772189241956773,1.4779203933895038,0.07616475944132405,no strong heteroscedasticity signal,1537.5410599688107,0.0,non-normal residuals,1.6180844730282362,"near 2, no strong autocorrelation signal",HC3
