stratum,n,mean,median,std,skewness,kurtosis,min,max,iqr,log_price_shapiro_stat,log_price_shapiro_p,log_price_normality
Condo,1300,174227.86017645174,161718.59039937047,167355.10514639513,24.97535074628486,790.5958310867879,16181.229773462785,5500000.0,85591.40216594757,0.923057342482792,3.0584011993842176e-25,does not appear normal
