city,mcrai_education,mcrai_grocery,mcrai_health,mcrai_hospitals,mcrai_recreation,mcrai_security,mcrai_tourism,mcrai_retail_density,mcrai_composite
Cebu City,16.902494285714283,28.661266857142856,21.421603142857144,2.357461142857143,14.780768285714286,3.051452,21.904882285714287,34.00672742857143,20.724876000000002
Mandaue City,12.743749999999999,28.49919523809524,15.684963095238096,1.6131511904761904,14.543811309523809,1.280810119047619,13.378268452380954,27.125099404761905,18.757407738095235
Lapu-Lapu City,7.7366459999999995,9.172558800000001,7.2868448,0.7675,15.83042,1.7520012,9.8146188,10.169122400000001,10.1371672
Talisay City,12.540063507109004,14.432945023696682,21.79354407582938,0.5193464454976303,4.217727962085308,0.7960971563981042,18.69530047393365,60.55475734597156,11.521107109004738
Minglanilla,10.354451181102363,10.545731496062992,6.958435433070867,1.3240251968503935,3.580673228346457,1.0738425196850394,4.874592125984252,25.07001811023622,9.061629133858268
Consolacion,9.952720512820513,10.807105128205128,27.886702564102563,0.9177068376068377,22.277593162393163,1.3904247863247863,12.217689743589744,58.51851794871794,13.122947008547008
