stratum,n_ols,ols_feature_count,r_squared,adj_r_squared,aic,bic,breusch_pagan_lm,breusch_pagan_lm_p_value,breusch_pagan_f,breusch_pagan_f_p_value,breusch_pagan_interpretation,jarque_bera_stat,jarque_bera_p_value,jarque_bera_interpretation,durbin_watson,durbin_watson_interpretation,covariance_type
Houses,973,21,0.24540494935925328,0.22874196716844808,1198.0275849491961,1305.3960347572884,25.986397503483794,0.20696818386096064,1.242656461908737,0.20643980726533284,no strong heteroscedasticity signal,140.4081494071143,3.241587501017559e-31,non-normal residuals,1.7618135002874222,"near 2, no strong autocorrelation signal",HC3
