url,family,city,query,status,lat,lng,loc_type,formatted
https://www.lamudi.com.ph/property/41032-73-9438f87f69d5-5b9d-19e5ddd-b845-7789,house,Mandaue,"Basak, Mandaue, Lalawigan ng Cebu, Pilipinas",filled,10.357189,123.9513093,APPROXIMATE,"Basak, Mandaue, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-a43a6c4dc3d8-e3a8-19e0c20-a023-74fb,house,Mandaue,"Jagobiao Place, TOMAS P. GO, Mandaue, Lalawigan ng Cebu, Pilipinas",filled,10.3678649,123.9560385,GEOMETRIC_CENTER,"TOMAS P. GO, Jagobiao, Mandaue, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-b460420424f0-f674-19dfad7-a0f8-7312,land,Mandaue,"Cabancalan, Mandaue City, Lalawigan ng Cebu, Pilipinas",filled,10.3556827,123.9234279,APPROXIMATE,"Cabancalan, Mandaue, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-faa0272f93bf-931b-19e4a3c-b916-7128,house,Mandaue,"Pagsabungan, Mandaue, Lalawigan ng Cebu, Pilipinas",filled,10.3568128,123.9443397,APPROXIMATE,"Pagsabungan, Mandaue, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-5104eca84895-3824-19e717b-9297-7651,land,Lapu-Lapu,"Mactan, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",filled,10.2990463,123.9638531,APPROXIMATE,"Mactan, Philippines"
https://www.lamudi.com.ph/property/41032-73-b65d0aafd348-1d87-19e1f0f-84ea-7318,land,Lapu-Lapu,"Mactan, Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",filled,10.2990463,123.9638531,APPROXIMATE,"Mactan, Philippines"
https://www.lamudi.com.ph/property/41032-73-61e8d96a3f7e-a343-1924655-acae-7dce,house,Talisay,"Vista Grande Subdivision, Rio de Janeiro Street, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2701798,123.8451862,GEOMETRIC_CENTER,"Rio de Janeiro St, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-cb764bdb069-b895-1924655-ac60-7b16,house,Talisay,"Vista Grande Subdivision, Rio de Janeiro Street, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2701798,123.8451862,GEOMETRIC_CENTER,"Rio de Janeiro St, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-5fddbefea3e3-949-19e5e8a-8761-7630,house,Talisay,"Tabunoc, Talisay City, Lalawigan ng Cebu, Pilipinas",filled,10.2642792,123.8397332,APPROXIMATE,"Tabunoc, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-952d9b3743a5-921b-19e6c16-b0bf-7226,house,Talisay,"Cebu Province Mushroom Growers Agriculture Cooperative, San Miguel Linao, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2618226,123.8176026,ROOFTOP,"125 San Miguel Linao, Talisay, 6045 Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-8b5e811d2974-5a21-19d960f-9b0e-7252,house,Talisay,"Alberlyn South Subdivision, Cansojong, Talisay City, Lalawigan ng Cebu, Pilipinas",filled,10.2543524,123.8501813,ROOFTOP,"7V32+G37, Cansojong, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-aeb3f1267d4d-a8e-19cfabd-b2b6-7561,land,Talisay,"Kishanta Subdivision, Lagtang, Talisay City, Cebu, Central Visayas, PHL, Philippines",filled,10.2754314,123.8320574,GEOMETRIC_CENTER,"Kishanta Subdivision, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-145716b0d59-20fb-19cb6f0-86e0-7065,land,Talisay,"Biasong, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2411514,123.8313596,APPROXIMATE,"Biasong, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-34815276583e-6689-19c70c0-a905-7661,house,Talisay,"Corona Del Mar, In front of corona del mar, Pooc, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2425683,123.8200271,GEOMETRIC_CENTER,"In front of corona del mar, Pooc, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-5ada2b51a4c2-f154-19c5659-b703-79db,house,Talisay,"Captain Polong Deiparine Road, Cansojong, Talisay City, Cebu, Central Visayas, PHL, Philippines",filled,10.2518079,123.8541855,APPROXIMATE,"Cansojong, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-73c8426d7151-6395-19c5651-8b13-779c,land,Talisay,"Bulacao Pardo, Cebu City, Cebu, Central Visayas, PHL, Philippines",filled,10.2822578,123.8508969,ROOFTOP,"7VJ2+W92 new town sub, Cebu City, 6000 Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-8768e813b4e8-4472-19cdadd-a4be-7601,house,Talisay,"Lawaan III, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2645497,123.8271725,APPROXIMATE,"Lawaan III, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-fd50ad0dfe49-1370-19c6a36-aa3f-7559,house,Talisay,"Vista Grande Subdivision, Rio de Janeiro Street, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2701798,123.8451862,GEOMETRIC_CENTER,"Rio de Janeiro St, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-40e2ac86a8c8-10b-19c33b7-90d6-7678,house,Talisay,"Dumlog, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2494847,123.8425243,APPROXIMATE,"Dumlog, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-212faf764183-6aa0-19a6e31-9b4b-779f,house,Talisay,"Kishanta Subdivision, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2754314,123.8320574,GEOMETRIC_CENTER,"Kishanta Subdivision, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-ea8fee504f63-151c-19a7dd9-8227-71b7,house,Talisay,"Bulacao, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.270857,123.8453152,APPROXIMATE,"Bulacao, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-f8cdae268ce5-d6ff-1990b33-b9c7-7190,house,Talisay,"Bulacao, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.270857,123.8453152,APPROXIMATE,"Bulacao, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-24720ff2cec2-3354-1985043-9ff5-729b,house,Talisay,"Flordeliz Street, Inayawan, Cebu City, Cebu, Central Visayas, PHL, Philippines",filled,10.2709462,123.8502316,GEOMETRIC_CENTER,"Flordeliz St, Bulacao, Cebu City, 6000 Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-2dafd6b32dc-bcd2-1982a86-c000-7775,house,Talisay,"Vista Grande Subdivision, Rio de Janeiro Street, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2701798,123.8451862,GEOMETRIC_CENTER,"Rio de Janeiro St, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-3bf05c86f3ec-8bb0-1985043-a6e2-7437,house,Talisay,"Mohon Road, Pooc, Talisay City, Cebu, Central Visayas, PHL, Philippines",filled,10.2474462,123.8248235,GEOMETRIC_CENTER,"Mohon Rd, Pooc, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-846952fe38cf-cbb5-1989cda-a63e-7154,land,Talisay,"Cebu South Coastal Road, Cansojong, Talisay City, Cebu, Central Visayas, PHL, Philippines",filled,10.2514747,123.8516329,GEOMETRIC_CENTER,"Cebu South Coastal Rd, Cansojong, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-90291d660446-8a2c-1985043-a6a4-7266,house,Talisay,"Flordeliz Street, Inayawan, Cebu City, Cebu, Central Visayas, PHL, Philippines",filled,10.2709462,123.8502316,GEOMETRIC_CENTER,"Flordeliz St, Bulacao, Cebu City, 6000 Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-a2a81152ead9-3263-1985043-9bb6-70a2,house,Talisay,"Bulacao, Talisay City, Cebu, Central Visayas, PHL, Philippines",filled,10.270857,123.8453152,APPROXIMATE,"Bulacao, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-f36aa24c2d90-450a-198ac50-8122-736f,house,Talisay,"Vista Grande Subdivision, Rio de Janeiro Street, Talisay, Lalawigan ng Cebu, Pilipinas",filled,10.2701798,123.8451862,GEOMETRIC_CENTER,"Rio de Janeiro St, Talisay, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-38bbac8090a-ce53-8e1ca229-9e65-1237,land,Talisay,"South Town Ctr, Bulacao, Talisay, Cebu, Central Visayas, PHL, Philippines",filled,10.266911,123.84333,ROOFTOP,"285 Cebu S Rd, Talisay, 6045 Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-4636068b095c-ffaa-19d9614-a06e-7816,house,Minglanilla,"Monte Carlo Subdivision, Minglanilla, Lalawigan ng Cebu, Pilipinas",filled,10.2542922,123.7930428,GEOMETRIC_CENTER,"6046, Minglanilla, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-918c7d7e2952-125e-19e39eb-9d2b-75c3,house,Consolacion,"Ananda Townhomes, Unnamed Road, Consolacion, Lalawigan ng Cebu, Pilipinas",filled,10.3716912,123.9442735,ROOFTOP,"9WCV+MPC, Unnamed Road, Consolacion, Cebu, Philippines"
https://www.lamudi.com.ph/property/41032-73-7c9496f9f21a-c90d-19d9607-b833-71a6,house,Consolacion,"Robin's Lane Subdivision Latasan Road, Nangka,Consolacion, Nangka Purok 4 Road, Consolacion, Lalawigan ng Cebu, Pilipinas",filled,10.3741129,123.9645978,ROOFTOP,"9XF7+JRX, Nangka Purok 4 Rd, Consolacion, Cebu, Philippines"
