property_id,source,price_type,property_name,address,city,property_type,lot_area_sqm,floor_area_sqm,bedrooms,bathrooms,price_php,latitude,longitude,geocode_source,price_outlier_flag,price_per_sqm,log_price,dist_airport_m,spatial_lag_price,dist_cebu_business_park_m,dist_mandaue_cbd_m,dist_mactan_cbd_m,dist_srp_m,dist_talisay_tabunok_m,dist_consolacion_m,dist_naga_city_m,barangay_geocoded,bir_zonal_rr_median,bir_zonal_cr_median,bir_zonal_rc_median,bir_zonal_rr_log,valuation_gap,is_mactan_island,is_vacant_lot,area_sqm,bedrooms_imputed,bathrooms_imputed,floor_area_imputed,market_segment,mcrai_education,mcrai_grocery,mcrai_health,mcrai_security,mcrai_tourism,mcrai_recreation,mcrai_retail_density,mcrai_composite,dist_to_trunk_road_m,dist_to_primary_road_m,mcrai_hospitals,geocode_precision
2778,FilipinoHomes_2026-06,open_market,Pacific Grande Villa Lot for Sale,"Pacific Grand Villas, Lapu-Lapu City, Cebu, Philippines",Lapu-Lapu City,Vacant Lot,,185.0,0.0,0.0,2913750.0,10.2741697,123.9659809,fh_listing_embedded,False,15750.0,9.66459564425378,,,,,,,,,,Basak,10000.0,15000.0,62500.0,9.210440366976517,5750.0,1,1,185.0,0,0,0,open_market,,,,,,,,,,,,embedded
2779,FilipinoHomes_2026-06,open_market,House and Lot for Sale,"Pacific Grand Villas, Lapu-Lapu City, Cebu, Philippines",Lapu-Lapu City,Vacant Lot,,120.0,3.0,2.0,7000000.0,10.2741697,123.9659809,fh_listing_embedded,False,58333.333333333336,10.973928964237542,,,,,,,,,,Basak,10000.0,15000.0,62500.0,9.210440366976517,48333.333333333336,1,1,120.0,0,0,0,open_market,,,,,,,,,,,,embedded
2780,FilipinoHomes_2026-06,open_market,Casa Mira Linao Talisay Townhouse Rush Sale,"Casa Mira Linao, Sandayong, Minglanilla, Cebu, Philippines",Talisay City,Townhouse,,46.0,2.0,1.0,2600000.0,10.274280478476197,123.8119521463366,fh_listing_embedded,False,56521.739130434784,10.942380606502615,,,,,,,,,,Maghaway,6000.0,,,8.699681400989514,50521.739130434784,0,0,46.0,0,0,0,open_market,,,,,,,,,,,,embedded
2781,FilipinoHomes_2026-06,open_market,Single Detached Overlooking House in Talisay Cebu,"Vista Grande, Bienvinido St, Talisay, Cebu, Philippines",Talisay City,Single Detached,,350.0,5.0,5.0,22500000.0,10.2744342,123.8399313,fh_listing_embedded,False,64285.71428571428,11.07109271269119,,,,,,,,,,Cadulawan,8650.0,,,9.065430200180375,55635.71428571428,0,0,350.0,0,0,0,open_market,,,,,,,,,,,,embedded
2782,FilipinoHomes_2026-06,open_market,5BR Modern House Design in Vista Grande Phase 3,"Vista Grande, Bienvinido St, Talisay, Cebu, Philippines",Talisay City,House and Lot,,158.0,5.0,4.0,11500000.0,10.2744294,123.840023,fh_listing_embedded,False,72784.81012658228,11.195262560306512,,,,,,,,,,Cadulawan,8650.0,,,9.065430200180375,64134.81012658228,0,0,158.0,0,0,0,open_market,,,,,,,,,,,,embedded
2783,FilipinoHomes_2026-06,open_market,Vista Grande,"Vista Grande Subdivision, Rio de Janeiro Street, Talisay, Cebu, Philippines",Talisay City,Vacant Lot,,156.0,0.0,0.0,1950000.0,10.274747,123.8387798,fh_listing_embedded,False,12500.0,9.433483923290392,,,,,,,,,,Cadulawan,8650.0,,,9.065430200180375,3850.0,0,1,156.0,0,0,0,open_market,,,,,,,,,,,,embedded
2784,FilipinoHomes_2026-06,open_market,Lot for Sale in Vista Grande,"Vista Grande Subdivision, Rio de Janeiro Street, Talisay, Cebu, Philippines",Talisay City,Vacant Lot,,149.0,0.0,0.0,2458500.0,10.274747,123.8387798,fh_listing_embedded,False,16500.0,9.711115659888671,,,,,,,,,,Cadulawan,8650.0,,,9.065430200180375,7850.0,0,1,149.0,0,0,0,open_market,,,,,,,,,,,,embedded
2785,FilipinoHomes_2026-06,open_market,"LOT for Sale in Vista Grande, Bulacao, Talisay City, Cebu","Vista Grande Subdivision, Rio de Janeiro Street, Talisay, Cebu, Philippines",Talisay City,Vacant Lot,,205.0,0.0,0.0,2500000.0,10.274747,123.8387798,fh_listing_embedded,False,12195.121951219513,9.408791310700021,,,,,,,,,,Cadulawan,8650.0,,,9.065430200180375,3545.121951219513,0,1,205.0,0,0,0,open_market,,,,,,,,,,,,embedded
2786,FilipinoHomes_2026-06,open_market,"Stunning 6BR House 4 Sale in Bulacao Cebu, w. Partyarea, Gym, Pool","7RGQ+2P Talisay, Cebu, Philippines",Talisay City,House and Lot,,567.0,6.0,5.0,39200000.0,10.275096367811438,123.83935812860727,fh_listing_embedded,False,69135.8024691358,11.143828001032938,,,,,,,,,,Cadulawan,8650.0,,,9.065430200180375,60485.8024691358,0,0,567.0,0,0,0,open_market,,,,,,,,,,,,embedded
2787,DotProperty_2026-06,open_market,4 bedroom house for sale in subabasbas cebu,"Pacific Grand Villas, Lapu-Lapu City Lot Area: 168 sq.m. Floor Area: 89 sq.m. 4 Bedrooms 3 Toilet & BathPrice:6.3MBuyer to shoulder the taxes and transfer chargesDisclaimer:... Marisa Ocaya Pitogo Verified seller Call",Lapu-Lapu City,House and Lot,,89.0,4.0,3.0,6300000.0,10.2753435,123.9637821,google_text,False,70786.51685393258,11.16742382162962,,,,,,,,,,Basak,10000.0,15000.0,62500.0,9.210440366976517,60786.51685393258,1,0,89.0,0,0,0,open_market,,,,,,,,,,,,ROOFTOP
2788,DotProperty_2026-06,open_market,3 bedroom house for sale in pacific grand villas agus cebu,pacific grand villas agus cebu,Lapu-Lapu City,House and Lot,,116.0,3.0,3.0,9500000.0,10.2753435,123.9637821,google_text,False,81896.55172413793,11.313212165464405,,,,,,,,,,Basak,10000.0,15000.0,62500.0,9.210440366976517,71896.55172413793,1,0,116.0,0,0,0,open_market,,,,,,,,,,,,ROOFTOP
2789,DotProperty_2026-06,open_market,4 bedroom house for sale in marigondon cebu,"Pacific Grand Villas Subdivision Lapu-Lapu City, Cebu Property Details:Lot area: 123 sqmFloor Area: 205sqmModern Open Style Living / Dining / Kitchen area 40sqm + common CR 2.5sqmSpacious Ground Floor Room (i.e. maid, office, guest) 12sqm + own CR with shower 2.5sqmUpper floor Master Bedroom 17sqm + own CR with shower... Jennive O. Revilla Verified seller Call",Lapu-Lapu City,House and Lot,,205.0,4.0,4.0,11100000.0,10.2753435,123.9637821,google_text,False,54146.34146341463,10.899445687144155,,,,,,,,,,Basak,10000.0,15000.0,62500.0,9.210440366976517,44146.34146341463,1,0,205.0,0,0,0,open_market,,,,,,,,,,,,ROOFTOP
2790,FilipinoHomes_2026-06,open_market,SUPER RUSH LOT FOR SALE IN KISHANTA SUBDIVISION VERY NEAR TO THE GUARDHO̪SE AND CLUBHOUSE,"Kishanta Subdivision, Talisay, Cebu, Philippines",Talisay City,Vacant Lot,,200.0,0.0,0.0,2800000.0,10.2754314,123.8320574,fh_listing_embedded,False,14000.0,9.546812608597396,,,,,,,,,,Lagtang,8000.0,16000.0,,8.987321812850125,6000.0,0,1,200.0,0,0,0,open_market,,,,,,,,,,,,embedded
2791,FilipinoHomes_2026-06,open_market,Kishanta Lot for Sale,"Kishanta Subdivision, Talisay, Cebu, Philippines",Talisay City,Vacant Lot,,200.0,0.0,0.0,3000000.0,10.2754314,123.8320574,fh_listing_embedded,False,15000.0,9.615805480084347,,,,,,,,,,Lagtang,8000.0,16000.0,,8.987321812850125,7000.0,0,1,200.0,0,0,0,open_market,,,,,,,,,,,,embedded
2792,FilipinoHomes_2026-06,open_market,Kishanta Zen Residences,"Kishanta Subdivision, Talisay, Cebu, Philippines",Talisay City,Vacant Lot,,200.0,0.0,0.0,3100000.0,10.2754314,123.8320574,fh_listing_embedded,False,15500.0,9.648595302907339,,,,,,,,,,Lagtang,8000.0,16000.0,,8.987321812850125,7500.0,0,1,200.0,0,0,0,open_market,,,,,,,,,,,,embedded
2793,FilipinoHomes_2026-06,open_market,"Residential Lot in Kishanta Subdivision in Lagtang, Talisay City","Kishanta Subdivision, Talisay, Cebu, Philippines",Talisay City,Vacant Lot,,300.0,0.0,0.0,6000000.0,10.2755369676113,123.83164970422976,fh_listing_embedded,False,20000.0,9.903487552536127,,,,,,,,,,Lagtang,8000.0,16000.0,,8.987321812850125,12000.0,0,1,300.0,0,0,0,open_market,,,,,,,,,,,,embedded
2794,FilipinoHomes_2026-06,open_market,"STUNNING ELEGANT HOUSE FOR SALE WITH OWN SWIMMING POOL @ VISTA GRANDE, TALISAY, CEBU","7RGR+526, Talisay, Cebu, Philippines",Talisay City,House and Lot,,769.0,5.0,7.0,48000000.0,10.2757056910282,123.84079813957214,fh_listing_embedded,False,62418.725617685304,11.04162059936652,,,,,,,,,,Cadulawan,8650.0,,,9.065430200180375,53768.725617685304,0,0,769.0,0,0,0,open_market,,,,,,,,,,,,embedded
2795,DotProperty_2026-06,open_market,2 bedroom condo for sale in marigondon cebu,marigondon cebu,Lapu-Lapu City,Condominium,,35.0,2.0,1.0,1900000.0,10.2757142,123.9777887,google_text,False,54285.71428571428,10.902016382647256,,,,,,,,,,Marigondon,9500.0,19500.0,57500.0,9.15915233520675,44785.71428571428,1,0,35.0,0,0,0,open_market,,,,,,,,,,,,APPROXIMATE
2796,FilipinoHomes_2026-06,open_market,Pacific Grand Villas,"Marigondon, Lapu-Lapu City, Cebu, Philippines",Lapu-Lapu City,Vacant Lot,,196.0,0.0,0.0,3136000.0,10.2757142,123.9777887,fh_listing_embedded,False,16000.0,9.680344001221918,,,,,,,,,,Marigondon,9500.0,19500.0,57500.0,9.15915233520675,6500.0,1,1,196.0,0,0,0,open_market,,,,,,,,,,,,embedded
